,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,45,44,96,53,89,92,125,132,168,188,125,Upgrade
1,Market Cap Growth,-17.19%,-17.19%,7.41%,-42.86%,-28.95%,-30.00%,-25.49%,-29.82%,34.21%,9.62%,-49.33%,Upgrade
2,Enterprise Value,-54,-59,-14,-59,-21,-27,8,9,39,59,47,Upgrade
3,Last Close Price,0.28,0.27,0.58,0.32,0.54,0.56,0.76,0.80,1.02,1.14,0.76,Upgrade
4,PS Ratio,0.62,0.60,1.19,0.59,0.94,0.95,1.28,1.33,1.90,2.24,1.58,Upgrade
5,PB Ratio,0.23,0.21,0.45,0.24,0.39,0.39,0.50,0.49,0.61,0.65,0.44,Upgrade
6,P/TBV Ratio,0.22,0.22,0.46,0.24,0.40,0.40,0.51,0.50,0.62,0.65,0.44,Upgrade
7,P/FCF Ratio,-,-,-,13.96,11.46,9.62,224.13,-,-,-,-10.05,Upgrade
8,P/OCF Ratio,-,-,-,11.73,10.50,9.41,159.57,-,-,-,-12.35,Upgrade
9,EV/Sales Ratio,-,-,-,-,-,-,0.08,0.09,0.44,0.71,0.59,Upgrade
10,EV/FCF Ratio,-,-,-,-,-,-,13.82,-,-,-,-3.75,Upgrade
11,Debt / Equity Ratio,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.03,Upgrade
12,Debt / FCF Ratio,-,-,-,0.62,0.50,0.55,3.22,-,-,-,-0.63,Upgrade
13,Earnings Yield,-41.96%,-43.54%,-18.87%,-17.71%,-7.73%,-13.53%,-15.96%,-24.21%,-18.89%,-6.97%,-12.19%,Upgrade
14,FCF Yield,-,-1.90%,7.16%,8.73%,10.39%,0.45%,-11.01%,-9.15%,24.48%,-9.95%,Upgrade,
