,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,8484058,6865192,6375535,7005094,7294891,6724824,4742669,5127142,3227659,2416020,4261692,3973640,7134825,8087612,5029830,4806154,5415280,5927933,5279446,5309963,3429351,Upgrade
1,Market Cap Growth,2.09%,2.09%,34.43%,36.63%,126.01%,178.34%,11.29%,29.03%,-54.76%,-70.13%,-15.27%,-17.32%,31.75%,36.43%,-4.73%,-9.49%,57.91%,51.46%,-27.16%,-35.03%,-69.77%,Upgrade
2,Enterprise Value,6412188,4842813,3825585,6065086,4603231,4149026,3257803,2031810,1427893,1208546,1844235,1002241,3871676,5117727,1382620,1575352,2188503,2391558,1618678,1571819,-592149,Upgrade
3,Last Close Price,84900.00,68700.00,62854.81,69061.48,71918.52,67780.74,47091.85,50909.44,32289.44,24309.44,42633.89,39752.22,71376.67,80908.33,50318.33,47097.87,53067.00,56561.12,50373.61,48752.91,31486.26,Upgrade
4,PE Ratio,22.76,18.41,18.98,22.63,26.94,35.78,37.48,75.88,237.77,116.65,-84.43,-,-5755.33,-,-,31.04,20.61,-,9.23,8.19,5.61,Upgrade
5,Forward PE,14.27,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,20.23,21.71,25.70,14.69,10.56,10.46,11.17,8.51,9.84,6.26,Upgrade
6,PS Ratio,0.37,0.30,0.29,0.33,0.40,0.41,0.31,0.32,0.20,0.17,0.33,0.43,0.85,0.89,0.48,0.40,0.40,0.41,0.30,0.25,0.15,Upgrade
7,PB Ratio,0.98,0.79,0.73,0.82,0.86,0.80,0.57,0.62,-,-,-,0.48,0.86,0.98,0.61,0.58,0.65,0.71,0.62,0.63,0.40,Upgrade
8,P/TBV Ratio,0.81,0.81,0.75,0.84,0.87,0.81,0.58,0.63,-,-,-,0.49,0.88,1.00,0.62,0.59,0.66,0.72,0.63,0.64,0.41,Upgrade
9,P/FCF Ratio,-,-5.76,-,-13.31,-,6.39,6.42,-,-15.66,-,-,-,-,21.62,-,27.10,-,-,-19.73,-,-,Upgrade
10,P/OCF Ratio,-,-9.13,-,288.71,-,4.58,4.82,-,-51.69,-,-,-,-,19.20,-,25.90,-,-,-20.35,-,-,Upgrade
11,PEG Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.95,0.95,Upgrade
12,EV/Sales Ratio,0.28,0.21,0.18,0.29,0.25,0.25,0.21,0.13,0.09,0.08,0.14,0.11,0.46,0.56,0.13,0.13,0.16,0.16,0.09,0.07,-,Upgrade
13,EV/EBITDA Ratio,21.72,14.61,13.57,28.90,28.82,32.82,77.22,-156.24,-10.44,-,-,-,466.34,169.25,-,26.00,9.86,-,2.55,2.18,-,Upgrade
14,EV/EBIT Ratio,25.63,19.42,18.98,46.08,54.37,149.50,-54.55,-,-,-,-,-,-,-,-,-35.24,-,-,3.08,2.57,-,Upgrade
15,EV/FCF Ratio,-4.95,-4.06,-,-11.52,-,3.94,4.41,-,-6.93,-,-,-,-,13.68,-,8.88,-,-,-6.05,-,-,Upgrade
16,Debt / Equity Ratio,0.31,0.31,0.27,0.18,0.28,0.23,0.14,0.14,-,-,-,0.16,0.08,0.00,-,-,-,-,-,-,-,Upgrade
17,Debt / EBITDA Ratio,9.23,5.52,5.09,6.93,14.27,6.82,7.19,55.05,-,-,-,-,40.20,0.03,-,-,-,-,-,-,-,Upgrade
18,Debt / FCF Ratio,-,-2.23,-,-2.93,-,1.83,1.62,-,-,-,-,-,-,0.00,-,-,-,-,-,-,-,Upgrade
19,Asset Turnover,1.08,0.82,1.20,-,-,-,-,-,-,-,0.82,0.50,0.82,0.32,0.76,0.75,1.21,0.76,1.06,0.92,Upgrade,
20,Inventory Turnover,5.80,6.26,5.46,8.43,-,-,-,-,-,-,-,6.54,4.43,6.96,2.72,7.12,7.17,10.87,7.77,10.99,8.63,Upgrade
21,Quick Ratio,0.93,0.93,1.02,1.05,1.09,1.19,-,1.16,-,-,-,1.51,1.71,1.61,1.92,1.97,2.15,1.84,1.92,1.81,1.79,Upgrade
22,Current Ratio,1.36,1.36,1.42,1.44,1.50,1.56,-,1.58,-,-,-,1.98,2.16,2.04,2.54,2.35,2.52,2.24,2.32,2.09,2.14,Upgrade
23,Return on Equity (ROE),4.89%,4.30%,3.22%,-,3.31%,3.22%,-,-,-,-,-1.16%,1.42%,-3.07%,-0.57%,2.15%,2.60%,-1.65%,4.19%,7.39%,5.79%,Upgrade,
24,Return on Assets (ROA),0.93%,0.93%,0.31%,-,-,-,-,-,-,-,-2.27%,-0.36%,-0.24%,-1.38%,0.24%,-0.00%,-2.17%,1.12%,2.89%,1.37%,Upgrade,
25,Return on Capital (ROIC),2.12%,2.06%,0.65%,-,1.18%,0.45%,-,-,-,-,-3.93%,-0.64%,-0.40%,-2.21%,0.38%,-0.00%,-3.62%,1.92%,5.08%,2.49%,Upgrade,
26,Return on Capital Employed (ROCE),2.85%,2.85%,2.31%,1.52%,0.99%,0.31%,-,-,-,-,-,-,-,-,-,-0.54%,-,-,6.15%,7.23%,6.14%,Upgrade
27,Earnings Yield,4.37%,5.43%,5.27%,4.42%,3.71%,2.79%,2.67%,1.32%,0.42%,0.86%,-1.18%,-1.76%,-0.02%,0.30%,1.05%,3.19%,4.90%,5.64%,11.41%,12.78%,18.82%,Upgrade
28,FCF Yield,-15.28%,-17.35%,-17.38%,-7.51%,-20.35%,15.65%,15.57%,9.26%,-6.39%,-75.41%,-32.41%,-32.10%,2.24%,4.63%,0.18%,3.69%,-6.11%,-9.65%,-5.07%,-13.35%,-20.70%,Upgrade
29,Dividend Yield,1.18%,-,-,1.45%,-,-,-,-,-,-,-,-,-,-,-,-,-,1.33%,-,-,-,Upgrade
30,Payout Ratio,26.79%,94.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,258.11%,0.06%,0.11%,Upgrade
31,Buyback Yield / Dilution,-6.45%,-14.89%,-0.35%,-9.59%,11.63%,11.64%,-1.12%,-3.73%,-0.03%,0.53%,-8.67%,-2.10%,0.84%,2.69%,15.36%,5.17%,-3.04%,4.97%,0.10%,0.35%,-0.82%,Upgrade
32,Total Shareholder Return,-5.27%,-14.89%,-0.35%,-8.14%,11.63%,11.64%,-1.12%,-3.73%,-0.03%,0.53%,-8.67%,-2.10%,0.84%,2.69%,15.36%,5.17%,-3.04%,6.29%,0.10%,0.35%,-0.82%,Upgrade
