,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,7713,9414,8474,7133,6686,7086,6877,7164,7209,7278,8592,10086,8487,8565,9040,9113,9640,13670,14009,16457,13852,Upgrade
1,Market Cap Growth,32.85%,32.85%,23.22%,-0.43%,-7.26%,-2.64%,-19.96%,-28.98%,-15.06%,-15.03%,-4.95%,10.68%,-11.96%,-37.34%,-35.47%,-44.63%,-30.41%,-21.21%,-6.18%,-3.68%,55.69%,Upgrade
2,Enterprise Value,10836,12249,11608,8831,8384,8866,9111,10970,11016,12002,12564,15349,13750,16773,19096,20504,21031,20277,20942,25653,23048,Upgrade
3,Last Close Price,3.47,4.25,3.83,3.17,2.97,3.15,3.06,3.10,3.10,3.14,3.63,4.20,3.51,3.54,3.71,3.73,3.96,5.68,5.82,6.86,5.73,Upgrade
4,PE Ratio,-,-49.49,100.78,-,-,9.09,16.09,20.13,42.10,-12.44,-13.79,-,-,-,23.51,16.95,21.51,22.49,18.18,23.39,18.63,Upgrade
5,Forward PE,-,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,14.75,Upgrade
6,PS Ratio,1.63,1.78,1.10,0.68,0.57,0.51,0.65,0.89,0.98,1.22,1.56,1.46,1.11,0.81,0.79,0.65,0.65,0.90,0.86,1.20,1.06,Upgrade
7,PB Ratio,0.64,0.72,0.65,0.55,0.52,0.53,-,0.56,0.57,0.58,0.68,0.79,0.65,0.62,0.65,0.66,0.68,0.96,0.98,1.15,0.97,Upgrade
8,P/TBV Ratio,0.74,0.74,0.67,0.57,0.53,0.55,-,0.58,0.59,0.60,0.70,0.81,0.67,0.65,0.68,0.68,0.73,1.05,1.09,1.27,1.07,Upgrade
