,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,2440,1906,2022,2334,2065,2115,2384,2620,2267,2678,3459,2246,1544,1588,1639,1307,1211,1179,889.64,1057,Upgrade
1,Short-Term Investments,-,30,-,180,-,-,-,-,-,-,-,160,-,360,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,50,50,50,50,52.88,50.59,50,50,58.45,50,56.3,50,54.43,51.85,55.4,50,52.5,50,56.25,50,Upgrade
3,Cash & Short-Term Investments,2490,1986,2072,2564,2118,2165,2434,2670,2326,2728,3516,2456,1598,2000,1695,1357,1263,1229,945.89,1107,Upgrade
4,Cash Growth,17.56%,-8.29%,-14.87%,-3.99%,-8.95%,-20.62%,-30.77%,8.73%,45.51%,36.38%,107.45%,80.97%,26.55%,62.76%,79.17%,22.57%,65.04%,34.35%,44.50%,46.04%,Upgrade
5,Accounts Receivable,1240,1466,1514,1430,2263,2122,2271,1824,1464,1412,1789,2036,2410,2482,2464,2032,2223,1083,1415,946.31,Upgrade
6,Other Receivables,180.48,350.98,88.26,262.42,71.77,87,109.37,341.9,201.15,308.36,249.17,196.57,196.71,187.22,213.37,268.47,183.49,124.28,157.31,181.57,Upgrade
7,Receivables,1421,1816,1602,1692,2334,2209,2380,2166,1665,1721,2038,2232,2607,2669,2677,2301,2406,1207,1572,1128,Upgrade
8,Inventory,3758,3763,4085,4886,3696,4362,4520,4731,4610,4431,3885,3687,3258,3307,3025,2766,3199,4092,4129,4437,Upgrade
9,Prepaid Expenses,-,11.26,-,-,-,48.15,-,-,-,-,-,10.9,-,18.7,-,-,-,18.61,-,5.62,Upgrade
