,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,24450,18020,15012,17863,20153,19340,19156,23019,22350,20761,30952,34653,31987,41838,36630,27251,22561,21287,20497,20671,25971,Upgrade
1,Market Cap Growth,-6.82%,-6.82%,-21.63%,-22.40%,-9.83%,-6.84%,-38.11%,-33.57%,-30.13%,-50.38%,-15.50%,27.16%,41.78%,96.54%,78.71%,31.83%,-13.13%,-6.32%,-28.13%,-38.85%,-11.93%,Upgrade
2,Enterprise Value,45738,39292,38456,39641,38345,37506,36087,32393,35353,27697,38136,42566,48268,48600,56057,42539,39291,32309,37760,31081,42414,Upgrade
3,Last Close Price,1.86,1.25,1.13,1.13,1.23,1.29,1.38,1.78,1.79,1.60,2.34,2.67,2.42,3.01,2.72,2.14,1.73,1.45,1.61,1.88,2.45,Upgrade
4,PE Ratio,-,-,-,-,-13.78,-5.73,-,-,-,-,12.49,5.53,-,4.98,5.39,7.77,10.42,17.58,23.48,13.28,-,Upgrade
5,Forward PE,-,-,40.29,8.96,55.82,69.88,-,5.92,2.33,5.68,3.47,3.39,3.53,4.45,4.59,6.90,3.53,4.90,8.24,17.61,6.14,Upgrade
6,PS Ratio,0.15,0.19,0.15,0.17,0.18,0.19,0.19,0.20,0.19,0.18,0.23,0.24,0.23,0.32,0.30,0.25,0.23,0.23,0.24,0.25,0.30,Upgrade
7,PB Ratio,0.52,0.55,0.45,0.52,0.57,0.56,0.58,0.62,0.59,0.54,0.74,0.72,0.70,0.90,0.84,0.67,0.58,0.57,0.60,0.60,0.75,Upgrade
8,P/TBV Ratio,0.69,0.69,0.56,0.64,0.70,0.70,0.71,0.75,0.72,0.65,0.89,0.87,0.84,1.08,1.01,0.82,0.72,0.70,0.74,0.75,0.93,Upgrade
9,P/FCF Ratio,-,-9.43,-3.85,-,-,-,-,-13.38,-,9.29,-,3.32,2.84,-,5.63,256.49,-,-,-79.40,-,7.70,Upgrade
10,P/OCF Ratio,6.02,6.02,10.67,-,9.18,-,3.43,3.02,2.98,1.60,2.98,1.73,1.55,-,2.43,3.06,8.73,2.31,3.20,-,2.95,Upgrade
11,PEG Ratio,-,-,-,-,-,-,-,-,-,-,-,0.15,0.20,0.15,0.54,0.44,0.15,0.23,0.65,-,-,Upgrade
12,EV/Sales Ratio,0.48,0.41,0.38,0.38,0.35,0.36,0.35,0.29,0.31,0.23,0.29,0.30,0.35,0.37,0.46,0.40,0.40,0.35,0.44,0.37,0.48,Upgrade
13,EV/EBITDA Ratio,24.21,-,12.03,16.61,18.54,-259.50,-,-44.00,-,-,6.00,3.49,-,3.22,4.14,4.81,5.38,4.62,5.80,4.14,5.74,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-10.00,-,-,-,-,-,5.15,-,4.31,5.76,8.31,11.14,9.72,13.58,8.41,12.76,Upgrade
15,EV/FCF Ratio,-23.93,-20.56,-9.85,-,-,-,-,-18.83,-,12.39,-,4.08,4.28,-,8.62,400.37,-,-,-146.27,-,12.58,Upgrade
16,Debt / Equity Ratio,0.74,0.74,0.71,0.70,0.65,0.57,0.64,0.54,0.61,0.48,0.43,0.38,0.46,0.50,0.52,0.59,0.59,0.59,0.65,0.71,0.66,Upgrade
17,Debt / EBITDA Ratio,12.81,-,20.82,8.83,9.27,2.94,-,14.43,-,-,5.70,1.61,-,1.59,0.92,1.90,2.84,2.65,3.79,4.13,3.02,Upgrade
18,Debt / FCF Ratio,-,-12.66,-6.07,-,-,-,-,-11.77,-,8.30,-,1.77,1.88,-,3.48,225.01,-,-,-85.47,-,6.71,Upgrade
19,Asset Turnover,0.90,1.07,0.96,1.18,1.19,1.18,0.95,0.96,0.97,1.28,1.17,1.22,1.25,1.47,1.14,1.17,1.09,1.04,0.77,1.01,Upgrade,
20,Inventory Turnover,9.40,8.61,8.54,7.45,10.00,9.00,9.35,8.05,8.94,7.26,8.71,7.64,9.15,6.98,7.72,6.80,8.10,7.53,6.58,4.88,6.85,Upgrade
21,Quick Ratio,0.27,0.27,0.25,0.23,0.24,0.26,0.24,0.26,0.41,0.32,0.41,0.48,0.47,0.41,0.54,0.38,0.44,0.37,0.50,0.46,0.54,Upgrade
22,Current Ratio,0.48,0.48,0.51,0.53,0.50,0.51,0.51,0.68,0.73,0.79,0.86,0.94,0.92,0.96,0.92,0.89,0.87,0.87,0.88,0.93,0.93,Upgrade
23,Return on Equity (ROE),-19.17%,-12.29%,-4.31%,2.55%,7.52%,-23.39%,-7.07%,-17.54%,-10.62%,3.14%,13.90%,-11.68%,22.04%,38.45%,19.64%,8.96%,9.94%,7.22%,5.61%,-2.22%,Upgrade,
24,Return on Assets (ROA),-3.99%,-2.18%,-0.93%,-1.22%,2.22%,-4.06%,-1.33%,-6.03%,-2.50%,-0.36%,4.15%,-3.82%,6.11%,12.03%,5.57%,2.76%,3.17%,1.66%,1.53%,2.53%,Upgrade,
25,Return on Capital (ROIC),-6.31%,-3.43%,-1.46%,-2.00%,3.71%,-7.16%,-2.44%,-10.91%,-4.57%,-0.64%,6.98%,-6.22%,10.00%,19.68%,8.77%,4.32%,6.47%,2.60%,2.48%,4.13%,Upgrade,
26,Return on Capital Employed (ROCE),-,-,-,-,-,-8.80%,-,-,-,-,-,14.44%,-,20.94%,19.62%,11.05%,7.92%,7.77%,7.01%,9.22%,8.20%,Upgrade
27,Earnings Yield,-10.26%,-13.92%,-1.69%,-6.85%,-7.26%,-17.31%,-25.50%,-13.01%,-4.34%,-2.82%,8.01%,18.09%,20.46%,20.07%,18.56%,12.87%,9.60%,5.69%,4.26%,7.53%,4.86%,Upgrade
28,FCF Yield,-7.82%,-10.60%,-26.00%,-39.38%,-24.09%,-14.59%,-5.10%,-7.47%,-8.60%,10.76%,-1.45%,30.10%,35.26%,14.86%,17.76%,0.39%,-26.02%,2.08%,-1.26%,8.84%,12.98%,Upgrade
29,Dividend Yield,0.00%,-,-,-,-,-,-,-,1.26%,-,-,-,17.74%,-,-,-,8.93%,-,-,-,3.66%,Upgrade
30,Payout Ratio,0.00%,-,-,-,59.48%,42.89%,-,-,-,-,43.45%,11.25%,-,72.01%,5.37%,11.55%,52.01%,79.20%,46.89%,40.87%,-,Upgrade
31,Buyback Yield / Dilution,0.01%,1.33%,4.92%,-6.87%,0.04%,-1.25%,-5.99%,7.13%,-0.04%,-0.13%,3.56%,-3.70%,-0.04%,0.01%,-1.92%,1.92%,0.07%,-0.14%,0.25%,-0.25%,-0.06%,Upgrade
32,Total Shareholder Return,0.01%,1.33%,4.92%,-6.87%,0.04%,-1.25%,-5.99%,7.13%,1.22%,-0.13%,3.56%,-3.70%,17.69%,0.01%,-1.92%,1.92%,9.00%,-0.14%,0.25%,-0.25%,3.60%,Upgrade
