,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,178,161,253,301,339,479,479,148,156,161,215,Upgrade
1,Market Cap Growth,-46.43%,-46.43%,-25.40%,-37.08%,-29.21%,223.64%,206.90%,-8.33%,-27.50%,-48.28%,-28.57%,Upgrade
2,Enterprise Value,174,169,268,292,341,460,598,225,273,260,332,Upgrade
3,Last Close Price,0.33,0.30,0.47,0.56,0.63,0.89,0.89,0.28,0.29,0.30,0.40,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-56.72,-,-,Upgrade
5,PS Ratio,2.07,1.82,2.97,3.69,3.94,3.78,2.44,0.60,0.82,1.23,1.21,Upgrade
6,PB Ratio,3.75,3.41,4.78,3.17,2.82,3.20,2.74,5.63,5.58,26.26,13.67,Upgrade
7,P/TBV Ratio,3.41,3.41,4.78,3.17,2.82,3.20,2.74,5.63,5.58,26.26,13.67,Upgrade
8,P/FCF Ratio,18.86,17.14,-,-,-40.25,-,-,-,16.12,-,8.94,Upgrade
9,P/OCF Ratio,16.35,16.35,-,-,-53.26,-,-,-,10.73,-,8.52,Upgrade
10,EV/Sales Ratio,2.04,1.91,3.14,3.58,3.96,3.63,3.05,0.91,1.42,1.97,1.86,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,24.40,160.50,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-158.82,-,-,Upgrade
13,EV/FCF Ratio,18.53,17.97,-,-,-40.45,-,-,-,28.17,-,13.79,Upgrade
14,Debt / Equity Ratio,-,-,0.28,0.23,0.00,0.05,0.00,5.43,4.94,23.33,9.35,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-0.01,-,-,-,14.26,-,6.12,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-0.91%,-,-,Upgrade
17,Earnings Yield,-28.61%,-31.47%,-26.28%,-15.48%,-12.96%,-7.29%,-4.16%,1.95%,-1.76%,-16.43%,-18.12%,Upgrade
18,FCF Yield,5.30%,5.83%,-6.55%,-3.54%,-2.48%,-3.77%,-9.43%,-7.30%,6.20%,4.28%,11.19%,Upgrade
