,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2307,1618,4713,4073,5906,6457,8103,16809,8663,9733,8874
1,Market Cap Growth,-60.28%,-60.28%,-20.20%,-36.92%,-27.11%,-61.59%,-6.47%,72.71%,-2.38%,55.38%,-
2,Enterprise Value,3182,2345,5008,4310,5892,5773,6973,15469,7309,8283,7366
3,Last Close Price,1.14,0.80,2.32,2.00,2.90,3.13,3.95,8.25,4.26,4.80,4.42
4,PE Ratio,49.83,-,55.82,29.90,29.43,36.51,56.39,100.27,65.15,92.82,61.84
5,Forward PE,17.89,7.65,22.16,11.34,19.17,19.36,27.99,76.43,42.59,47.64,34.60
6,PS Ratio,1.14,0.80,2.32,2.00,3.03,3.77,5.63,13.50,8.88,12.39,11.35
7,PB Ratio,0.88,0.61,1.75,1.53,2.26,2.51,3.22,6.96,3.87,4.60,4.29
8,P/TBV Ratio,1.85,1.85,4.97,3.30,5.04,5.35,4.80,8.00,4.50,4.88,4.54
9,P/FCF Ratio,41.40,-,32.43,-,51.26,58.83,-178.20,-,65.42,227.33,195.31
10,P/OCF Ratio,6.28,6.28,15.18,10.54,12.13,14.53,23.32,62.27,35.30,64.11,60.83
11,PEG Ratio,0.42,0.42,1.64,0.39,0.65,0.56,1.35,1.35,1.35,1.50,0.97
12,EV/Sales Ratio,1.57,1.16,2.47,2.12,3.02,3.37,4.85,12.43,7.49,10.54,9.42
13,EV/EBITDA Ratio,7.84,7.29,14.24,11.52,13.97,14.25,21.01,58.85,40.63,78.98,50.36
14,EV/EBIT Ratio,27.64,20.87,31.72,22.16,22.52,23.81,35.34,81.46,60.14,152.69,65.02
15,EV/FCF Ratio,57.10,-,34.46,-,51.14,52.60,-153.35,-,55.20,193.46,162.12
16,Debt / Equity Ratio,0.45,0.45,0.42,0.34,0.35,0.21,0.18,0.15,0.14,0.14,0.08
17,Debt / FCF Ratio,21.40,-,7.80,-,8.00,4.82,-9.92,-,2.38,6.95,3.58
18,Return on Capital Employed (ROCE),3.17%,3.17%,4.28%,5.43%,7.41%,7.54%,6.28%,6.79%,4.65%,2.26%,5.08%
19,Earnings Yield,2.06%,2.94%,1.79%,3.34%,3.40%,2.74%,1.77%,1.00%,1.53%,1.08%,1.62%
20,FCF Yield,2.42%,3.44%,3.08%,2.11%,1.95%,1.70%,-0.56%,-0.15%,1.53%,0.44%,0.51%
21,Buyback Yield / Dilution,0.95%,2.10%,-0.21%,1.60%,2.65%,0.30%,-2.50%,-1.08%,1.35%,-28.62%,-37.87%
22,Total Shareholder Return,0.95%,2.10%,-0.21%,1.60%,2.65%,0.30%,-2.50%,-1.08%,1.35%,-28.62%,-37.87%
