,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,43,53.19,77.53,87.43,67.83,144.63,182.61,212.09,213.79,207.75
1,Short-Term Investments,0.17,-,2.77,-,4.47,-,9.29,-,-,-
2,Trading Asset Securities,-,1.41,-,3.09,-,4.08,-,2.45,-,-
3,Cash & Short-Term Investments,43.17,54.6,80.29,90.52,72.3,148.71,191.9,214.54,213.79,207.75
4,Cash Growth,-46.24%,-39.68%,11.05%,-39.13%,-62.32%,-30.69%,-10.24%,3.27%,0.56%,1174.08%
5,Accounts Receivable,86.36,70.17,67.91,64.03,53.58,46.32,40.85,30.56,25.4,24.38
6,Other Receivables,9.35,8.95,9.12,7.71,15.08,10.02,6.99,6.24,8.7,3.97
7,Receivables,96.03,79.14,77.12,72.17,68.96,56.45,48.13,37.39,34.51,32.65
8,Inventory,3.09,2.8,3.52,3.19,2.52,0.95,0.86,0.72,0.18,0.17
9,Prepaid Expenses,4.56,4.62,5.24,5.57,5,3.63,2.39,1.73,1.39,1.39
10,Other Current Assets,0.38,0.41,0.4,0.4,1.2,1.34,0.16,0.01,0.01,0.45
11,Total Current Assets,147.23,141.56,166.57,171.84,149.98,211.07,243.43,254.39,249.88,242.41
12,"Property, Plant & Equipment",182.18,183.79,174.72,180.2,157.48,146.24,108.96,82.28,69.66,49.34
13,Long-Term Investments,10.12,10.12,8.3,8.73,8.95,6.91,1.55,0.47,0.53,0.54
14,Goodwill,188.76,183.92,149.01,149.21,134.99,71.45,25.22,24.91,7.68,6.25
15,Other Intangible Assets,34.33,37.16,29.96,33.46,35.89,31.69,14.11,14.79,7.3,7.58
16,Long-Term Deferred Tax Assets,5.42,7.04,7.55,6.22,4.9,7.65,11.12,5.15,6.27,8.32
17,Other Long-Term Assets,0.99,8.29,0.94,0.94,0.74,0.83,4.21,0.72,0.72,0.72
18,Total Assets,569.02,571.87,537.05,550.59,492.92,475.84,408.6,382.71,342.02,315.27
19,Accounts Payable,10.82,12.61,11.35,11,11.02,11.46,8.18,7.41,3.54,4.69
20,Accrued Expenses,13.05,16.91,5.89,12.45,7.93,10.68,5.15,5.31,1.65,3.89
21,Short-Term Debt,0.48,-,-,-,-,0.01,-,-,-,-
22,Current Portion of Long-Term Debt,38.75,20.13,11.53,13.73,6.11,-,-,-,-,0.5
23,Current Portion of Leases,10.87,11.68,10.41,10.52,7.97,7.29,5.87,5.19,4.33,3.77
24,Current Income Taxes Payable,0.49,1.13,0.44,0.68,6.83,4.37,2.69,2.48,1.68,1.36
25,Current Unearned Revenue,30.97,27.71,31.21,34.8,28.79,23.63,21.39,17.87,15.41,12.85
26,Other Current Liabilities,9.94,9.42,9.43,14.31,14.29,15.55,5.41,7.27,5.22,2.02
27,Total Current Liabilities,115.35,99.58,80.25,97.47,82.93,72.99,48.7,45.53,31.82,29.08
28,Long-Term Debt,56.8,61.31,39.94,35.13,5.21,-,-,-,-,-
29,Long-Term Leases,45.84,51.98,53.46,58.82,48.06,50.55,39.3,35.43,34.05,16.63
30,Long-Term Unearned Revenue,2.03,2.06,2.09,2.12,2.15,-,-,-,-,-
31,Long-Term Deferred Tax Liabilities,11.61,11.79,10.36,10.86,11.87,11.2,3.02,3.08,1.2,1.36
32,Other Long-Term Liabilities,-,-,11.99,10.35,14.7,18.02,6.44,9.8,2.07,2.93
33,Total Liabilities,231.63,226.72,198.09,214.75,164.93,152.76,97.46,93.84,69.14,49.99
34,Common Stock,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
35,Additional Paid-In Capital,226.77,229.92,228.85,224.51,231.46,227.15,227.13,224.09,224.95,221.61
36,Retained Earnings,110.53,110.65,104.44,99.84,87.05,74.11,64.52,55.68,42.93,38.53
37,Treasury Stock,-0.15,-4.23,-0.61,-0,-4.51,-,-,-,-,-
38,Comprehensive Income & Other,-2.23,6.14,3.63,8.71,10.73,18.56,18.25,8.08,4.25,4.44
39,Total Common Equity,334.95,342.5,336.32,333.08,324.76,319.84,309.91,287.87,272.15,264.6
40,Minority Interest,2.45,2.64,2.64,2.77,3.23,3.24,1.24,1,0.73,0.68
41,Shareholders' Equity,337.4,345.15,338.96,335.85,327.99,323.08,311.14,288.87,272.87,265.28
42,Total Liabilities & Equity,569.02,571.87,537.05,550.59,492.92,475.84,408.6,382.71,342.02,315.27
43,Total Debt,152.74,145.1,115.33,118.19,67.35,57.85,45.17,40.62,38.38,20.9
44,Net Cash (Debt),-109.57,-90.5,-35.04,-27.67,4.96,90.86,146.72,173.92,175.41,186.85
45,Net Cash Growth,-,-,-,-,-96.62%,-47.76%,-16.35%,-6.92%,-9.14%,2403.35%
46,Net Cash Per Share,-0.05,-0.04,-0.02,-0.01,0.00,0.04,0.07,0.08,0.08,0.09
47,Filing Date Shares Outstanding,2026,2034,2044,2038,2046,2051,2051,2037,2028,2008
48,Total Common Shares Outstanding,2026,2034,2044,2038,2046,2051,2051,2037,2028,2008
49,Working Capital,31.88,41.98,86.32,74.37,67.05,138.08,194.73,208.86,218.06,213.33
50,Book Value Per Share,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.14,0.13,0.13
51,Tangible Book Value,111.87,121.43,157.35,150.41,153.89,216.7,270.58,248.17,257.17,250.77
52,Tangible Book Value Per Share,0.06,0.06,0.08,0.07,0.08,0.11,0.13,0.12,0.13,0.12
53,Land,-,1.97,-,1.97,-,1.83,-,1.83,-,1.83
54,Buildings,-,6.79,-,6.79,-,3.18,-,3.14,-,3.14
55,Machinery,-,106.01,-,90.73,-,77.21,-,55.06,-,41.4
56,Construction In Progress,-,20.28,-,19.42,-,33.76,-,8.39,-,2.83
57,Leasehold Improvements,-,67.15,-,56.74,-,22.8,-,7.95,-,5.3
58,Order Backlog,374,-,340.5,-,315.3,-,218.4,-,138.8,-
