,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+8 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+8 Quarters
0,Market Capitalization,48840,54149,32074,35694,52187,55192,45823,62037,86994,66714,126219,109024,130599,196811,200077,137133,111980,91299,82013,49644,43904,Upgrade
1,Market Cap Growth,-1.89%,-1.89%,-30.00%,-42.46%,-40.01%,-17.27%,-63.70%,-43.10%,-33.39%,-66.10%,-36.92%,-20.50%,16.63%,115.57%,143.96%,176.23%,155.06%,172.44%,221.44%,53.51%,-,Upgrade
2,Enterprise Value,53007,58173,35909,39659,56628,58948,50037,66096,90505,68653,127615,108126,129788,194876,197885,133885,107963,87520,78093,45778,45278,Upgrade
3,Last Close Price,16.60,15.00,8.45,9.35,15.44,18.20,15.56,21.18,34.81,24.52,50.49,40.67,51.25,79.37,88.19,62.46,55.70,40.99,34.02,21.40,18.45,Upgrade
4,PE Ratio,23.41,25.95,15.48,22.20,29.59,33.12,26.92,36.83,55.98,38.22,64.08,53.03,64.05,114.46,132.21,87.77,80.43,79.38,86.44,76.30,71.72,Upgrade
5,PS Ratio,4.14,4.14,2.60,2.87,4.11,4.50,3.76,4.99,7.50,6.33,12.25,10.95,14.29,23.79,26.72,20.41,18.37,16.96,17.33,11.47,10.45,Upgrade
6,PB Ratio,3.49,3.49,2.18,2.47,3.58,4.04,3.45,4.81,7.10,5.74,10.47,8.53,10.33,16.45,17.51,12.63,10.55,9.38,9.11,5.73,5.01,Upgrade
7,P/TBV Ratio,5.02,5.02,3.16,3.61,5.27,6.16,5.36,7.27,10.90,8.50,15.63,12.44,14.50,22.33,24.08,15.86,13.21,10.46,9.73,6.27,5.49,Upgrade
8,P/FCF Ratio,131.85,131.85,-,84.46,-423.78,-240.22,-74.11,-,-,-,-,-,-3059.29,-1074.23,-,-,-,150.38,162.05,115.81,191.17,Upgrade
9,P/OCF Ratio,19.60,19.60,11.60,11.09,17.20,18.52,16.54,24.07,35.91,29.68,52.01,44.64,51.70,85.51,88.69,63.44,57.19,51.12,57.32,39.60,40.89,Upgrade
10,EV/Sales Ratio,4.18,4.45,2.91,3.19,4.45,4.81,4.11,5.31,7.80,6.52,12.39,10.86,14.20,23.55,26.43,19.92,17.71,16.26,16.50,10.58,10.77,Upgrade
