,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Operating Revenue,4920,2598,2568,1841,2951,2336,2193,1160,2218,1469,1564,1360,2010,1479,1236,1112,1551,1203,1166,610.78,Upgrade
1,Other Revenue,-,-7.53,7.53,-,14.3,-21.09,21.09,-,17.98,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Revenue,4920,2591,2575,1841,2965,2315,2214,1160,2236,1469,1564,1360,2010,1479,1236,1112,1551,1203,1166,610.78,Upgrade
3,Revenue Growth (YoY),65.94%,11.91%,16.33%,58.69%,32.60%,57.56%,41.57%,-14.68%,11.25%,-0.65%,26.46%,22.30%,29.62%,22.88%,6.09%,82.01%,31.98%,33.03%,-7.44%,-29.48%,Upgrade
4,Cost of Revenue,-3233,1141,1291,800.86,1348,931.63,1133,581.79,1130,722.41,824.77,713.97,1052,792.25,616.44,568.58,829.07,538.19,581.65,332.67,Upgrade
5,Gross Profit,8153,1449,1285,1040,1617,1383,1081,578.26,1106,746.88,738.85,645.62,958.39,686.59,620.05,543.1,721.61,665.27,583.87,278.11,Upgrade
6,"Selling, General & Admin",-1797,774.86,588.95,432.92,739.33,496.45,451.2,294.22,571.41,324.91,352.97,211.01,515.72,222.31,195.17,127.69,231.54,147.14,173.45,101.5,Upgrade
7,Research & Development,-640.19,232.19,213.34,194.66,168.82,163.3,152.95,131.83,143.1,119.42,108.52,116.81,126.31,112.8,102.37,95.83,79.06,72.46,57.82,42.42,Upgrade
8,Other Operating Expenses,9830,17.79,15.48,-26.67,-3.99,-13.9,1.42,-11.08,-20.6,7.29,-7.22,-4.75,-0.55,-4.21,-4.52,-2.24,-0.65,-21.27,-3.77,3.71,Upgrade
9,Operating Expenses,7409,1008,827.81,591.94,906.6,646.69,605.8,413.76,697.5,449.54,455.33,323.27,643.82,331.18,291.85,222.1,310.63,197.52,228.07,146.87,Upgrade
10,Operating Income,744.36,441.1,456.84,448.03,710.8,736.64,474.89,164.5,408.77,297.34,283.52,322.35,314.57,355.41,328.2,321,410.98,467.75,355.8,131.24,Upgrade
