,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+18 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Market Capitalization,2080,4922,5734,5531,5328,11062,11112,11112,11112,11062,10248,10256,10213,10256,9663,10299,9751,9712,9320,10070,11561,Upgrade
1,Market Cap Growth,-55.50%,-55.50%,-48.40%,-50.23%,-52.05%,0%,8.44%,8.35%,8.80%,7.85%,6.05%,-0.42%,4.75%,5.61%,3.68%,2.28%,-15.66%,-26.65%,-18.07%,-17.83%,-33.30%,Upgrade
2,Last Close Price,0.41,0.97,1.13,1.09,1.05,2.18,2.19,2.19,2.19,2.18,2.18,2.18,2.17,2.18,2.14,2.12,2.01,2.00,1.92,1.92,2.21,Upgrade
3,PE Ratio,-,-,-,-26.12,-,20.67,-,6.86,5.84,7.84,-,6.16,-,6.11,-,7.09,-,7.37,-,8.60,9.92,Upgrade
4,PS Ratio,0.63,1.74,1.60,1.78,1.43,2.87,2.26,1.99,1.89,1.99,1.79,1.67,1.75,1.74,1.79,1.96,1.96,1.98,2.07,2.21,2.48,Upgrade
5,PB Ratio,0.12,0.23,0.28,0.26,0.26,0.52,0.55,0.49,0.53,0.52,0.47,0.47,0.47,0.48,0.50,0.51,0.51,0.51,0.56,0.56,0.66,Upgrade
6,Debt / Equity Ratio,0.34,0.34,0.37,0.38,0.40,0.33,0.41,0.56,0.62,0.64,0.70,0.63,0.63,1.04,1.20,1.09,1.35,1.15,1.35,1.45,1.61,Upgrade
7,Return on Equity (ROE),-4.51%,0.06%,2.63%,-5.09%,6.15%,-8.00%,10.69%,-0.38%,21.96%,-3.25%,18.02%,-5.96%,24.60%,-2.09%,14.37%,-1.23%,20.89%,-1.77%,12.09%,2.15%,Upgrade,
8,Return on Assets (ROA),-0.33%,0.00%,0.18%,-0.37%,0.44%,-0.57%,0.76%,-0.03%,1.60%,-,-,-0.46%,1.90%,-0.17%,1.19%,-0.10%,1.81%,-0.16%,1.11%,0.20%,Upgrade,
9,Earnings Yield,-15.58%,-6.59%,2.73%,-3.83%,3.48%,4.84%,10.70%,14.58%,17.13%,12.75%,16.31%,16.23%,13.57%,16.38%,14.88%,14.11%,13.45%,13.56%,10.96%,11.63%,10.08%,Upgrade
10,FCF Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-172.72%,-72.39%,-,-,-,-,-,Upgrade,
11,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.07%,-,-,-,7.53%,Upgrade
12,Buyback Yield / Dilution,18.32%,50.27%,-1.28%,1.23%,18.00%,-19.01%,-0.93%,0.88%,-0.36%,0.38%,-9.08%,-15.30%,-7.07%,6.48%,0.00%,0.00%,-7.26%,-17.12%,-0.00%,-0.00%,-0.00%,Upgrade
13,Total Shareholder Return,18.32%,50.27%,-1.28%,1.23%,18.00%,-19.01%,-0.93%,0.88%,-0.36%,0.38%,-9.08%,-15.30%,-7.07%,6.48%,0.00%,0.00%,0.81%,-17.12%,-0.00%,-0.00%,7.53%,Upgrade
