,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+18 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Interest Income on Loans,2385,2839,2832,4629,2512,3159,3375,3963,3660,3327,3433,3771,3066,2761,2926,3130,2668,2611,1962,2264,Upgrade
1,Interest Income on Investments,-0.84,0.84,-,7.78,-0.85,0.85,-,21.42,-21.4,21.4,-,56.96,-32.89,32.89,-,59.42,-59.4,59.4,-,64.7,Upgrade
2,Total Interest Income,2384,2840,2832,4636,2512,3159,3375,3985,3639,3348,3433,3828,3034,2794,2926,3190,2609,2671,1962,2329,Upgrade
3,Interest Paid on Deposits,1773,1902,1975,2015,2015,2094,2022,2066,1990,2215,1597,1865,1511,1614,1357,1589,1208,1476,999.91,1438,Upgrade
4,Net Interest Income,611.13,937.31,856.31,2621,496.93,1065,1353,1918,1649,1133,1836,1963,1522,1180,1569,1601,1401,1194,961.71,891.45,Upgrade
5,Net Interest Income Growth (YoY),22.98%,-12.01%,-36.70%,36.64%,-69.87%,-5.99%,-26.32%,-2.28%,8.34%,-3.94%,17.04%,22.60%,8.67%,-1.24%,63.11%,79.62%,2.95%,-6.21%,36.45%,145.43%,Upgrade
6,Income From Trading Activities,-41.7,41.7,-,-47.53,-43.14,43.14,-,95.1,-65.43,65.43,-,0.96,72.31,-72.31,-,149.77,-96.36,96.36,-,609.78,Upgrade
7,Gain (Loss) on Sale of Assets,-4.32,0.01,-,1.69,-1.67,0.58,-0.11,-227.67,72.88,-,-,22.67,-0.18,0.18,-,3.52,-2.39,2.39,-,17.06,Upgrade
8,Gain (Loss) on Sale of Investments,-178.09,178.09,-,154.88,-80.14,80.14,-,98.55,-32.3,32.3,-,39.65,-21.22,22.42,-,9.36,-35.22,35.22,-,58.63,Upgrade
9,Gain (Loss) on Sale of Equity Investments,-,-,-,-27.53,27.53,-10.52,10.52,11.78,-11.78,-,-,6.69,-6.69,3.65,-3.65,-11.59,11.59,-27.53,27.53,-85.48,Upgrade
10,Other Non-Interest Income,409.69,-122.74,144.23,-457.14,343.37,-110.23,76.06,-225.43,115.34,-34.8,118.62,-221.51,182.77,-7.2,60.79,57.06,96.73,-340.48,371.71,86.03,Upgrade
11,Total Non-Interest Income,185.58,97.06,144.23,-375.63,245.95,3.11,86.47,-247.67,78.71,62.93,118.62,-151.54,226.99,-53.26,57.13,208.13,-25.65,-234.04,399.23,686.03,Upgrade
12,Non-Interest Income Growth (YoY),-24.55%,3016.74%,66.80%,-,212.47%,-95.05%,-27.10%,-,-65.32%,-,107.62%,-,-,-,-85.69%,-69.66%,-,-,-37.10%,-35.88%,Upgrade
13,Revenues Before Loan Losses,796.71,1034,1001,2246,742.88,1068,1439,1671,1728,1196,1955,1812,1749,1126,1626,1809,1375,960.24,1361,1577,Upgrade
14,Provision for Loan Losses,385.09,413.03,203.02,1515,-449.25,924.15,119.75,738.96,-426.49,705.3,343.11,1035,-267.12,567.22,233.7,884.26,-232.61,452.59,202.37,544.46,Upgrade
15,Revenue,411.61,621.34,797.53,730.44,1192,144.2,1319,931.67,2154,490.72,1611,776.13,2016,559.04,1392,925.06,1608,507.65,1159,1033,Upgrade
16,Revenue Growth (YoY),-65.47%,330.90%,-39.56%,-21.60%,-44.66%,-70.62%,-18.12%,20.04%,6.84%,-12.22%,15.76%,-16.10%,25.42%,10.12%,20.15%,-10.45%,15.05%,-11.75%,-0.57%,13.13%,Upgrade
17,Salaries and Employee Benefits,-877.97,877.97,-,2219,-921.57,921.57,-,2104,-847.16,847.16,-,1924,-774.14,774.14,-,1592,-672.73,672.73,-,1649,Upgrade
18,Occupancy Expenses,-216.97,216.97,-,477.89,-245.68,245.68,-,524.27,-268.81,268.81,-,516.22,-273.84,273.84,-,609.68,-272.4,272.4,-,559.58,Upgrade
19,"Selling, General & Administrative",1818,-440.93,601.73,-1555,1913,-479.44,643.02,-1488,1856,-413.05,563.43,-1379,1742,-449.24,596.18,-1236,1509,-371.08,524.65,-1222,Upgrade
20,Other Non-Interest Expense,24.88,23.62,13.34,35.43,34.82,27.23,22.09,42.7,21.65,39.07,16.77,52.02,14.6,38.21,18.5,45.63,27.23,30.38,12.39,43.15,Upgrade
21,Total Non-Interest Expense,759.7,674.11,621.12,1155,804.93,704.77,673.03,1158,765.91,739.41,589.11,1080,704.81,643.2,617.33,957.76,597.17,606.61,537.6,969.17,Upgrade
22,EBT Excluding Unusual Items,-348.08,-52.77,176.4,-424.93,387.2,-560.57,646.42,-226.6,1388,-248.69,1022,-303.9,1311,-84.16,774.75,-32.69,1010,-98.96,620.97,63.84,Upgrade
23,Asset Writedown,0.21,-,-,-,-,-,-,-,-,-,-,-0.18,0.18,-0.18,-,-,-,-,-,-,Upgrade
24,Other Unusual Items,-10.36,10.36,-,18.28,-9.92,9.92,-,48.12,-1.28,1.28,-,49.64,0.09,-0.09,-,41.23,-18.46,18.46,-,52.64,Upgrade
25,Pretax Income,-358.24,-42.41,176.4,-406.65,377.28,-550.65,646.42,-178.49,1387,-247.41,1022,-254.45,1312,-84.43,774.75,8.54,992.01,-80.5,620.97,116.48,Upgrade
26,Income Tax Expense,-142.23,-45.55,49.34,-160.63,80.91,-163.51,131.2,-160.28,350.38,-100.14,221.49,11,268.7,2.34,175.52,59.15,156.74,-10.31,135.77,31.99,Upgrade
27,Earnings From Continuing Operations,-216,3.14,127.07,-246.02,296.37,-387.14,515.21,-18.21,1037,-147.27,800.84,-265.45,1043,-86.77,599.23,-50.62,835.27,-70.19,485.2,84.49,Upgrade
28,Minority Interest in Earnings,2.38,-29.8,26.09,40.52,-71.76,19.5,1.66,142.9,-210.13,97.16,-18.62,-14.71,-67.74,-42.79,-35.36,31.63,-55.26,-29.67,-41.94,-54.02,Upgrade
29,Net Income,-213.62,-26.66,153.15,-205.5,224.61,-367.64,516.88,124.7,826.53,-50.11,782.22,-280.15,975.25,-129.57,563.87,-18.99,780,-99.86,443.26,30.46,Upgrade
30,Net Income to Common,-213.62,-26.66,153.15,-205.5,224.61,-367.64,516.88,124.7,826.53,-50.11,782.22,-280.15,975.25,-129.57,563.87,-18.99,780,-99.86,443.26,30.46,Upgrade
31,Net Income Growth,-,-,-70.37%,-,-72.83%,-,-33.92%,-,-15.25%,-,38.72%,-,25.03%,-,27.21%,-,40.04%,-,6.74%,-56.76%,Upgrade
32,Basic Shares Outstanding,2921,5043,5105,4275,5874,4980,5169,5213,4935,4934,5215,5194,4954,4523,4523,4851,5297,4523,4523,4523,Upgrade
33,Diluted Shares Outstanding,2921,5043,5105,4275,5874,4980,5169,5213,4935,4934,5215,5194,4954,4523,4523,4851,5297,4523,4523,4523,Upgrade
34,Shares Change (YoY),-50.27%,1.28%,-1.23%,-18.00%,19.01%,0.93%,-0.88%,0.36%,-0.38%,9.08%,15.30%,7.07%,-6.48%,-0.00%,-0.00%,7.26%,17.12%,0.00%,0.00%,0.00%,Upgrade
35,EPS (Basic),-0.07,-0.01,0.03,-0.05,0.04,-0.07,0.10,0.02,0.17,-0.01,0.15,-0.05,0.20,-0.03,0.12,-0.00,0.15,-0.02,0.10,0.01,Upgrade
36,EPS (Diluted),-0.07,-0.01,0.03,-0.05,0.04,-0.07,0.10,0.02,0.17,-0.01,0.15,-0.05,0.20,-0.03,0.12,-0.00,0.15,-0.02,0.10,0.01,Upgrade
37,EPS Growth,-,-,-70.00%,-,-77.17%,-,-33.33%,-,-14.92%,-,20.32%,-,33.68%,-,27.21%,-,19.57%,-,6.74%,-56.72%,Upgrade
38,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.136,-,-,-,0.148,Upgrade
39,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.09%,-,-,-,5.02%,Upgrade
40,Effective Tax Rate,-,-,27.97%,-,21.45%,-,20.30%,-,25.26%,-,21.66%,-,20.48%,-,22.65%,692.94%,15.80%,-,21.86%,27.46%,Upgrade
