,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,147,151,186,213,298,635,325,298,321,190,318,Upgrade
1,Market Cap Growth,-29.09%,-29.09%,-37.66%,-66.46%,-8.33%,112.99%,1.42%,57.09%,1.03%,-42.00%,-17.09%,Upgrade
2,Enterprise Value,454,360,481,390,538,1300,1135,1113,1082,1022,1300,Upgrade
3,Last Close Price,0.04,0.04,0.05,0.06,0.08,0.16,0.08,0.08,0.10,0.06,0.10,Upgrade
4,PE Ratio,-,-,-,-,-,-2.54,-,-,-,-,-,Upgrade
5,Forward PE,-,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,Upgrade
6,PS Ratio,0.23,0.23,0.29,0.21,0.25,0.37,0.17,0.22,0.32,0.26,0.33,Upgrade
7,PB Ratio,0.31,0.31,0.34,0.36,0.44,0.80,0.42,0.28,0.32,0.15,0.23,Upgrade
8,P/TBV Ratio,0.32,0.32,0.34,0.37,0.44,0.82,0.42,0.28,0.32,0.16,0.24,Upgrade
9,P/FCF Ratio,26.47,-,-4.86,-,6.61,-,-45.97,-,2.94,2.03,3.75,Upgrade
10,P/OCF Ratio,13.88,-,-6.32,-,4.80,-,6.90,-,2.25,1.85,3.33,Upgrade
11,PEG Ratio,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,Upgrade
12,EV/Sales Ratio,0.70,0.55,0.74,0.39,0.45,0.76,0.61,0.82,1.06,1.41,1.35,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,94.10,-,-,-,-,Upgrade
14,EV/FCF Ratio,81.57,-,-12.58,-,11.92,-,-160.28,-,9.90,10.94,15.37,Upgrade
15,Debt / Equity Ratio,0.72,0.72,0.66,0.59,0.54,0.42,1.10,0.85,0.91,0.62,0.63,Upgrade
16,Debt / FCF Ratio,63.08,-,-9.55,-,8.12,-,-120.03,-,8.50,8.40,10.32,Upgrade
17,Earnings Yield,-47.28%,-46.07%,-58.30%,-65.29%,-12.51%,-39.33%,-98.34%,-104.47%,-120.43%,-91.53%,-48.81%,Upgrade
18,FCF Yield,3.78%,3.68%,-20.56%,-38.19%,15.12%,10.58%,-2.18%,-15.00%,34.07%,49.20%,26.64%,Upgrade
19,Buyback Yield / Dilution,-,-,-,0.00%,-0.52%,-18.33%,-17.72%,-,-,-,Upgrade,
20,Total Shareholder Return,-,-,-,0.00%,-0.52%,-18.33%,-17.72%,-,-,-,Upgrade,
