,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,477,513,358,398,533,509,549,747,334,374,473,Upgrade
1,Market Cap Growth,29.00%,29.00%,-32.84%,-21.87%,-2.90%,-31.91%,64.29%,100.00%,-29.41%,-23.78%,37.31%,Upgrade
2,Enterprise Value,449,489,346,380,513,488,529,730,326,362,465,Upgrade
3,Last Close Price,0.12,0.13,0.09,0.10,0.13,0.13,0.14,0.19,0.08,0.09,0.12,Upgrade
4,PE Ratio,-,-21.38,-,8.97,10.05,50.33,-,-,-,45.98,-133.29,Upgrade
5,PS Ratio,46.33,49.80,15.01,15.96,42.46,46.61,54.76,15.25,7.06,19.36,16.73,Upgrade
6,PB Ratio,0.59,0.63,0.42,0.47,0.59,0.54,0.55,0.76,0.34,0.41,0.50,Upgrade
7,P/FCF Ratio,-,-,-,-18.92,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-18.92,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,43.62,47.46,14.52,15.25,40.86,44.70,52.85,14.89,6.89,18.73,16.44,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-43.27,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-39.77,-,-,Upgrade
12,EV/FCF Ratio,-,-,-,-18.07,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.02,0.02,0.03,0.03,0.00,0.00,0.00,-,0.00,0.01,0.00,Upgrade
14,Debt / FCF Ratio,-,-,-,-1.09,-,-,-,-,-,-,-,Upgrade
15,Earnings Yield,-5.03%,-4.68%,-1.13%,11.15%,9.95%,1.99%,-8.69%,-14.93%,-24.70%,2.17%,-0.75%,Upgrade
16,FCF Yield,-2.44%,-2.44%,0.03%,-5.29%,-5.73%,-4.21%,-4.81%,-3.93%,-9.79%,-6.13%,-7.01%,Upgrade
17,Buyback Yield / Dilution,-,-,-,-,-,-0.01%,0.01%,-3.85%,-20.00%,-15.51%,Upgrade,
18,Total Shareholder Return,-,-,-,-,-,-0.01%,0.01%,-3.85%,-20.00%,-15.51%,Upgrade,
