,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,18.45,18.97,20.77,16.86,7.58,15.07,5.18,8.06,16.08,3.39
1,Short-Term Investments,1.66,1,0.92,0.64,1.58,0.73,1.24,1.42,0.9,0.58
2,Cash & Short-Term Investments,20.11,19.97,21.69,17.5,9.16,15.79,6.42,9.48,16.99,3.97
3,Cash Growth,-7.29%,14.11%,136.73%,10.81%,42.78%,66.55%,-62.22%,138.99%,-,-
4,Accounts Receivable,49.42,54.66,47.73,58.17,77.96,63.33,69.25,61.89,41.51,48.78
5,Other Receivables,0.05,0.06,0.16,0.19,0.06,0.02,0.22,0.96,0.12,0.77
6,Receivables,50.07,55.32,48.49,58.95,78.62,63.95,70.07,62.85,41.63,51.74
7,Inventory,1.19,1.12,1.27,1.14,1.4,1.4,1.27,0.91,1.12,0.79
8,Prepaid Expenses,0.51,0.62,0.67,1.01,1.07,1.76,2.64,3.12,4.1,2.22
9,Other Current Assets,5.07,3.5,5.19,1.47,0.4,0.56,0.85,0.21,1.98,1.04
10,Total Current Assets,76.95,80.53,77.31,80.07,90.65,83.45,81.24,76.56,65.8,59.76
11,"Property, Plant & Equipment",22.94,24.47,26.03,26.35,26.28,27.65,31.52,18.76,17.98,19.1
12,Long-Term Investments,1.78,1.93,3.3,3.62,3.86,4.08,4.45,4.67,4.75,0.66
13,Long-Term Deferred Tax Assets,0.07,0.01,0.28,0.05,0.06,0.17,0.12,0.12,0.06,0.21
14,Other Long-Term Assets,2.38,2.38,2.35,2.35,2.07,2.07,0.47,1.18,2,2
15,Total Assets,104.12,109.32,109.26,112.44,122.93,117.44,117.8,101.29,90.59,81.72
16,Accounts Payable,9.91,12.19,10.63,14.67,14.94,13.11,12.27,10.04,4.92,10.08
17,Accrued Expenses,4.3,5.44,4.81,3.88,4.71,4.14,2.55,3.2,1.83,2.85
18,Short-Term Debt,-,-,-,-,1.1,1.61,1.91,-,-,4.22
19,Current Portion of Long-Term Debt,25.22,26.78,28.11,29.62,37.87,35.79,37.89,32.86,26.89,18.7
20,Current Portion of Leases,0.5,0.7,1.05,0.52,0.61,0.68,0.8,0.66,0.73,0.65
21,Current Income Taxes Payable,1.18,1.04,1.23,0.98,0.88,0.57,0.23,0.66,1.87,2.02
22,Current Unearned Revenue,0.24,0.33,0.51,0.55,1.67,1.56,1.93,-,0.21,0.01
23,Other Current Liabilities,0.57,0.82,0.69,0.86,0.66,0.67,0.81,0.37,0.75,2.19
24,Total Current Liabilities,41.93,47.29,47.03,51.08,62.45,58.11,58.39,47.79,37.19,40.7
25,Long-Term Debt,1.59,2.17,2.21,2.42,1.89,2.06,2.18,1.42,2.14,2.64
26,Long-Term Leases,2.56,2.58,3,3.07,3.19,3.47,4.51,0.82,1.04,1.14
27,Long-Term Deferred Tax Liabilities,0.23,0.27,0.15,0.13,0.13,0.18,0.11,0.01,-,-
28,Other Long-Term Liabilities,0.72,0.7,0.66,0.65,0.79,0.71,0.62,0.54,0.46,0.34
29,Total Liabilities,47.02,53.02,53.03,57.35,68.45,64.53,65.81,50.58,40.83,44.83
30,Common Stock,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,5.85
31,Additional Paid-In Capital,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,-
32,Retained Earnings,24.91,24.9,24.58,24.14,23.18,21.96,21.36,20.42,19.47,24.24
33,Comprehensive Income & Other,11.67,11.08,11.12,11,11.36,11.27,11.23,11.2,11.39,5.15
34,Total Common Equity,53.97,53.38,53.09,52.53,51.93,50.62,49.99,49.01,48.25,35.24
35,Minority Interest,3.13,2.92,3.13,2.57,2.55,2.29,2,1.71,1.52,1.66
36,Shareholders' Equity,57.1,56.3,56.23,55.09,54.48,52.91,51.99,50.71,49.76,36.9
37,Total Liabilities & Equity,104.12,109.32,109.26,112.44,122.93,117.44,117.8,101.29,90.59,81.72
38,Total Debt,29.87,32.23,34.36,35.64,44.66,43.6,47.28,35.76,30.79,27.35
39,Net Cash (Debt),-9.76,-12.26,-12.67,-18.14,-35.5,-27.81,-40.87,-26.28,-13.81,-23.39
40,Net Cash Per Share,-0.01,-0.01,-0.01,-0.02,-0.03,-0.03,-0.04,-0.02,-0.01,-0.03
41,Filing Date Shares Outstanding,1064,1064,1064,1064,1064,1064,1064,1064,1064,798
42,Total Common Shares Outstanding,1064,1064,1064,1064,1064,1064,1064,1064,1064,798
43,Working Capital,35.02,33.24,30.28,28.99,28.21,25.34,22.86,28.78,28.61,19.05
44,Book Value Per Share,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04
45,Tangible Book Value,53.97,53.38,53.09,52.53,51.93,50.62,49.99,49.01,48.25,35.24
46,Tangible Book Value Per Share,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04
47,Machinery,34.83,34.28,34.01,32.62,30.85,30.09,29.11,27.22,25.96,25.13
