,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3146,3315,2591,2675,3660,4074,3083,5350,3052,2980,3436,Upgrade
1,Market Cap Growth,23.90%,23.90%,-29.20%,-34.34%,18.69%,-23.85%,1.03%,79.52%,-11.18%,-6.55%,69.48%,Upgrade
2,Enterprise Value,3627,3668,3837,3422,4620,4216,5447,5862,4120,4114,4926,Upgrade
3,Last Close Price,7.48,7.88,5.71,5.90,7.64,8.52,5.99,10.39,5.77,5.63,6.26,Upgrade
4,PE Ratio,3.18,3.35,2.92,6.03,7.07,4.31,2.83,4.94,3.36,4.37,5.07,Upgrade
5,Forward PE,-,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,Upgrade
6,PS Ratio,0.16,0.17,0.14,0.15,0.19,0.21,0.16,0.32,0.22,0.25,0.27,Upgrade
7,PB Ratio,0.54,0.56,0.44,0.52,0.70,0.78,0.56,1.12,0.69,0.84,1.01,Upgrade
8,P/TBV Ratio,0.57,0.57,0.44,0.52,0.70,0.78,0.56,1.12,0.70,0.84,1.01,Upgrade
9,P/FCF Ratio,3.14,3.31,4.84,-,-17.56,-,3.89,6.08,4.81,-,7.81,Upgrade
10,P/OCF Ratio,1.58,1.58,1.60,3.31,4.09,3.25,1.88,3.51,2.64,3.45,3.22,Upgrade
11,EV/Sales Ratio,0.19,0.19,0.20,0.19,0.24,0.22,0.29,0.35,0.29,0.35,0.39,Upgrade
12,EV/EBITDA Ratio,2.04,2.05,2.34,3.11,3.81,2.55,3.04,3.36,2.64,3.22,3.82,Upgrade
13,EV/EBIT Ratio,2.96,2.94,3.37,5.71,7.13,3.61,4.10,4.58,3.78,4.72,5.31,Upgrade
14,EV/FCF Ratio,3.62,3.66,7.17,-,-22.17,-,6.86,6.66,6.49,-,11.20,Upgrade
15,Debt / Equity Ratio,0.61,0.61,0.59,0.83,0.54,0.61,0.39,0.87,0.31,0.50,0.57,Upgrade
16,Debt / FCF Ratio,3.56,3.56,6.49,-,-13.60,-,2.72,4.71,2.13,-,4.38,Upgrade
17,Return on Capital Employed (ROCE),14.16%,14.41%,12.81%,7.47%,8.59%,17.89%,18.68%,22.09%,22.64%,22.19%,23.72%,Upgrade
18,Earnings Yield,31.48%,29.89%,34.19%,16.59%,14.14%,23.20%,35.34%,20.26%,29.78%,22.90%,19.73%,Upgrade
19,FCF Yield,31.81%,30.19%,20.65%,-5.35%,-5.69%,3.62%,25.74%,16.44%,20.80%,8.55%,12.80%,Upgrade
20,Buyback Yield / Dilution,-0.03%,-,-0.07%,0.03%,0.08%,-0.22%,-0.25%,-0.30%,-0.31%,-0.13%,-0.08%,Upgrade
21,Total Shareholder Return,8.52%,-,-0.07%,0.03%,0.08%,-0.22%,-0.25%,-0.30%,-0.31%,-0.13%,-0.08%,Upgrade
