,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,222.86,225.34,190.17,177.26,122.52,137.49,177.03,148.72,148.94,254.87,266.04,-,201.36,201.36,174.64,174.64,140.75,140.75,-
1,Other Revenue,-0.72,0.72,-,1.21,-0.66,0.66,-,2.15,-0.84,0.84,-,-,0.42,0.42,0.49,0.49,0.11,0.11,-
2,Revenue,222.14,226.06,190.17,178.47,121.86,138.15,177.03,150.87,148.1,255.71,266.04,-,201.78,201.78,175.13,175.13,140.86,140.86,-
3,Revenue Growth (YoY),82.30%,63.64%,7.42%,18.29%,-17.72%,-45.97%,-33.46%,-,-26.60%,26.73%,51.91%,-,43.24%,43.24%,-,-,-,-,-
4,Cost of Revenue,159.14,163.02,137.01,131.95,95.13,103.29,129.73,115.69,107.46,206.04,216.96,-,154.46,154.46,126.46,126.46,90.39,90.39,-
5,Gross Profit,63,63.05,53.15,46.52,26.72,34.86,47.3,35.18,40.64,49.67,49.08,-,47.32,47.32,48.67,48.67,50.47,50.47,-
6,"Selling, General & Admin",48.03,44.01,29.31,22.46,23.14,24.34,15.24,15.27,15.29,17.34,16.77,-,14.7,14.7,11.37,11.37,15.51,15.51,-
7,Research & Development,7.18,7.1,5.46,5.71,7.06,5.39,6.05,6.28,5.67,9.93,7.93,-,7.25,7.25,9.11,9.11,5.84,5.84,-
8,Other Operating Expenses,1.18,0.84,0.43,0.99,-1.68,1.04,0.99,9.33,-0.42,-3.08,1.25,-,1.47,1.47,1.65,1.65,1.4,1.4,-
9,Operating Expenses,55.55,52.38,35.86,31.16,26.94,28.32,25.26,31.75,19.77,20.46,28.56,-,23.72,23.72,21.62,21.62,23.33,23.33,-
10,Operating Income,7.45,10.66,17.29,15.36,-0.22,6.54,22.04,3.43,20.87,29.21,20.51,-,23.6,23.6,27.05,27.05,27.14,27.14,-
11,Interest Expense,-0.5,-1.06,-,-3.9,-,-0.06,-0.01,-0.13,-,-2.36,-,-,-,-,-,-,-0.75,-0.75,-
12,Interest & Investment Income,1.2,0.42,3.23,-,5.34,0.73,2.14,-,0.68,-,2.97,-,6.34,6.34,1.57,1.57,0.08,0.08,-
13,Currency Exchange Gain (Loss),-3.7,3.7,-,2.27,-4.1,4.1,-,14.54,-10.92,10.92,-,-,-0.63,-0.63,-4.52,-4.52,0.34,0.34,-
14,Other Non Operating Income (Expenses),-1.13,-0.07,0.23,-5.29,4.28,7.71,-2.26,-20.67,17.38,3.62,-0.79,-,0.3,0.3,-0.19,-0.19,-0.09,-0.09,-
15,EBT Excluding Unusual Items,3.32,13.65,20.76,8.44,5.3,19.02,21.92,-2.84,28.02,41.39,22.69,-,29.61,29.61,23.91,23.91,26.73,26.73,-
16,Gain (Loss) on Sale of Investments,3.63,3.38,1.48,6.73,2.33,-8.57,-3.07,3.54,-10.17,-4.63,-1.73,-,-3.61,-3.61,11.02,11.02,-2.07,-2.07,-
17,Gain (Loss) on Sale of Assets,-0.04,0.06,-,0.13,-0.31,0.3,0.01,-,-,-,0.01,-,0.02,0.02,-0.17,-0.17,-,-,-
18,Asset Writedown,-1.75,-0,0,-0.1,0.04,-0.07,-0.01,3.05,-3.14,0.18,-0.18,-,-0.29,-0.29,-0.05,-0.05,-0.04,-0.04,-
19,Other Unusual Items,5.12,-0.71,0.3,-4.82,-,-,-,13.57,-,-,-,-,3.32,3.32,2.18,2.18,0.82,0.82,-
20,Pretax Income,10.28,16.37,22.55,10.39,7.37,10.68,18.85,17.33,14.7,36.94,20.79,-,29.04,29.04,36.89,36.89,25.45,25.45,-
21,Income Tax Expense,2.29,3.54,4.3,0.67,1.33,0.5,2.05,-0.85,1.08,3.98,1.97,-,3.28,3.28,5.33,5.33,4.35,4.35,-
22,Earnings From Continuing Operations,7.98,12.83,18.24,9.72,6.04,10.17,16.8,18.18,13.62,32.96,18.82,-,25.77,25.77,31.56,31.56,21.1,21.1,-
23,Minority Interest in Earnings,7.89,4.11,3.79,0.91,3.18,0.82,-0.01,0.8,0.44,0,-0.31,-,-1.13,-1.13,-0.83,-0.83,-0.26,-0.26,-
24,Net Income,15.88,16.94,22.03,10.63,9.22,10.99,16.78,18.98,14.06,32.96,18.51,-,24.64,24.64,30.73,30.73,20.84,20.84,-
25,Net Income to Common,15.88,16.94,22.03,10.63,9.22,10.99,16.78,18.98,14.06,32.96,18.51,-,24.64,24.64,30.73,30.73,20.84,20.84,-
26,Net Income Growth,72.25%,54.13%,31.25%,-43.99%,-34.44%,-66.66%,-9.31%,-,-42.92%,33.79%,-39.78%,-,18.21%,18.21%,-,-,-,-,-
27,Shares Outstanding (Basic),116,118,118,118,118,109,88,90,88,89,88,-,88,88,89,89,89,89,-
28,Shares Outstanding (Diluted),116,118,118,118,118,109,88,90,88,89,88,-,88,88,89,89,89,89,-
29,Shares Change (YoY),-1.81%,8.60%,33.79%,30.91%,33.63%,21.66%,0.24%,-,0.55%,1.54%,-1.14%,-,-0.79%,-0.79%,-,-,-,-,-
30,EPS (Basic),0.14,0.14,0.19,0.09,0.08,0.10,0.19,0.21,0.16,0.37,0.21,-,0.28,0.28,0.34,0.34,0.23,0.23,-
31,EPS (Diluted),0.14,0.14,0.19,0.09,0.08,0.10,0.19,0.21,0.16,0.37,0.21,-,0.28,0.28,0.34,0.34,0.23,0.23,-
32,EPS Growth,75.42%,41.93%,-1.89%,-57.21%,-50.94%,-72.60%,-9.52%,-,-43.24%,31.75%,-39.08%,-,19.15%,19.15%,-,-,-,-,-
33,Free Cash Flow,-70.45,-7.74,-151.59,-60.47,5.75,-10.61,-8.18,-8.63,-11.12,76.72,-51.25,-,9.99,9.99,22.81,22.81,31.2,31.2,-
34,Free Cash Flow Per Share,-0.61,-0.07,-1.28,-0.51,0.05,-0.10,-0.09,-0.10,-0.13,0.86,-0.58,-,0.11,0.11,0.26,0.26,0.35,0.35,-
35,Dividend Per Share,0.174,-,-,0.254,-,-,-,0.254,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,28.36%,27.89%,27.95%,26.07%,21.93%,25.23%,26.72%,23.32%,27.44%,19.43%,18.45%,-,23.45%,23.45%,27.79%,27.79%,35.83%,35.83%,-
37,Operating Margin,3.35%,4.72%,9.09%,8.61%,-0.18%,4.73%,12.45%,2.27%,14.09%,11.42%,7.71%,-,11.70%,11.70%,15.44%,15.44%,19.27%,19.27%,-
38,Profit Margin,7.15%,7.49%,11.58%,5.96%,7.57%,7.95%,9.48%,12.58%,9.50%,12.89%,6.96%,-,12.21%,12.21%,17.55%,17.55%,14.80%,14.80%,-
39,Free Cash Flow Margin,-31.72%,-3.42%,-79.71%,-33.88%,4.72%,-7.68%,-4.62%,-5.72%,-7.51%,30.00%,-19.26%,-,4.95%,4.95%,13.02%,13.02%,22.15%,22.15%,-
40,EBITDA,15.47,21.08,25.32,23.39,7.13,14.21,29.39,10.78,27.1,36.61,26.75,-,29.26,29.26,32.5,32.5,32.41,32.41,-
41,EBITDA Margin,6.97%,9.32%,13.31%,13.10%,5.85%,10.29%,16.60%,7.14%,18.30%,14.32%,10.05%,-,14.50%,14.50%,18.55%,18.55%,23.01%,23.01%,-
42,D&A For EBITDA,8.02,10.41,8.02,8.02,7.34,7.67,7.34,7.34,6.24,7.4,6.24,5.36,5.66,5.66,5.45,5.45,5.27,5.27,-
43,EBIT,7.45,10.66,17.29,15.36,-0.22,6.54,22.04,3.43,20.87,29.21,20.51,-,23.6,23.6,27.05,27.05,27.14,27.14,-
44,EBIT Margin,3.35%,4.72%,9.09%,8.61%,-0.18%,4.73%,12.45%,2.27%,14.09%,11.42%,7.71%,-,11.70%,11.70%,15.44%,15.44%,19.27%,19.27%,-
45,Effective Tax Rate,22.30%,21.62%,19.08%,6.41%,18.09%,4.69%,10.89%,-,7.37%,10.78%,9.46%,-,11.28%,11.28%,14.45%,14.45%,17.10%,17.10%,-
46,Revenue as Reported,222.14,226.06,190.17,178.47,121.86,138.15,177.03,150.87,148.1,255.71,266.04,-,201.78,201.78,-140.86,-140.86,140.86,140.86,-
