,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,30.79,28.96,30.14,38.48,34.1,30.46,43.46,42.06,36.75,36.89,Upgrade
1,Revenue Growth (YoY),2.16%,-24.75%,-11.60%,26.32%,-21.55%,-27.57%,18.28%,14.01%,-9.71%,-16.49%,Upgrade
2,Cost of Revenue,18.98,15.07,15.25,20.87,20.56,16.71,19.66,19.78,16.46,17.39,Upgrade
3,Gross Profit,11.81,13.89,14.89,17.61,13.53,13.75,23.81,22.28,20.29,19.5,Upgrade
4,"Selling, General & Admin",14.8,17.16,18.17,21.29,21.14,22.98,27.52,29.09,24.35,26.69,Upgrade
5,Operating Expenses,14.8,17.16,18.17,21.29,21.14,22.98,27.52,29.09,24.35,26.69,Upgrade
6,Operating Income,-2.99,-3.27,-3.28,-3.67,-7.61,-9.23,-3.71,-6.81,-4.06,-7.19,Upgrade
7,Interest Expense,-10.63,-9.79,-9.02,-8.14,-7.5,-6.87,-6.36,-5.83,-5.41,-4.89,Upgrade
8,Interest & Investment Income,2.77,2.8,2.87,1.98,1.01,0.54,0.54,0.61,4.56,6.47,Upgrade
9,Earnings From Equity Investments,-0.67,-1.72,-0.55,-2.72,-1.13,-1.54,-2.11,-2.34,-0.54,-2.75,Upgrade
10,Other Non Operating Income (Expenses),2.66,-4.82,0.09,-0.8,0.53,-8.03,0.28,2.6,1.22,-5.42,Upgrade
11,EBT Excluding Unusual Items,-8.87,-16.8,-9.89,-13.36,-14.69,-25.13,-11.37,-11.77,-4.23,-13.77,Upgrade
12,Gain (Loss) on Sale of Investments,111.24,92.97,-225.9,97.82,60.84,66.64,102,-186.07,81.36,70.92,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-0.06,-,-,-,0.09,Upgrade
14,Other Unusual Items,-,0.12,-,0.28,-,0.25,-,1.04,-,-,Upgrade
15,Pretax Income,102.38,76.29,-235.8,84.75,46.15,41.7,90.63,-196.8,77.14,57.23,Upgrade
16,Income Tax Expense,0.92,1.01,1.12,0.92,0.21,0.11,1.13,-1.19,1.19,-1.83,Upgrade
17,Earnings From Continuing Operations,101.46,75.27,-236.91,83.83,45.94,41.59,89.5,-195.61,75.95,59.06,Upgrade
18,Net Income to Company,101.46,75.27,-236.91,83.83,45.94,41.59,89.5,-195.61,75.95,59.06,Upgrade
19,Minority Interest in Earnings,-0.53,-0.5,-0.81,-0.39,-0.12,0.41,-0.91,-0.48,-0.96,-0.83,Upgrade
20,Net Income,100.93,74.78,-237.73,83.44,45.82,42,88.59,-196.09,74.99,58.24,Upgrade
21,Net Income to Common,100.93,74.78,-237.73,83.44,45.82,42,88.59,-196.09,74.99,58.24,Upgrade
22,Net Income Growth,-,-10.39%,-,98.70%,-48.28%,-,18.14%,-,199.45%,54.78%,Upgrade
23,Shares Outstanding (Basic),2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,Upgrade
24,Shares Outstanding (Diluted),3290,2390,2390,3290,3290,3290,3290,2390,3290,3290,Upgrade
25,Shares Change (YoY),37.66%,-27.36%,-27.36%,-,-,37.66%,-,-27.36%,-,-,Upgrade
26,EPS (Basic),0.04,0.03,-0.10,0.03,0.02,0.02,0.04,-0.08,0.03,0.02,Upgrade
27,EPS (Diluted),0.03,0.03,-0.10,0.03,0.02,0.01,0.03,-0.08,0.02,0.02,Upgrade
28,EPS Growth,-,12.46%,-,87.54%,-43.84%,-,18.17%,-,172.17%,51.33%,Upgrade
29,Free Cash Flow,0.12,1.49,-6.38,-1.99,-3.45,-7.81,-3.59,-2.07,0.5,-5.61,Upgrade
30,Free Cash Flow Per Share,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,Upgrade
31,Operating Margin,-9.71%,-11.30%,-10.89%,-9.55%,-22.31%,-30.31%,-8.53%,-16.19%,-11.04%,-19.48%,Upgrade
32,Profit Margin,327.79%,258.23%,-788.71%,216.84%,134.39%,137.86%,203.84%,-466.25%,204.09%,157.87%,Upgrade
33,Free Cash Flow Margin,0.39%,5.14%,-21.17%,-5.17%,-10.11%,-25.62%,-8.26%,-4.92%,1.35%,-15.22%,Upgrade
34,EBITDA,0.23,0.4,0.34,-0.15,-4.48,-5.81,-0.59,-3.7,-1.21,-4.25,Upgrade
35,D&A For EBITDA,3.23,3.67,3.62,3.52,3.13,3.42,3.12,3.11,2.85,2.93,Upgrade
36,EBIT,-2.99,-3.27,-3.28,-3.67,-7.61,-9.23,-3.71,-6.81,-4.06,-7.19,Upgrade
