,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,105,79,72,117,160,170,208,249,373,275,215,Upgrade
1,Market Cap Growth,-32.65%,-32.65%,-55.22%,-30.99%,-22.99%,-31.73%,-44.23%,-9.57%,73.33%,35.29%,-15.89%,Upgrade
2,Enterprise Value,-635,104,86,115,-551,140,157,192,309,208,123,Upgrade
3,Last Close Price,0.04,0.03,0.03,0.05,0.07,0.07,0.09,0.10,0.16,0.12,0.09,Upgrade
4,PE Ratio,0.67,0.45,-0.44,-,1.24,1.93,1.59,-2.31,-,2.06,2.58,Upgrade
5,Forward PE,-,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,45.63,Upgrade
6,PS Ratio,1.76,1.32,1.21,1.71,2.21,2.63,2.81,2.91,4.73,3.73,2.77,Upgrade
7,PB Ratio,0.09,0.06,0.06,0.11,0.12,0.14,0.18,0.22,0.36,0.23,0.19,Upgrade
8,P/TBV Ratio,0.06,0.06,0.06,0.11,0.13,0.14,0.18,0.22,0.36,0.23,0.19,Upgrade
9,P/FCF Ratio,65.40,49.05,-14.66,-,-,-,-,-,-,-53.70,-,Upgrade
10,P/OCF Ratio,28.07,28.07,-19.44,-,135.70,-,-117.74,-,-,-55.46,-,Upgrade
11,EV/Sales Ratio,1.74,1.74,1.46,1.68,-,2.16,2.13,2.24,3.92,2.82,1.59,Upgrade
12,EV/EBITDA Ratio,164.95,164.95,117.59,626.50,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-394.93,64.52,-17.60,-,-,-,-,-,-,-40.59,-,Upgrade
14,Debt / Equity Ratio,0.11,0.11,0.11,0.11,0.08,0.08,0.07,0.07,0.07,0.06,0.06,Upgrade
15,Debt / FCF Ratio,80.96,80.96,-24.62,-,-,-,-,-,-,-13.48,-,Upgrade
16,Earnings Yield,167.09%,222.78%,-227.26%,-131.74%,80.73%,51.75%,62.80%,-43.25%,-32.48%,48.47%,38.72%,Upgrade
17,FCF Yield,1.53%,2.04%,-6.82%,-7.15%,-3.40%,-6.63%,-5.48%,-2.28%,-0.42%,-1.86%,-6.24%,Upgrade
18,Buyback Yield / Dilution,-18.83%,-37.66%,27.36%,27.36%,-,-,-37.66%,-,27.36%,-,-,Upgrade
19,Total Shareholder Return,-18.83%,-37.66%,27.36%,27.36%,-,-,-37.66%,-,27.36%,-,-,Upgrade
