,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,478,563,674,1518,2912,3043,4188,12546,15942,17517,22400,Upgrade
1,Market Cap Growth,-62.93%,-62.93%,-76.85%,-50.11%,-30.47%,-75.75%,-73.73%,-28.38%,-28.83%,-0.86%,44.47%,Upgrade
2,Enterprise Value,59154,61328,66170,71826,73954,70935,59836,62244,50395,41323,48230,Upgrade
3,Last Close Price,0.07,0.09,0.10,0.23,0.45,0.47,0.64,1.92,2.21,2.55,3.05,Upgrade
4,PE Ratio,-,-,-,-,-,-66.61,-,9.63,2875.77,-,5.73,Upgrade
5,Forward PE,-,-,-,-,-,1.73,1.40,3.63,2.55,3.24,3.84,Upgrade
6,PS Ratio,0.03,0.03,0.03,0.05,0.10,0.09,0.13,0.51,1.29,1.17,0.86,Upgrade
7,PB Ratio,-0.15,-0.15,0.12,0.10,0.10,0.06,0.08,0.26,0.39,0.56,0.70,Upgrade
8,P/TBV Ratio,-,-,1.67,0.39,0.22,0.10,0.13,0.42,0.56,0.76,0.90,Upgrade
9,P/FCF Ratio,-,-0.13,-,-0.20,-,-,1.94,-,-,3.44,-,Upgrade
10,P/OCF Ratio,-,-0.13,-,-0.19,-,-,1.92,-,-,3.72,-,Upgrade
11,PEG Ratio,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.15,Upgrade
12,EV/Sales Ratio,3.58,3.71,2.80,2.48,2.45,2.21,1.80,2.54,4.08,2.76,1.86,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,53.83,22.02,35.53,-,-,9.74,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,57.00,22.73,37.42,-,-,9.93,Upgrade
15,EV/FCF Ratio,-13.38,-13.87,-,-9.36,-,-,27.71,-,-,8.11,-,Upgrade
16,Debt / Equity Ratio,-15.42,-15.42,10.78,3.96,2.20,1.34,1.37,1.51,1.86,2.22,1.94,Upgrade
17,Debt / FCF Ratio,-,-13.04,-,-7.78,-,-,32.16,-,-,13.70,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,2.12%,2.44%,1.56%,-,-,6.06%,Upgrade
19,Earnings Yield,-2402.19%,-1988.25%,-1719.56%,-1312.22%,-466.44%,2.48%,25.27%,11.42%,0.87%,10.95%,18.01%,Upgrade
20,FCF Yield,-925.43%,-785.54%,-632.61%,-505.18%,-351.62%,167.58%,51.56%,-106.34%,-6.55%,29.11%,-29.38%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,8.28%,12.09%,13.18%,11.17%,9.43%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-3.76%,0.13%,1.00%,-8.04%,-9.75%,-7.13%,-11.85%,Upgrade,
23,Total Shareholder Return,-,-,-,-3.76%,0.13%,9.28%,4.05%,3.44%,4.04%,-2.42%,Upgrade,
