,Fiscal Quarter,H1 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019"
0,Cash & Equivalents,939.21,387.26,288,472.38,220.91,220.91,156.55,155.17,366.93,233.4
1,Short-Term Investments,119.84,24.22,30.22,538.02,26.3,-,17.63,-,32.21,-
2,Cash & Short-Term Investments,1059,411.47,318.23,1010,247.21,220.91,174.18,155.17,399.15,233.4
3,Cash Growth,232.80%,-59.28%,28.73%,357.38%,41.93%,42.37%,-56.36%,-33.52%,75.16%,-32.12%
4,Accounts Receivable,1137,1319,1271,1746,1029,961.82,755.48,669.13,532.29,289.94
5,Other Receivables,138.78,270.77,252.18,162.84,65.51,73.32,40.02,58.2,1058,26.37
6,Receivables,1275,1589,1523,1909,1094,1035,795.5,727.34,1590,316.31
7,Inventory,1511,2205,2051,2138,653.65,593.29,474.89,419.4,401.17,169.7
8,Other Current Assets,475.43,412.27,974.65,27.2,5.77,25.17,7.09,19.22,13.51,13.63
9,Total Current Assets,4321,4618,4867,5084,2001,1875,1452,1321,2404,733.04
10,"Property, Plant & Equipment",1173,1190,1224,1157,1171,1165,1134,1088,775.58,279.71
11,Long-Term Investments,-,-,6.54,6.43,6.28,6.15,6.04,5.91,5.76,-
12,Other Long-Term Assets,26.28,9.39,9.85,7.98,5.19,6.83,7.43,3.81,2.1,3.56
13,Total Assets,5521,5817,6107,6256,3183,3052,2599,2418,3187,1016
14,Accounts Payable,1217,853.74,867.34,3373,795.12,703.07,507.37,414.14,494.51,325.99
15,Accrued Expenses,95.85,82.6,78.61,94.39,83.23,-,58.22,-,270.84,-
16,Short-Term Debt,-,-,49.61,556.88,177.31,0.5,347.3,9.69,626.18,65.58
17,Current Portion of Long-Term Debt,1801,2812,2711,758.01,610.84,754.58,259.28,567.25,553.11,-
18,Current Portion of Leases,25.09,18.95,19.16,15.66,10.58,8.95,7.79,7.11,6.65,4.1
19,Current Income Taxes Payable,39.89,25.1,10.69,18.85,14.84,21.76,9.61,30.67,12.51,15.06
20,Current Unearned Revenue,63.34,6.1,2.23,2.13,4.41,3.73,5.09,1.62,0.71,0.35
21,Other Current Liabilities,41.14,79.99,532.17,110,7.23,106.75,6.28,70.07,6.2,-
22,Total Current Liabilities,3283,3878,4271,4929,1704,1599,1201,1101,1971,411.08
23,Long-Term Debt,559,579,551.81,224.05,274.02,372.54,405.63,467.76,-,-
24,Long-Term Leases,32.78,41.74,49.72,57.23,48.25,47.19,36.47,38.96,40.4,35.83
25,Long-Term Deferred Tax Liabilities,84.8,93.88,90.73,73.65,93.49,90.19,91.53,83.44,10.42,0.85
26,Other Long-Term Liabilities,-,-,-,-,-,0.23,-,-,-,-
27,Total Liabilities,3960,4593,4963,5284,2119,2109,1735,1691,2022,447.76
28,Common Stock,19.46,19.46,19.46,19.46,19.46,18.4,18.4,18.4,28.79,18.4
29,Additional Paid-In Capital,323.49,323.49,323.49,323.49,323.49,272.14,272.14,271.92,271.92,271.92
30,Retained Earnings,1579,1278,1137,1022,946.14,887.55,823.97,755.45,809.36,382.34
31,Comprehensive Income & Other,-372.89,-408.44,-347.66,-404.31,-237.91,-247.81,-262.03,-329.34,47.97,-104.12
32,Total Common Equity,1549,1213,1132,960.88,1051,930.28,852.47,716.43,1158,568.55
33,Minority Interest,12.26,11.42,11.72,11.34,12.27,12.29,11.93,11.29,7.85,-
34,Shareholders' Equity,1561,1224,1144,972.22,1063,942.57,864.4,727.72,1166,568.55
35,Total Liabilities & Equity,5521,5817,6107,6256,3183,3052,2599,2418,3187,1016
36,Total Debt,2418,3451,3381,1612,1121,1184,1056,1091,1226,105.51
37,Net Cash (Debt),-1359,-3040,-3063,-601.42,-873.79,-962.85,-882.28,-935.61,-827.2,127.89
38,Net Cash Growth,-,-,-,-,-,-,-,-,-,-60.94%
39,Net Cash Per Share,-0.70,-1.56,-1.57,-0.31,-0.47,-0.52,-0.48,-0.51,-0.45,0.07
40,Filing Date Shares Outstanding,1946,1946,1946,1946,1946,1840,1840,1840,1840,1840
41,Total Common Shares Outstanding,1946,1946,1946,1946,1946,1840,1840,1840,1840,1840
42,Working Capital,1039,740.03,596.1,155.35,297.1,275.18,250.73,220.57,433.28,321.96
43,Book Value Per Share,0.80,0.62,0.58,0.49,0.54,0.51,0.46,0.39,0.63,0.31
44,Tangible Book Value,1549,1213,1132,960.88,1051,930.28,852.47,716.43,1158,568.55
45,Tangible Book Value Per Share,0.80,0.62,0.58,0.49,0.54,0.51,0.46,0.39,0.63,0.31
46,Buildings,-,-,262.46,-,229.82,-,224.02,-,213.63,-
47,Machinery,-,-,1093,-,1039,-,933.76,-,832.22,-
48,Construction In Progress,-,-,1.97,-,1.4,-,-,-,-,-
49,Leasehold Improvements,-,-,135.22,-,137.44,-,122.29,-,109.59,-
