,Fiscal Quarter,H1 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019"
0,Revenue,2666,2627,2485,3280,1850,1741,1566,1442,1256,1524
1,Revenue Growth (YoY),7.29%,-19.92%,34.35%,88.45%,18.08%,20.73%,24.68%,-5.40%,162.36%,82.38%
2,Cost of Revenue,2176,2222,2172,2968,1570,1432,1290,1138,1038,1243
3,Gross Profit,490.2,404.99,312.71,311.95,279.73,308.36,276.44,303.77,218.21,281.4
4,"Selling, General & Admin",122.9,98.9,99.57,101.99,102,98.5,91.16,83.12,84.6,89.26
5,Research & Development,87.56,59.8,42.11,67.83,63.88,57.47,52.67,35.69,30.24,38.15
6,Operating Expenses,209.37,158.61,145.1,169.82,165.89,155.97,143.83,118.81,114.84,127.41
7,Operating Income,280.83,246.38,167.61,142.14,113.85,152.4,132.61,184.96,103.38,154
8,Interest Expense,-42.5,-49.05,-30.64,-25.18,-18.45,-20.02,-18.63,-23.9,-35.32,-34.93
9,Interest & Investment Income,13.11,14.6,9.17,2.74,0.54,0.24,0.29,0.34,0.59,0.52
10,Currency Exchange Gain (Loss),-1.17,-26.79,11.65,-19.69,0.56,0.01,-5.06,-4.13,-3.75,9.36
11,Other Non Operating Income (Expenses),17.1,2.17,5.51,2.48,4.1,1.42,6.06,7.27,12.41,1.54
12,EBT Excluding Unusual Items,267.37,187.31,163.31,102.49,100.6,134.04,115.27,164.54,77.31,130.49
13,Merger & Restructuring Charges,-1.35,-,-,-,-3.41,-3.08,-,-4.17,-13.4,-5.68
14,Gain (Loss) on Sale of Investments,-,-0.11,0.11,0.12,0.11,0.11,0.26,-,0.2,-
15,Gain (Loss) on Sale of Assets,-0.63,-1.17,-7.52,-0.22,0.45,0.48,-2.04,-,-0.06,-
16,Asset Writedown,-9.95,1.06,-3.81,0.64,0.18,0.18,-0.57,-5.19,-,-
17,Other Unusual Items,-,-,0.11,1.01,-,3.2,-1.67,1.67,-,-
18,Pretax Income,255.44,187.09,152.21,104.04,97.93,134.93,111.25,156.86,64.05,124.8
19,Income Tax Expense,52.28,35.75,27.64,12.71,21.1,43.48,15.29,26.19,9.58,24.79
20,Earnings From Continuing Operations,203.16,151.34,124.57,91.32,76.83,91.45,95.96,130.67,54.47,100.02
21,Minority Interest in Earnings,-0.56,-0.23,-0.01,-0.74,0.21,-0.26,0,-0.27,-0.13,-0.28
22,Net Income,202.6,151.11,124.56,90.58,77.04,91.19,95.96,130.4,54.34,99.74
23,Net Income to Common,202.6,151.11,124.56,90.58,77.04,91.19,95.96,130.4,54.34,99.74
24,Net Income Growth,62.66%,66.82%,61.69%,-0.66%,-19.72%,-30.07%,76.60%,30.74%,57.35%,12.83%
25,Shares Outstanding (Basic),1946,1946,1946,1946,1859,1840,1840,1840,1840,1840
26,Shares Outstanding (Diluted),1946,1946,1946,1949,1873,1860,1840,1840,1850,1864
27,Shares Change (YoY),-,-0.17%,3.88%,4.78%,1.80%,1.10%,-0.56%,-1.31%,0.45%,1.32%
28,EPS (Basic),0.10,0.08,0.06,0.05,0.04,0.05,0.05,0.07,0.03,0.05
29,EPS (Diluted),0.10,0.08,0.06,0.05,0.04,0.05,0.05,0.07,0.03,0.05
30,EPS Growth,62.64%,67.00%,55.63%,-5.10%,-21.06%,-30.86%,77.15%,32.47%,56.70%,11.46%
31,Free Cash Flow,727.51,-148.75,-1508,-153.17,76.7,74.8,77.73,20.1,232.82,293.11
32,Free Cash Flow Per Share,0.37,-0.08,-0.78,-0.08,0.04,0.04,0.04,0.01,0.13,0.16
33,Dividend Per Share,0.010,0.007,0.005,0.005,0.010,0.010,0.015,0.015,0.015,0.010
34,Dividend Growth,100.00%,50.00%,-50.00%,-50.00%,-33.33%,-33.33%,0%,50.00%,-25.00%,0%
35,Operating Margin,10.53%,9.38%,6.75%,4.33%,6.16%,8.76%,8.47%,12.83%,8.23%,10.11%
36,Profit Margin,7.60%,5.75%,5.01%,2.76%,4.17%,5.24%,6.13%,9.04%,4.33%,6.55%
37,Free Cash Flow Margin,27.29%,-5.66%,-60.70%,-4.67%,4.15%,4.30%,4.96%,1.39%,18.53%,19.23%
38,EBITDA,315.56,281.06,202.74,175.7,138.96,183.18,162.81,212.48,131.52,181.72
39,D&A For EBITDA,34.73,34.68,35.13,33.57,25.11,30.79,30.2,27.52,28.15,27.73
40,EBIT,280.83,246.38,167.61,142.14,113.85,152.4,132.61,184.96,103.38,154
