,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,21491,22567,18886,-,15155,-,20094,18854,9761,14861
1,Revenue Growth (YoY),13.79%,-,24.61%,-,-24.58%,-,105.87%,26.87%,-16.54%,54.38%
2,Cost of Revenue,16630,17632,14385,-,12566,-,16717,14447,8968,11417
3,Gross Profit,4861,4936,4501,-,2590,-,3377,4407,792.48,3445
4,"Selling, General & Admin",290.8,282.22,162.52,-,137.53,-,178.77,160.77,118.87,182.98
5,Other Operating Expenses,429,251.13,219.28,-,340.33,-,446.65,411.8,294.9,276.59
6,Operating Expenses,2059,1972,1888,-,2174,-,2795,2309,1711,1521
7,Operating Income,2802,2963,2612,-,415.25,-,582.69,2098,-918.28,1924
8,Interest Expense,-140.5,-168.41,-183.02,-,-206.5,-,-303.52,-262.56,-183,-134.66
9,Interest & Investment Income,244.76,193.77,133.12,-,21.42,-,18.08,12.07,29.22,62.18
10,Earnings From Equity Investments,24.74,30.26,15.61,-,26.64,-,39.56,32.93,41.93,46.95
11,Currency Exchange Gain (Loss),-25.85,-107.91,192.55,-,131.83,-,-85.1,-294.58,59.75,92.03
12,Other Non Operating Income (Expenses),28.4,30.39,11.24,-,-4.55,-,15.25,12.03,5.81,5.65
13,EBT Excluding Unusual Items,2934,2941,2782,-,384.09,-,266.97,1598,-964.57,1996
14,Impairment of Goodwill,-,-,-,-,-,-,-,-30.22,-,-
15,Gain (Loss) on Sale of Investments,-18.35,44.21,8.16,-,14.86,-,46.8,49.44,15.41,7.26
16,Gain (Loss) on Sale of Assets,-1.37,41.63,1.99,-,-49.7,-,-4.85,-2.21,-20.13,-7.08
17,Asset Writedown,-30.58,-8.79,20.91,-,-161.35,-,-57.55,-11.64,-28.64,-
18,Other Unusual Items,4.41,0.79,0.79,-,14.26,-,43.55,56.51,73.51,-
19,Pretax Income,2888,3019,2814,-,202.15,-,294.92,1660,-924.42,1996
20,Income Tax Expense,854.96,782.74,554.93,-,129.88,-,198.41,385.51,40.09,561.42
21,Earnings From Continuing Operations,2033,2237,2259,-,72.27,-,96.51,1274,-964.51,1435
22,Earnings From Discontinued Operations,-,-,-,-,-339.53,-,-,-,-,-
23,Net Income to Company,2033,2237,2259,-,-267.27,-,96.51,1274,-964.51,1435
24,Minority Interest in Earnings,5.02,4.52,-0.83,-,1.01,-,-1.98,-0.18,-0.1,-1.12
25,Net Income,2038,2241,2258,-,-266.26,-,94.53,1274,-964.6,1434
26,Net Income to Common,2038,2241,2258,-,-266.26,-,94.53,1274,-964.6,1434
27,Net Income Growth,-9.74%,-,-,-,-,-,-,-11.15%,-,43.42%
28,Shares Outstanding (Basic),5415,5415,5415,-,5415,-,5300,5300,5300,5300
29,Shares Outstanding (Diluted),5415,5415,5415,-,5415,-,5300,5300,5300,5300
30,Shares Change (YoY),-,-,-,-,2.17%,-,-,-,-,3.90%
31,EPS (Basic),0.38,0.41,0.42,-,-0.05,-,0.02,0.24,-0.18,0.27
32,EPS (Diluted),0.38,0.41,0.42,-,-0.05,-,0.02,0.24,-0.18,0.27
33,EPS Growth,-9.74%,-,-,-,-,-,-,-11.11%,-,37.78%
34,Free Cash Flow,3257,3732,4816,-,2063,-,-1113,-1677,-1471,-4.9
35,Free Cash Flow Per Share,0.60,0.69,0.89,-,0.38,-,-0.21,-0.32,-0.28,-0.00
36,Dividend Per Share,0.358,-,-,-,-,-,-,-,-,-
37,Operating Margin,13.04%,13.13%,13.83%,-,2.74%,-,2.90%,11.13%,-9.41%,12.95%
38,Profit Margin,9.48%,9.93%,11.96%,-,-1.76%,-,0.47%,6.76%,-9.88%,9.65%
39,Free Cash Flow Margin,15.16%,16.54%,25.50%,-,13.61%,-,-5.54%,-8.90%,-15.07%,-0.03%
40,EBITDA,3777,4003,3757,-,1856,-,2193,3310,-8.52,2617
41,D&A For EBITDA,974.57,1040,1144,1329,1441,1781,1610,1212,909.77,692.71
42,EBIT,2802,2963,2612,-,415.25,-,582.69,2098,-918.28,1924
