,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,80278,81764,80814,88287,85671,90744,78605,87786,95214,97064,85982,88949,91300,99855,82849,79539,71177,69164,59976,73311,Upgrade
1,Other Revenue,-673.67,673.67,-,1197,-508.6,592.3,280.93,2073,-273.25,933.4,278.39,1670,-366.72,874.67,210.66,1868,-466.54,840.97,183.42,1610,Upgrade
2,Revenue,79605,82437,80814,89484,85162,91336,78886,89859,94941,97997,86261,90619,90934,100730,83060,81407,70710,70005,60160,74921,Upgrade
3,Revenue Growth (YoY),-6.53%,-9.74%,2.44%,-0.42%,-10.30%,-6.80%,-8.55%,-0.84%,4.41%,-2.71%,3.85%,11.32%,28.60%,43.89%,38.07%,8.66%,-7.19%,-7.70%,-8.12%,-6.22%,Upgrade
4,Cost of Revenue,76249,77160,76668,83559,78827,86016,74458,86190,90350,90562,79885,93215,77337,83577,70958,73128,61353,63533,53708,65870,Upgrade
5,Gross Profit,3356,5277,4145,5925,6335,5320,4428,3669,4591,7435,6376,-2596,13596,17153,12102,8278,9357,6472,6451,9051,Upgrade
6,"Selling, General & Admin",1230,1274,1238,1746,1376,1399,1527,1891,1582,1286,1381,1546,1398,1422,1750,804.13,1687,1666,1784,2942,Upgrade
7,Research & Development,897.11,776.01,779.6,1165,792.48,727.3,733.47,1215,815.34,543.85,594.32,-5929,3221,3226,2424,3332,1970,1802,1669,3220,Upgrade
8,Other Operating Expenses,-841.06,154.54,-498.71,-244.13,258.4,91.26,117.13,51.6,100.69,251.15,166.43,754.91,248.1,221.95,207.34,663.88,214,189.32,209.86,667.48,Upgrade
