,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,138,156,164,180,231,264,351,462,487,718,949
1,Market Cap Growth,-13.30%,-13.30%,-28.93%,-31.87%,-34.12%,-42.86%,-27.97%,-35.63%,-48.70%,-13.00%,-9.45%
2,Enterprise Value,186,100,-18,-149,171,-122,40,31,-10,263,452
3,Last Close Price,0.17,0.19,0.19,0.21,0.25,0.29,0.37,0.48,0.50,0.73,0.94
4,PE Ratio,-,-,4.85,7.00,7.54,5.90,6.07,8.05,8.76,8.22,8.39
5,PS Ratio,0.07,0.08,0.07,0.08,0.10,0.10,0.13,0.18,0.23,0.37,0.41
6,PB Ratio,0.20,0.23,0.20,0.23,0.28,0.32,0.41,0.56,0.62,1.00,1.30
7,P/TBV Ratio,0.23,0.23,0.20,0.23,0.28,0.32,0.41,0.56,0.62,1.00,1.30
8,P/FCF Ratio,-,-,-,-,17.22,-,-12.42,-,-,84.05,-
9,P/OCF Ratio,-,-,-,-,10.28,-,-19.71,-,-,22.27,-
10,EV/Sales Ratio,0.10,0.05,-,-,0.07,-,0.01,0.01,-,0.13,0.20
11,EV/EBITDA Ratio,-,-,-,-,2.36,-,0.36,0.24,-,1.90,2.54
12,EV/EBIT Ratio,-,-,-,-,3.24,-,0.44,0.28,-,2.27,2.89
13,EV/FCF Ratio,-0.71,-,-,-,12.77,-,-1.42,-,-,30.79,-
14,Debt / Equity Ratio,0.50,0.50,0.28,0.30,0.34,0.31,0.18,0.13,0.09,0.09,0.10
15,Debt / FCF Ratio,-,-,-,-,21.10,-,-5.62,-,-,7.93,-
16,Return on Capital Employed (ROCE),-,-,7.11%,4.80%,4.84%,7.09%,7.58%,9.23%,8.89%,10.41%,14.10%
17,Earnings Yield,-81.94%,-72.40%,20.62%,14.29%,13.26%,16.94%,16.47%,12.43%,11.42%,12.17%,11.92%
18,FCF Yield,-189.25%,-167.22%,-155.40%,95.76%,5.81%,-79.19%,-8.05%,-35.25%,4.72%,1.19%,1.73%
19,Dividend Yield,6.11%,-,-,-,-,-,-,-,3.33%,4.12%,3.64%
20,Buyback Yield / Dilution,-,-,-,-,-,0.08%,0.76%,0.70%,0.02%,-23.62%,
21,Total Shareholder Return,6.11%,-,-,-,-,-,0.08%,0.76%,4.03%,4.14%,-19.98%
