,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,715.21,1105,1039,1052,1024,1302,960.53,1216,602.83,1188
1,Revenue Growth (YoY),-31.14%,5.09%,1.42%,-19.25%,6.61%,7.13%,59.34%,2.30%,-30.04%,-36.11%
2,Cost of Revenue,670.87,1002,967.91,961.4,943.08,1183,872.09,1087,528.79,1050
3,Gross Profit,44.33,102.9,70.66,90.15,80.97,119.32,88.44,128.6,74.04,137.84
4,"Selling, General & Admin",45.99,48.1,40.13,43.47,54.51,67.93,49.63,54.37,42.21,71.03
5,Other Operating Expenses,88.13,2.19,-5.47,5.72,-8.04,-3.76,-1.64,-6.16,1.1,-8.22
6,Operating Expenses,134.12,65.38,39.85,74.73,49.66,82.76,50.25,75.01,43.31,62.81
7,Operating Income,-89.79,37.52,30.82,15.42,31.31,36.56,38.19,53.6,30.73,75.03
8,Interest Expense,-11.08,-,-15.45,-,-12.63,-0.05,-10.49,-0.06,-9.53,-
9,Interest & Investment Income,1.71,4.49,3.42,4.33,2.11,6.23,2.81,6.18,5.1,10.23
10,Currency Exchange Gain (Loss),-,-4.72,-,14.22,-,-3.88,-,-13.24,-,5.43
11,Other Non Operating Income (Expenses),-,-7.57,-1.1,-12.52,-2.09,-11.27,-0.71,-13.85,-,-12.53
12,EBT Excluding Unusual Items,-99.16,29.73,17.69,21.46,18.71,27.58,29.81,32.63,26.3,78.16
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-24.59
14,Gain (Loss) on Sale of Assets,-,3.12,-,-0.05,-,0.65,-,-0.03,-,-0.22
15,Pretax Income,-99.16,32.84,17.69,21.41,18.71,28.24,29.81,32.59,26.3,53.35
16,Income Tax Expense,24.71,14.09,5.69,9.62,3.41,5.34,5.64,8.99,3.07,-3.05
17,Net Income,-123.87,18.75,12,11.8,15.3,22.9,24.17,23.6,23.24,56.4
18,Net Income to Common,-123.87,18.75,12,11.8,15.3,22.9,24.17,23.6,23.24,56.4
19,Net Income Growth,-,58.92%,-21.56%,-48.48%,-36.68%,-2.99%,4.01%,-58.15%,-48.10%,-42.73%
20,Shares Outstanding (Basic),819,819,819,819,819,819,819,820,825,825
21,Shares Outstanding (Diluted),819,819,819,819,819,819,819,820,825,825
22,Shares Change (YoY),-,-,-,-,-,-0.08%,-0.76%,-0.70%,-0.02%,23.62%
23,EPS (Basic),-0.15,0.02,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.07
24,EPS (Diluted),-0.15,0.02,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.07
25,EPS Growth,-,58.34%,-21.56%,-48.49%,-36.67%,-2.60%,4.78%,-57.99%,-48.06%,-53.67%
26,Free Cash Flow,-129.91,-112.87,-118.83,278.29,-266.42,87.84,-110.86,-24.63,43.97,-36.18
27,Free Cash Flow Per Share,-0.16,-0.14,-0.15,0.34,-0.33,0.11,-0.14,-0.03,0.05,-0.04
28,Dividend Per Share,-,-,-,-,-,-,-,0.007,0.007,0.020
29,Dividend Growth,-,-,-,-,-,-,-,-66.25%,-30.81%,-
30,Operating Margin,-12.55%,3.40%,2.97%,1.47%,3.06%,2.81%,3.98%,4.41%,5.10%,6.31%
31,Profit Margin,-17.32%,1.70%,1.16%,1.12%,1.49%,1.76%,2.52%,1.94%,3.85%,4.75%
32,Free Cash Flow Margin,-18.16%,-10.21%,-11.44%,26.46%,-26.02%,6.75%,-11.54%,-2.03%,7.29%,-3.05%
33,EBITDA,-82.47,43.74,38.76,23.81,40.41,44.62,46.87,61.15,38.8,87.51
34,D&A For EBITDA,7.32,6.22,7.95,8.39,9.09,8.05,8.68,7.56,8.08,12.48
35,EBIT,-89.79,37.52,30.82,15.42,31.31,36.56,38.19,53.6,30.73,75.03
