,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1005,1043,1134,1115,1225,1575,1500,1417,1015,1198,Upgrade
1,Revenue Growth (YoY),-11.39%,-6.47%,-7.42%,-29.20%,-18.36%,11.19%,47.74%,18.30%,-11.51%,-11.30%,Upgrade
2,Cost of Revenue,832.66,861.61,945.62,932.26,1035,1288,1243,1171,853.48,996.36,Upgrade
3,Gross Profit,171.96,181.58,188.09,183.07,189.24,287.53,256.96,246.19,161.79,201.25,Upgrade
4,"Selling, General & Admin",184.21,173.88,179.96,181.42,184.28,201.88,208.96,208.82,165.06,209.46,Upgrade
5,Other Operating Expenses,-22.16,-19.12,-2.8,-9.52,-7.38,-4.7,-6.12,-10.6,-9.25,17.67,Upgrade
6,Operating Expenses,162.05,154.77,177.16,171.9,176.9,197.18,202.84,198.22,155.81,227.13,Upgrade
7,Operating Income,9.91,26.81,10.93,11.16,12.34,90.35,54.12,47.97,5.98,-25.88,Upgrade
8,Interest Expense,-8.71,-8.75,-7.8,-7.28,-6.13,-8.58,-9.16,-9.5,-10.82,-12.57,Upgrade
9,Interest & Investment Income,5.33,7.68,3.78,9.06,2.34,4.33,1.92,2.44,2.14,2.07,Upgrade
10,Earnings From Equity Investments,1.47,1.49,2.15,3.11,2.21,4.04,1.1,2.39,0.23,1.76,Upgrade
11,Currency Exchange Gain (Loss),-,-2.16,-,5.65,-,-4.59,-,-5.65,-,1.26,Upgrade
12,EBT Excluding Unusual Items,8,25.06,9.06,21.7,10.76,85.56,47.98,37.65,-2.47,-33.36,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,20.29,Upgrade
14,Impairment of Goodwill,-,-29.1,-,-,-,-20.49,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,0.41,-,-,-,-,-,-0.05,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,-47.89,-,0.61,-,0.07,-,0.29,-,0.57,Upgrade
17,Other Unusual Items,-,-,-,-,-,-,-,-,-,25.78,Upgrade
18,Pretax Income,8,-51.51,9.06,22.31,10.76,65.14,47.98,37.89,-2.47,13.28,Upgrade
19,Income Tax Expense,6.43,10.3,6.76,5.12,9.11,20.23,8.68,3.02,6.52,6.7,Upgrade
20,Earnings From Continuing Operations,1.57,-61.81,2.3,17.19,1.65,44.91,39.3,34.87,-8.99,6.58,Upgrade
21,Minority Interest in Earnings,-4.07,14.44,1.27,-1.41,6.99,4.61,0.92,-5.74,-0.56,-10.63,Upgrade
22,Net Income,-2.49,-47.37,3.57,15.78,8.63,49.52,40.22,29.13,-9.55,-4.05,Upgrade
23,Net Income to Common,-2.49,-47.37,3.57,15.78,8.63,49.52,40.22,29.13,-9.55,-4.05,Upgrade
24,Net Income Growth,-,-,-58.66%,-68.13%,-78.53%,69.97%,-,-,-,-,Upgrade
25,Shares Outstanding (Basic),862,862,862,862,862,862,862,862,862,862,Upgrade
26,Shares Outstanding (Diluted),862,862,862,862,862,862,862,862,862,862,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.14%,Upgrade
28,EPS (Basic),-0.00,-0.05,0.00,0.02,0.01,0.06,0.05,0.03,-0.01,-0.00,Upgrade
29,EPS (Diluted),-0.00,-0.05,0.00,0.02,0.01,0.06,0.05,0.03,-0.01,-0.00,Upgrade
30,EPS Growth,-,-,-58.66%,-68.13%,-78.53%,69.97%,-,-,-,-,Upgrade
31,Free Cash Flow,-4.37,28.31,65.63,170.78,50.97,19.89,-22.99,112.45,117.7,10.89,Upgrade
32,Free Cash Flow Per Share,-0.01,0.03,0.08,0.20,0.06,0.02,-0.03,0.13,0.14,0.01,Upgrade
33,Operating Margin,0.99%,2.57%,0.96%,1.00%,1.01%,5.74%,3.61%,3.39%,0.59%,-2.16%,Upgrade
34,Profit Margin,-0.25%,-4.54%,0.31%,1.41%,0.70%,3.14%,2.68%,2.06%,-0.94%,-0.34%,Upgrade
35,Free Cash Flow Margin,-0.43%,2.71%,5.79%,15.31%,4.16%,1.26%,-1.53%,7.94%,11.59%,0.91%,Upgrade
36,EBITDA,31.59,51.37,40,41.4,43.18,121.04,84.76,79.27,37.17,8.67,Upgrade
37,D&A For EBITDA,21.68,24.56,29.07,30.24,30.84,30.68,30.64,31.3,31.19,34.55,Upgrade
38,EBIT,9.91,26.81,10.93,11.16,12.34,90.35,54.12,47.97,5.98,-25.88,Upgrade
