,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,150,197,228,241,246,293,358,349,448,332,272,Upgrade
1,Market Cap Growth,-18.21%,-18.21%,-7.02%,-17.65%,-31.33%,-16.05%,-20.19%,5.19%,65.08%,-13.48%,-20.25%,Upgrade
2,Enterprise Value,-138,-68,121,156,336,416,506,459,665,655,579,Upgrade
3,Last Close Price,0.17,0.23,0.27,0.28,0.28,0.34,0.41,0.41,0.52,0.39,0.32,Upgrade
4,PE Ratio,-,-,-,12.47,10.06,5.04,3.99,5.03,22.89,-,-,Upgrade
5,Forward PE,-,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,Upgrade
6,PS Ratio,0.07,0.10,0.10,0.11,0.10,0.10,0.12,0.12,0.18,0.15,0.12,Upgrade
7,PB Ratio,0.12,0.14,0.16,0.16,0.16,0.19,0.22,0.22,0.30,0.24,0.20,Upgrade
8,P/TBV Ratio,0.16,0.16,0.18,0.19,0.19,0.22,0.26,0.28,0.37,0.31,0.24,Upgrade
9,P/FCF Ratio,6.26,-,2.43,1.02,1.11,4.14,-115.31,-,1.95,2.58,9.71,Upgrade
10,P/OCF Ratio,2.08,-,1.39,0.90,0.97,2.65,9.76,-,1.75,1.88,3.57,Upgrade
11,EV/Sales Ratio,-,-,0.06,0.07,0.14,0.15,0.16,0.16,0.27,0.30,0.25,Upgrade
12,EV/EBITDA Ratio,-,-,1.33,1.91,3.98,2.53,2.46,2.80,5.71,14.30,7.53,Upgrade
13,EV/EBIT Ratio,-,-,3.22,7.05,14.32,4.05,3.50,4.50,12.32,-32.94,-,Upgrade
14,EV/FCF Ratio,-5.76,-,1.29,0.66,1.52,5.87,-163.21,-,2.89,5.10,20.71,Upgrade
15,Debt / Equity Ratio,0.18,0.18,0.17,0.19,0.17,0.20,0.21,0.24,0.25,0.28,0.31,Upgrade
16,Debt / FCF Ratio,10.46,-,2.59,1.18,1.21,4.52,-113.68,-,1.64,2.96,15.24,Upgrade
17,Return on Capital Employed (ROCE),2.59%,2.59%,2.58%,1.43%,1.47%,6.23%,8.39%,6.20%,3.36%,-1.35%,-,Upgrade
18,Earnings Yield,-33.25%,-25.26%,-19.18%,8.02%,9.94%,19.84%,25.09%,19.87%,4.37%,-4.10%,5.80%,Upgrade
19,FCF Yield,15.96%,12.13%,41.13%,97.96%,90.27%,24.18%,-0.87%,25.63%,51.35%,38.75%,10.30%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.14%,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.14%,Upgrade,
