,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,46,54,66,73,77,99,100,129,94,57,63,Upgrade
1,Market Cap Growth,-25.86%,-25.86%,-14.75%,-25.72%,-22.87%,-23.53%,6.76%,128.70%,48.00%,-26.89%,-35.90%,Upgrade
2,Enterprise Value,73,78,47,107,-11,64,35,24,-6,-96,-101,Upgrade
3,Last Close Price,0.18,0.21,0.26,0.29,0.30,0.39,0.40,0.51,0.37,0.22,0.25,Upgrade
4,PE Ratio,-,-,-,-,-,5.10,-,-4.55,-,-,-,Upgrade
5,PS Ratio,0.08,0.10,0.12,0.18,0.17,0.18,0.16,0.21,0.18,0.11,0.11,Upgrade
6,PB Ratio,0.07,0.08,0.09,0.10,0.10,0.12,0.12,0.15,0.11,0.07,0.07,Upgrade
7,P/TBV Ratio,0.08,0.08,0.09,0.10,0.10,0.12,0.12,0.15,0.11,0.07,0.07,Upgrade
8,P/FCF Ratio,-,-,-,-2.63,-,-,-,-,20.44,-,1.30,Upgrade
9,P/OCF Ratio,-,-,-,-2.74,-,-,-,-,2.22,0.70,0.62,Upgrade
10,EV/Sales Ratio,0.13,0.14,0.09,0.27,-,0.11,0.06,0.04,-,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-1.51,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-0.91,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-1.93,-,-,-3.85,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.27,0.27,0.23,0.22,0.25,0.21,0.17,0.18,0.18,0.17,0.19,Upgrade
15,Debt / FCF Ratio,-,-,-,-5.75,-,-,-,-,32.71,-,3.36,Upgrade
16,Return on Capital Employed (ROCE),-,-,-6.49%,-,-,-,-,-,-,-,0.22%,Upgrade
17,Earnings Yield,-141.15%,-118.83%,-124.42%,-132.67%,-2.51%,19.61%,-10.69%,-22.00%,-92.90%,-133.09%,-48.55%,Upgrade
18,FCF Yield,-82.88%,-69.77%,42.16%,-37.96%,-256.78%,-118.80%,-52.67%,-24.07%,4.89%,31.56%,77.01%,Upgrade
19,Buyback Yield / Dilution,0.03%,-,0.06%,0.11%,0.05%,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,0.03%,-,0.06%,0.11%,0.05%,-,-,-,-,-,-,Upgrade
