,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,-,736.93,717.83,843.12,898.31,855.47,254.26,302.37,371.75,206.16,238.71,209.11,216.05,111.56,164.8,448.57,82.67,-,96.13,-
1,Trading Asset Securities,-,50.09,50.35,110.26,120.39,120.17,-,-,-,110.23,111.43,176.07,236.9,306.12,266.12,50.36,23.36,-,-,-
2,Cash & Short-Term Investments,787.03,787.03,768.18,953.38,1019,975.64,254.26,302.37,371.75,316.38,350.14,385.19,452.95,417.67,430.92,498.93,106.03,-,96.13,169.05
3,Cash Growth,-22.74%,-19.33%,202.12%,215.31%,174.02%,208.37%,-27.38%,-21.50%,-17.93%,-24.25%,-18.74%,-22.80%,327.21%,-,348.24%,195.13%,-,-,-,-
4,Accounts Receivable,-,962.34,986.11,796.47,845.64,662.81,655.31,572.55,589.11,482.74,416.94,379.65,379.54,266.2,240.61,259.72,250.04,-,106.42,-
5,Other Receivables,-,2.25,5.86,10.45,4.85,5.11,-,5.71,6.78,3.16,-,2.5,-,40.62,38.36,3.94,-,-,33.91,-
6,Receivables,-,964.58,991.97,806.92,850.49,667.92,655.31,578.27,595.89,485.91,416.94,382.15,379.54,306.82,278.97,263.67,250.04,-,140.33,-
7,Inventory,-,512.6,480.3,364.84,308.53,370.34,321.21,314.18,302.48,312.83,313.19,277.57,234.4,256.05,208.49,174.77,168.88,-,212.49,-
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,0.26,-,-,-,-,-,-,-,-,-
9,Other Current Assets,-,101.43,13.24,98.38,15.77,66.42,15.13,70.04,19.67,18.74,20.5,24.36,20.08,26.9,40.66,56,11.36,-,18.45,-
10,Total Current Assets,-,2366,2254,2224,2193,2080,1246,1265,1290,1134,1101,1069,1087,1007,959.03,993.36,536.31,-,467.4,-
11,"Property, Plant & Equipment",-,208.94,197.56,181.85,176.78,168.87,170.63,168.08,164.9,172.04,130.87,128.15,121.58,143.22,116.33,65.07,61.4,-,31.62,-
12,Long-Term Investments,-,-,31.44,10.44,10.44,9.94,9.94,9.94,9.94,5,3,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,-,13.64,12.76,12.55,11.57,11.87,12.19,10.36,10.55,12.4,2.17,0.94,1.3,-,-,-,-,-,-,-
14,Long-Term Accounts Receivable,-,8.33,16.41,17.39,20.19,-,10.2,-,8.24,5.37,8.8,1.84,3.17,0.97,2.3,4.85,7.86,-,1.87,-
15,Long-Term Deferred Tax Assets,-,26.48,25.22,24.83,24.92,21.84,22.8,21.5,21.15,18.57,17.48,13.03,11.27,9.37,9.37,9.26,8.47,-,7.52,-
16,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,0.07,0.1,0.05,0.05,0.07,-,-,-,-,-,-
17,Other Long-Term Assets,-,75.42,49.63,43.14,43.09,55.12,40.91,47.75,42.09,45.17,40.3,39.6,39.22,8.06,7.58,8.94,8.49,-,0.92,-
18,Total Assets,-,2698,2587,2514,2480,2348,1513,1522,1547,1392,1304,1253,1264,1169,1095,1081,622.53,-,509.34,-
19,Accounts Payable,-,452.22,418.86,302.79,254.34,230.29,216.65,251.18,296.63,220.02,181.95,172.66,191.53,138.29,75.95,65.53,92.01,-,87.4,-
20,Accrued Expenses,-,20.16,9.26,9.05,35.15,7.25,13.63,6.6,32.41,5.71,8.47,3.55,13.1,0.68,4.67,2.07,10.46,-,1.85,-
