,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,205,459,572,878,1351,1381,1203,1159,1075,1110,1208,Upgrade
1,Market Cap Growth,-47.75%,-47.75%,-57.66%,-36.43%,12.30%,19.15%,11.93%,4.44%,-11.02%,-26.71%,-11.23%,Upgrade
2,Enterprise Value,5019,5348,5357,5582,6062,6039,5597,5449,5482,5900,5450,Upgrade
3,Last Close Price,0.41,0.41,0.52,0.79,1.22,1.25,1.07,1.03,0.93,0.94,1.01,Upgrade
4,PE Ratio,-,-,-,38.96,10.79,3.75,2.41,-4.27,-,-,4.19,Upgrade
5,PS Ratio,0.24,0.55,0.70,1.17,1.99,2.03,1.65,1.55,2.77,-,0.68,Upgrade
6,PB Ratio,0.02,0.04,0.04,0.07,0.10,0.10,0.09,0.08,0.08,0.08,0.09,Upgrade
7,P/TBV Ratio,0.06,0.06,0.06,0.10,0.15,0.15,0.12,0.12,0.12,0.12,0.12,Upgrade
8,P/FCF Ratio,-,-,-,-,-17.38,-,21.34,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,9.50,-34.15,-,12.45,-,-,-,-,Upgrade
10,EV/Sales Ratio,6.00,6.39,6.59,7.45,8.94,8.86,7.69,7.28,14.15,-,3.07,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,32.73,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,61.62,Upgrade
13,EV/FCF Ratio,-32.68,-,-,-,-77.96,-,99.25,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.16,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.18,0.15,0.15,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-25.26,-,35.22,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,0.58%,Upgrade
17,Earnings Yield,-232.11%,-103.58%,-6.18%,2.57%,9.27%,26.65%,41.56%,-23.39%,-47.31%,-,23.86%,Upgrade
18,FCF Yield,-75.03%,-33.48%,-26.04%,5.90%,-5.75%,-4.82%,4.69%,-7.83%,-5.95%,-,-19.78%,Upgrade
19,Dividend Yield,142.35%,-,-,-,-,-,-,-,4.31%,-,8.94%,Upgrade
20,Total Shareholder Return,142.35%,-,-,-,-,-,-,-,4.31%,-,8.94%,Upgrade
