,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Cash & Equivalents,435.65,454.72,823.99,868.55,741.74,957,846.37,1530,1175,893.1,Upgrade
1,Short-Term Investments,-,-,-,-,73.67,76.43,74.48,69.38,66.18,66.49,Upgrade
2,Trading Asset Securities,195.3,304.19,197.2,308.51,463.28,484.7,630.89,516.02,453.31,581.73,Upgrade
3,Cash & Short-Term Investments,630.95,758.91,1021,1177,1279,1518,1552,2116,1695,1541,Upgrade
4,Cash Growth,-38.21%,-35.52%,-20.14%,-22.47%,-17.60%,-28.25%,-8.44%,37.27%,-51.42%,-35.86%,Upgrade
5,Accounts Receivable,83.04,165.99,176.13,116.12,107.1,107.57,143.03,154.34,199.87,158.89,Upgrade
6,Other Receivables,131.82,0.88,0.89,0.92,0.4,0.91,1.76,0.18,0.47,0.09,Upgrade
7,Receivables,214.86,166.86,177.03,117.04,115.2,134.12,171.54,180.19,275.04,299.45,Upgrade
8,Inventory,109.64,112.42,111.36,116.84,110.86,117.61,114.15,114.63,122.08,121.88,Upgrade
9,Restricted Cash,-,-,-,-,-,-,-,54.07,51.85,53.64,Upgrade
10,Other Current Assets,0.23,-,-,0.65,0.68,-,-,-,-,834.91,Upgrade
11,Total Current Assets,955.68,1038,1310,1412,1505,1770,1837,2465,2144,2851,Upgrade
12,"Property, Plant & Equipment",1162,1200,1191,1244,1235,1300,1325,1303,1293,1177,Upgrade
13,Long-Term Investments,11312,12162,12022,12202,12351,12742,12159,11523,11875,12329,Upgrade
14,Goodwill,-,21.03,21.03,21.03,21.03,21.03,21.03,-,21.03,-,Upgrade
15,Other Intangible Assets,21.03,-,-,-,-,-,-,21.91,-,20.98,Upgrade
16,Long-Term Deferred Tax Assets,5.58,5.23,6.17,6.94,3.67,4.23,3.16,2.86,2.81,0.85,Upgrade
17,Other Long-Term Assets,677.45,703.75,722.08,706.48,731.71,758.87,764.03,746.36,822.3,1036,Upgrade
18,Total Assets,14133,15130,15271,15592,15848,16597,16109,16061,16158,17415,Upgrade
19,Accounts Payable,35.5,43.74,36.46,45.32,29.6,38.6,43.11,40.28,33.11,35.23,Upgrade
20,Current Portion of Long-Term Debt,889.41,367.9,769.47,810.45,1084,437.07,422.48,481.6,916.82,1056,Upgrade
21,Current Portion of Leases,56.69,47.11,49.74,57.05,46.38,55.03,46.66,40.96,45.68,53.08,Upgrade
22,Current Income Taxes Payable,149.06,147.2,148.35,146.98,152,152.13,170.95,187.22,174.36,180.31,Upgrade
23,Other Current Liabilities,160.44,180.52,146.2,175.63,156.45,229.41,209.88,208.07,289.85,832.49,Upgrade
24,Total Current Liabilities,1291,786.46,1150,1235,1468,912.24,893.08,958.12,1460,2157,Upgrade
