,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,64.04,98.58,234.85,184.56,128.35,127.66,114.63,84.25,60.11,67.59
1,Revenue Growth (YoY),-72.73%,-46.59%,82.98%,44.57%,11.97%,51.53%,90.70%,24.65%,-10.02%,-46.48%
2,Cost of Revenue,59.01,82.08,190.56,171.21,117.12,121.82,103.1,63.89,57.42,75.65
3,Gross Profit,5.03,16.5,44.29,13.35,11.23,5.84,11.53,20.36,2.69,-8.07
4,"Selling, General & Admin",9.75,10.67,9.99,11.17,8.89,10.45,8.89,9.79,8.22,12.2
5,Operating Expenses,14.78,11.48,10.92,11.2,-3.69,13,10.4,21.45,12.97,16.16
6,Operating Income,-9.75,5.02,33.37,2.15,14.92,-7.16,1.13,-1.09,-10.28,-24.23
7,Interest Expense,-0.01,-,-,-,-,-,-,-,-0,-
8,Interest & Investment Income,1.98,1.76,0.67,0.35,0.05,0.01,0,0.01,0.05,0.31
9,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-0.03,-0.01
10,Other Non Operating Income (Expenses),2.87,1.92,0.01,0,0.07,0.53,0.05,-0.33,1.75,0.28
11,EBT Excluding Unusual Items,-4.9,8.7,34.05,2.49,15.04,-6.63,1.18,-1.4,-8.52,-23.65
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-0.02,-2.55
13,Gain (Loss) on Sale of Assets,-,-,0.03,0.04,-,0.87,0.08,1.34,0,-
14,Other Unusual Items,-,-,-,0.14,1.22,-,-,0.41,1.74,-
15,Pretax Income,-4.9,8.7,34.08,2.67,16.26,-5.76,1.27,0.35,-6.8,-26.2
16,Income Tax Expense,0.18,2.17,1.15,-,-,-,-,-,-0.37,0.25
17,Net Income,-5.08,6.54,32.93,2.67,16.26,-5.76,1.27,0.35,-6.43,-26.46
18,Net Income to Common,-5.08,6.54,32.93,2.67,16.26,-5.76,1.27,0.35,-6.43,-26.46
19,Net Income Growth,-,144.48%,102.53%,-,1185.30%,-,-,-,-,-
20,Shares Outstanding (Basic),400,400,400,400,400,400,400,400,400,400
21,Shares Outstanding (Diluted),400,400,400,400,400,400,400,400,400,400
22,EPS (Basic),-0.01,0.02,0.08,0.01,0.04,-0.01,0.00,0.00,-0.02,-0.07
23,EPS (Diluted),-0.01,0.02,0.08,0.01,0.04,-0.01,0.00,0.00,-0.02,-0.07
24,EPS Growth,-,144.49%,102.54%,-,1185.48%,-,-,-,-,-
25,Free Cash Flow,-12.45,27.93,18.34,7.82,19.05,-16.85,-7,-4.15,4.34,0.62
26,Free Cash Flow Per Share,-0.03,0.07,0.05,0.02,0.05,-0.04,-0.02,-0.01,0.01,0.00
27,Operating Margin,-15.22%,5.09%,14.21%,1.16%,11.62%,-5.61%,0.98%,-1.29%,-17.10%,-35.85%
28,Profit Margin,-7.93%,6.63%,14.02%,1.45%,12.67%,-4.51%,1.10%,0.42%,-10.69%,-39.14%
29,Free Cash Flow Margin,-19.44%,28.34%,7.81%,4.24%,14.84%,-13.20%,-6.10%,-4.93%,7.21%,0.91%
30,EBITDA,-6.28,8.47,36.69,5.51,17.95,-4.25,4.15,2.15,-6.91,-20.81
31,D&A For EBITDA,3.47,3.45,3.32,3.36,3.03,2.91,3.02,3.24,3.37,3.42
32,EBIT,-9.75,5.02,33.37,2.15,14.92,-7.16,1.13,-1.09,-10.28,-24.23
