,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,82.17,93.4,63.85,45.04,30.88,17.96,34.2,39.79,38.83,39.52
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,2.27
2,Cash & Short-Term Investments,82.17,93.4,63.85,45.04,30.88,17.96,34.2,39.79,38.83,41.79
3,Cash Growth,28.70%,107.36%,106.74%,150.72%,-9.70%,-54.86%,-11.92%,-4.78%,-34.93%,-39.31%
4,Accounts Receivable,58.4,75.92,124.76,93.46,86,101.43,58.15,44.6,49.52,54.26
5,Other Receivables,29.32,15.03,6.77,8.02,4.78,3.4,2.69,2.19,6.47,5.61
6,Receivables,87.72,90.94,131.53,101.48,90.78,104.83,60.84,46.78,55.98,59.86
7,Other Current Assets,6.55,6.46,6.32,6.14,11.17,5.02,5.01,5,5,-
8,Total Current Assets,176.44,190.8,201.7,152.66,132.84,127.81,100.05,91.58,99.81,101.65
9,"Property, Plant & Equipment",16.74,12.61,14.53,16.8,17.11,14.38,16.84,19.71,19.23,18.06
10,Total Assets,193.17,203.41,216.23,169.46,149.95,142.19,116.89,111.29,119.04,119.71
11,Accounts Payable,9.33,12.76,55.82,49.88,38.33,45.73,17.69,13.74,18.67,12.5
12,Accrued Expenses,5.11,7.5,9.44,3.81,2.39,3.48,2.14,2.64,1.83,2.66
13,Current Portion of Leases,0.45,-,-,-,-,-,-,-,0.01,0.07
14,Current Income Taxes Payable,2.16,2.16,1.15,-,-,-,-,-,-,-
15,Current Unearned Revenue,23.61,23.61,-,-,-,-,-,-,-,-
16,Other Current Liabilities,10.16,10.52,10.64,9.52,5.66,5.67,3.98,3.1,7.05,6.24
17,Total Current Liabilities,50.82,56.54,77.05,63.21,46.38,54.87,23.81,19.48,27.55,21.46
18,Long-Term Leases,0.39,-,-,-,-,-,-,-,0.03,-
19,Long-Term Deferred Tax Liabilities,1.33,1.15,-,-,-,-,-,-,-,0.37
20,Total Liabilities,52.54,57.7,77.05,63.21,46.38,54.87,23.81,19.48,27.58,21.83
21,Common Stock,40,40,40,40,40,40,40,40,40,40
22,Additional Paid-In Capital,56.63,56.63,56.63,56.63,56.63,56.63,56.63,56.63,56.63,56.63
23,Retained Earnings,43.81,48.89,42.36,9.43,6.75,-9.51,-3.75,-5.01,-5.37,1.06
24,Comprehensive Income & Other,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
25,Shareholders' Equity,140.64,145.71,139.18,106.25,103.58,87.32,93.08,91.81,91.46,97.88
26,Total Liabilities & Equity,193.17,203.41,216.23,169.46,149.95,142.19,116.89,111.29,119.04,119.71
27,Total Debt,0.83,-,-,-,-,-,-,-,0.04,0.07
28,Net Cash (Debt),81.34,93.4,63.85,45.04,30.88,17.96,34.2,39.79,38.79,41.72
29,Net Cash Growth,27.40%,107.36%,106.74%,150.72%,-9.70%,-54.86%,-11.84%,-4.63%,-34.99%,-39.41%
30,Net Cash Per Share,0.20,0.23,0.16,0.11,0.08,0.04,0.09,0.10,0.10,0.10
31,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400
32,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400
33,Working Capital,125.62,134.25,124.65,89.45,86.47,72.94,76.24,72.1,72.26,80.19
34,Book Value Per Share,0.35,0.36,0.35,0.27,0.26,0.22,0.23,0.23,0.23,0.24
35,Tangible Book Value,140.64,145.71,139.18,106.25,103.58,87.32,93.08,91.81,91.46,97.88
36,Tangible Book Value Per Share,0.35,0.36,0.35,0.27,0.26,0.22,0.23,0.23,0.23,0.24
37,Machinery,-,68.14,-,66.1,-,57.87,-,58.2,-,49.95
38,Leasehold Improvements,-,-,-,-,-,-,-,-,-,0.55
