,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2478,2426,1777,2280,2738,2431,2940,2431,2358,2447,2966,2592,3200,1766,1813,1797,1964,2145,2057,1984,1979,Upgrade
1,Market Cap Growth,-0.21%,-0.21%,-39.58%,-6.20%,16.08%,-0.64%,-0.88%,-6.21%,-26.30%,38.53%,63.61%,44.22%,62.96%,-17.68%,-11.87%,-9.42%,-0.79%,10.43%,1.28%,-15.86%,9.48%,Upgrade
2,Enterprise Value,1217,1282,563,1138,1595,1352,1804,1297,1225,1310,1820,1659,2267,992,1052,1186,1352,1533,1449,1361,1369,Upgrade
3,Last Close Price,4.77,4.67,3.42,4.22,5.07,4.50,5.44,4.42,4.28,4.44,5.39,4.63,5.72,3.16,3.24,3.18,3.47,3.79,3.64,3.48,3.47,Upgrade
4,PE Ratio,16.72,16.37,7.53,18.20,18.48,16.97,43.37,21.08,19.19,21.26,16.20,20.71,32.25,21.17,-,35.89,-,56.55,136.26,-,-,Upgrade
5,PS Ratio,24.66,24.15,18.58,22.55,15.82,14.74,17.19,9.61,8.37,8.69,10.75,11.29,13.57,6.52,5.83,5.15,7.69,8.62,8.94,10.42,9.98,Upgrade
6,PB Ratio,1.04,1.08,0.80,1.02,1.24,1.12,1.40,1.14,1.13,1.19,1.46,1.29,1.64,0.90,0.94,0.93,1.03,1.12,1.10,1.06,1.06,Upgrade
7,P/TBV Ratio,1.02,1.02,0.76,0.97,1.17,1.05,1.31,1.07,1.06,1.12,1.37,1.21,1.52,0.84,0.88,0.87,0.96,1.04,1.02,0.99,0.99,Upgrade
8,P/FCF Ratio,45.91,44.94,-,124.40,-145.97,-72.56,-,-,-,-,10.19,8.95,10.84,7.09,14.11,15.85,59.29,195.17,72.45,-,33.56,Upgrade
