,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,1158,899,795,786,688,615,792,798,465,272,250,Upgrade
1,Market Cap Growth,30.74%,14.49%,15.58%,27.70%,-13.18%,-22.88%,70.31%,193.30%,86.04%,-0.65%,-30.36%,Upgrade
2,Enterprise Value,3114,2592,2215,2397,1862,1677,1719,1689,1211,1183,436,Upgrade
3,Last Close Price,2.70,2.03,1.77,1.63,1.50,1.33,1.53,1.47,0.81,0.46,0.40,Upgrade
4,PE Ratio,4.04,3.14,10.56,-,6.88,-,3.01,4.95,2.25,1.98,5.37,Upgrade
5,PS Ratio,1.23,1.23,2.51,-,2.72,-,1.18,1.15,0.55,0.36,0.42,Upgrade
6,PB Ratio,0.58,0.58,0.60,0.63,0.56,0.59,0.77,0.94,0.60,0.39,0.44,Upgrade
7,P/FCF Ratio,5.23,5.23,9.37,-,4.20,-,2.65,2.44,1.45,0.99,1.52,Upgrade
8,P/OCF Ratio,5.23,5.23,9.37,-,4.20,-,2.65,2.44,1.45,0.99,1.52,Upgrade
9,EV/Sales Ratio,4.42,3.54,7.00,-,7.35,-,2.57,2.43,1.42,1.55,0.73,Upgrade
10,EV/EBITDA Ratio,8.14,9.70,16.84,-,25.00,-,8.91,7.50,4.61,5.73,5.14,Upgrade
11,EV/EBIT Ratio,11.59,11.51,19.58,-,34.21,-,11.78,9.18,5.33,7.15,10.49,Upgrade
12,EV/FCF Ratio,15.06,15.06,26.10,-,11.37,-,5.75,5.17,3.78,4.29,2.65,Upgrade
13,Debt / Equity Ratio,1.48,1.48,1.41,1.30,1.50,1.21,1.26,1.31,1.40,1.34,1.69,Upgrade
14,Debt / FCF Ratio,13.35,13.35,22.05,-,11.17,-,4.35,3.42,3.42,3.42,5.88,Upgrade
15,Earnings Yield,24.75%,31.85%,9.47%,-,14.53%,-,33.18%,20.18%,44.45%,50.41%,18.63%,Upgrade
16,FCF Yield,19.13%,19.13%,10.67%,-,23.81%,-,37.70%,40.93%,68.82%,101.40%,65.63%,Upgrade
17,Dividend Yield,4.28%,5.97%,3.29%,-,3.94%,-,6.05%,6.84%,12.55%,15.37%,3.41%,Upgrade
18,Buyback Yield / Dilution,-0.77%,-,-1.11%,-,-,-,-1.62%,-0.88%,-,-,-,Upgrade
19,Total Shareholder Return,3.51%,5.97%,2.18%,-,3.94%,-,4.43%,5.96%,12.55%,15.37%,3.41%,Upgrade
