,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3233,2243,1680,1947,1888,1018,1181,991,625,625,801,Upgrade
1,Market Cap Growth,15.17%,15.17%,-10.99%,91.21%,59.78%,2.74%,89.16%,58.72%,-22.03%,-17.85%,-3.28%,Upgrade
2,Enterprise Value,8044,5545,4352,4495,4426,3616,3630,3127,2718,2798,3027,Upgrade
3,Last Close Price,2.32,1.59,1.14,1.29,1.16,0.62,0.72,0.61,0.38,0.38,0.47,Upgrade
4,PE Ratio,5.60,3.65,2.73,2.85,3.47,4.65,7.07,6.45,4.25,7.95,5.40,Upgrade
5,Forward PE,-,3.08,3.08,3.23,8.63,4.93,5.25,4.05,4.56,3.82,4.26,Upgrade
6,PS Ratio,0.20,0.14,0.11,0.14,0.13,0.07,0.09,0.07,0.05,0.07,0.09,Upgrade
7,PB Ratio,0.67,0.43,0.33,0.42,0.41,0.23,0.27,0.24,0.15,0.17,0.22,Upgrade
8,P/TBV Ratio,0.57,0.57,0.37,0.55,0.45,0.32,0.29,0.32,0.17,0.24,0.24,Upgrade
9,P/FCF Ratio,-,-,4.49,-,3.98,1.83,2.20,2.53,1.52,1.04,0.89,Upgrade
10,P/OCF Ratio,4.89,-,1.58,-,2.12,1.08,1.34,1.11,0.69,0.66,0.62,Upgrade
11,PEG Ratio,0.13,0.13,0.13,0.14,0.40,0.17,0.17,0.09,0.17,0.09,0.10,Upgrade
12,EV/Sales Ratio,0.50,0.34,0.29,0.33,0.30,0.25,0.26,0.23,0.24,0.32,0.32,Upgrade
13,EV/EBITDA Ratio,6.28,4.43,3.96,4.30,4.77,4.85,4.18,4.16,4.30,5.19,5.51,Upgrade
14,EV/EBIT Ratio,9.28,6.40,5.94,6.98,8.48,11.03,8.35,8.05,8.95,12.01,12.06,Upgrade
15,EV/FCF Ratio,-12.05,-,11.62,-,9.34,6.49,6.75,7.99,6.60,4.68,3.36,Upgrade
16,Debt / Equity Ratio,1.05,1.05,1.02,0.71,0.70,0.69,0.68,0.68,0.68,0.71,0.71,Upgrade
17,Debt / FCF Ratio,-,-,13.72,-,6.71,5.38,5.58,7.22,6.68,4.22,2.89,Upgrade
18,Return on Capital Employed (ROCE),12.49%,12.49%,11.31%,12.56%,10.77%,7.07%,8.76%,8.04%,6.28%,5.29%,6.51%,Upgrade
19,Earnings Yield,18.23%,27.36%,36.59%,35.12%,28.81%,21.51%,14.14%,15.50%,23.53%,12.57%,18.52%,Upgrade
20,FCF Yield,-20.65%,-29.77%,22.30%,-0.61%,25.11%,54.71%,45.53%,39.46%,65.91%,95.75%,112.53%,Upgrade
21,Dividend Yield,4.74%,6.75%,9.65%,3.09%,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-2.83%,0.37%,-6.25%,-7.18%,-0.37%,0.14%,-0.13%,-0.24%,-0.00%,0.00%,-0.01%,Upgrade
23,Total Shareholder Return,1.91%,7.12%,3.40%,-4.09%,-0.37%,0.14%,-0.13%,-0.24%,-0.00%,0.00%,-0.01%,Upgrade
