,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,278671,201572,336969,281820,478493,189544,280066,203922,407898,321595,316024,277846,311757,214902,138726,146728,262079,163314,140232,206504,Upgrade
1,Short-Term Investments,2027,5000,5000,3000,60000,66500,3000,4700,6800,8300,6200,3100,4900,4400,6300,5300,5800,5800,4800,5800,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,470.21,470.21,Upgrade
3,Cash & Short-Term Investments,280698,206572,341969,284820,538493,256044,283066,208622,414698,329895,322224,280946,316657,219302,145026,152028,267879,169114,145502,212774,Upgrade
4,Cash Growth,-47.87%,-19.32%,20.81%,36.52%,29.85%,-22.39%,-12.15%,-25.74%,30.96%,50.43%,122.18%,84.80%,18.21%,29.68%,-0.33%,-28.55%,-14.21%,12.12%,-11.43%,15.73%,Upgrade
5,Accounts Receivable,272282,182617,230399,204545,219959,133795,168448,149331,223161,167037,276200,174256,255670,231198,203586,194336,237598,167249,143171,219251,Upgrade
6,Other Receivables,20558,23592,21703,26673,15335,30079,19827,25511,15087,8275,16019,18551,11209,16172,14487,25820,4317,11371,32521,49004,Upgrade
7,Receivables,392840,306209,352102,331218,335294,263874,188275,174843,238249,175312,292219,192807,266879,247369,218073,220156,241915,178619,175692,268256,Upgrade
8,Inventory,553663,828397,815644,754046,438154,664769,737519,679950,466321,629655,546092,526945,422417,606976,720348,472321,317306,486171,523494,473709,Upgrade
9,Prepaid Expenses,2634,4890,5827,9721,5825,8889,5980,4429,1876,5727,4638,7699,4662,4932,4418,9106,4811,8752,7187,5773,Upgrade
10,Other Current Assets,62009,78652,54194,80127,48251,40250,45818,85777,54344,53341,38674,64369,33314,32371,31096,78534,34750,29011,18142,53848,Upgrade
11,Total Current Assets,1291844,1424720,1569735,1459932,1366016,1233826,1260658,1153620,1175488,1193930,1203847,1072766,1043930,1110950,1118960,932145,866660,871667,870016,1014360,Upgrade
