,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,803,1080,1226,950,941,846,855,1260,1403,966,1084,Upgrade
1,Market Cap Growth,13.64%,13.64%,30.28%,12.24%,10.10%,-32.83%,-39.05%,30.43%,29.46%,-17.86%,-12.24%,Upgrade
2,Enterprise Value,808,1066,1109,699,806,749,770,1116,1154,674,829,Upgrade
3,Last Close Price,0.93,1.25,1.38,1.03,0.93,0.84,0.85,1.29,1.43,0.95,1.03,Upgrade
4,PE Ratio,6.66,9.03,6.84,5.35,7.83,11.54,-,7.87,8.53,6.89,8.45,Upgrade
5,Forward PE,-,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,10.30,Upgrade
6,PS Ratio,0.36,0.49,0.54,0.42,0.46,0.42,0.40,0.60,0.74,0.61,0.72,Upgrade
7,PB Ratio,0.68,0.90,1.06,0.82,0.83,0.74,0.77,1.18,1.44,1.10,1.27,Upgrade
8,P/TBV Ratio,0.92,0.92,1.08,0.84,0.84,0.76,0.79,1.22,1.48,1.12,1.30,Upgrade
9,P/FCF Ratio,-,-48.60,-,-,4.24,7.29,-93.24,-,-,9.70,8.75,Upgrade
10,P/OCF Ratio,5.95,5.95,10.97,3.75,2.93,2.98,3.90,12.16,12.68,5.99,5.77,Upgrade
11,PEG Ratio,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,Upgrade
12,EV/Sales Ratio,0.37,0.49,0.49,0.31,0.39,0.37,0.36,0.53,0.61,0.43,0.55,Upgrade
13,EV/EBITDA Ratio,3.61,6.31,4.68,2.97,4.63,4.75,5.24,4.73,4.77,3.31,4.45,Upgrade
14,EV/EBIT Ratio,6.99,9.21,6.14,3.94,6.89,7.10,7.88,6.93,6.88,4.12,5.42,Upgrade
15,EV/FCF Ratio,-36.38,-47.97,-,-,3.63,6.45,-83.96,-,-,6.77,6.70,Upgrade
16,Debt / Equity Ratio,0.18,0.18,0.17,0.15,0.17,0.17,0.20,0.24,0.23,0.18,0.17,Upgrade
17,Debt / FCF Ratio,-,-9.61,-,-,0.87,1.64,-23.53,-,-,1.61,1.15,Upgrade
18,Return on Capital Employed (ROCE),8.53%,8.53%,13.84%,13.74%,9.05%,8.20%,7.78%,13.38%,15.09%,16.49%,15.93%,Upgrade
19,Earnings Yield,14.89%,11.08%,14.62%,18.68%,12.78%,8.66%,7.48%,12.71%,11.73%,14.50%,11.84%,Upgrade
20,FCF Yield,-2.77%,-2.06%,-6.08%,12.27%,23.56%,13.72%,-1.07%,-7.63%,-1.76%,10.31%,11.42%,Upgrade
21,Dividend Yield,3.19%,-,6.51%,5.85%,-,-,-,-,-,6.92%,5.87%,Upgrade
22,Buyback Yield / Dilution,0.01%,0.02%,-,-,0.05%,-2.48%,-2.96%,0.96%,1.52%,-0.14%,-0.30%,Upgrade
23,Total Shareholder Return,3.20%,0.02%,6.51%,5.85%,0.05%,-2.48%,-2.96%,0.96%,1.52%,6.77%,5.56%,Upgrade
