,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2022,Q2 2023,Q1 2023,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,20.25,20.25,27.45,27.45,38.55,-,13.14,-,-,-,50.62,-,33.54,-,31.51,-,30.11,-,39.16,-,Upgrade
1,Trading Asset Securities,1.54,1.54,1.55,1.55,1.79,-,2.34,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,21.78,21.78,29,29,40.34,32,15.48,-,-,50.62,50.62,-,33.54,31.51,31.51,-,30.11,39.16,39.16,-,Upgrade
3,Cash Growth,-46.00%,-31.91%,87.37%,-,-,-36.80%,-69.43%,-,-,60.64%,60.64%,-,11.37%,-19.52%,-19.52%,-,-12.88%,30.56%,30.56%,-,Upgrade
4,Accounts Receivable,25.16,25.16,35.33,35.33,32.42,-,40.76,-,-,-,39.42,-,29.26,-,36.05,-,15.68,-,13.79,-,Upgrade
5,Other Receivables,5.64,5.64,8.85,8.85,12.84,-,19.58,-,-,-,10.11,-,2.67,-,2.25,-,0.41,-,0.17,-,Upgrade
6,Receivables,30.8,30.8,44.18,44.18,45.26,-,60.34,-,-,-,49.53,-,31.93,-,38.3,-,16.09,-,13.95,-,Upgrade
7,Inventory,6.21,6.21,5.72,5.72,5.42,-,7.06,-,-,-,4.26,-,3.83,-,3.69,-,3.76,-,3.16,-,Upgrade
8,Other Current Assets,36.08,36.08,29.04,29.04,28.88,-,30.3,-,-,-,22.25,-,20.57,-,20.7,-,20.66,-,20.53,-,Upgrade
9,Total Current Assets,94.87,94.87,107.93,107.93,119.89,-,113.17,-,-,-,126.67,-,89.86,-,94.2,-,70.62,-,76.8,-,Upgrade
10,"Property, Plant & Equipment",30.19,30.19,21.68,21.68,14.99,-,15.93,-,-,-,17.21,-,17.06,-,19.41,-,17.4,-,18.17,-,Upgrade
11,Other Intangible Assets,4.89,4.89,4.94,4.94,4.98,-,5.02,-,-,-,5.11,-,5.2,-,5.25,-,4.79,-,4.93,-,Upgrade
12,Long-Term Deferred Tax Assets,0.59,0.59,0.54,0.54,1.23,-,0.52,-,-,-,0.32,-,0.21,-,0.33,-,0.3,-,0.14,-,Upgrade
13,Other Long-Term Assets,16.78,16.78,16.77,16.77,16.99,-,37.69,-,-,-,13.82,-,13.52,-,10.14,-,14.47,-,9.94,-,Upgrade
14,Total Assets,147.32,147.32,151.85,151.85,158.08,-,172.33,-,-,-,163.13,-,125.85,-,129.32,-,107.56,-,109.98,-,Upgrade
15,Accounts Payable,4.09,4.09,4.96,4.96,5.09,-,6.75,-,-,-,4.33,-,5.97,-,5.07,-,4.69,-,3.89,-,Upgrade
16,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,0.42,-,-,-,-,-,-,-,Upgrade
17,Current Portion of Leases,-,-,-,-,0.48,-,-,-,-,-,-,-,-,-,0.56,-,0.03,-,0.21,-,Upgrade
18,Current Income Taxes Payable,1.2,1.2,1.15,1.15,1.23,-,3.64,-,-,-,2.29,-,2.13,-,3.16,-,2,-,2.16,-,Upgrade
19,Current Unearned Revenue,0.13,0.13,0.13,0.13,0.36,-,0.38,-,-,-,3.58,-,0.1,-,0.47,-,1.01,-,1.83,-,Upgrade
20,Other Current Liabilities,15.47,15.47,15.81,15.81,19.11,-,19.22,-,-,-,18.92,-,15.48,-,16.86,-,12.34,-,13.2,-,Upgrade
21,Total Current Liabilities,20.88,20.88,22.04,22.04,26.27,-,29.99,-,-,-,29.12,-,24.09,-,26.12,-,20.07,-,21.29,-,Upgrade
22,Long-Term Leases,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.01,-,-,-,-,-,Upgrade
23,Long-Term Unearned Revenue,0.15,0.15,0.16,0.16,0.17,-,0.1,-,-,-,0.2,-,0.24,-,0.29,-,0.34,-,0.39,-,Upgrade
24,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,0.02,-,-,-,0.02,-,-,-,0,-,-,-,-,-,Upgrade
25,Other Long-Term Liabilities,10.47,10.47,10.18,10.18,9.92,-,9.53,-,-,-,9.05,-,8.81,-,8.58,-,8.36,-,8.14,-,Upgrade
26,Total Liabilities,31.5,31.5,32.38,32.38,36.35,-,39.64,-,-,-,38.38,-,33.14,-,36.01,-,28.77,-,29.81,-,Upgrade
