,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2022,Q2 2023,Q1 2023,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 2, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,20,28,19,21,24,24,32,40,49,49,46,73,47,46,40,51,47,35,42,44,43,Upgrade
1,Market Cap Growth,-11.88%,17.11%,-40.10%,-45.78%,-51.61%,-50.97%,-30.34%,-45.87%,5.08%,6.90%,16.00%,43.75%,-0.00%,32.33%,-4.32%,16.82%,9.38%,-62.32%,-65.56%,-72.92%,-71.02%,Upgrade
2,Enterprise Value,-4,-3,-12,-21,-19,-9,15,16,25,-13,-16,33,7,11,4,17,14,-8,-2,6,4,Upgrade
3,Last Close Price,0.13,0.18,0.12,0.14,0.15,0.15,0.20,0.25,0.31,0.31,0.29,0.46,0.44,0.43,0.38,0.48,0.53,0.39,0.47,0.49,0.48,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,7.76,4.91,3.94,-,6.54,4.29,4.99,-,5.88,11.29,-,-,5.26,-0.68,Upgrade
5,PS Ratio,0.28,0.40,0.28,0.31,0.33,0.33,0.40,0.46,0.59,0.56,0.52,0.84,0.56,0.57,0.56,0.77,0.80,0.67,0.71,0.67,0.66,Upgrade
6,PB Ratio,0.16,0.22,0.15,0.17,0.18,0.19,0.24,0.26,-,-,0.30,0.48,-,0.41,0.36,0.46,-,0.40,0.47,0.49,-,Upgrade
7,P/TBV Ratio,0.23,0.23,0.16,0.17,0.19,0.19,0.25,0.27,-,-,0.31,0.50,-,0.44,0.38,0.49,-,0.43,0.50,0.52,-,Upgrade
8,P/OCF Ratio,-,-10.54,-4.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,-,-,-,-,-,-,0.18,0.19,0.30,-,-,0.38,0.09,0.13,0.06,0.25,0.24,-,-,0.09,0.06,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,3.49,21.75,-,-,6.84,0.68,1.12,-,2.17,3.94,-,-,0.69,-0.06,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,2.71,9.52,-,-,-,0.91,1.51,-,2.94,7.56,-,-,0.85,-0.06,Upgrade
12,Debt / Equity Ratio,-,-,-,-,-,0.00,0.01,-,-,-,-,-,-,0.00,0.02,0.02,-,0.00,0.00,0.00,-,Upgrade
13,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,-,0.08,-,-,-,0.03,-,Upgrade
14,Asset Turnover,0.38,0.38,0.48,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
15,Inventory Turnover,7.31,5.63,5.87,8.33,8.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Quick Ratio,2.52,2.52,2.52,3.32,3.32,3.26,-,2.53,-,-,-,3.44,-,2.72,-,2.67,-,2.30,-,2.50,-,Upgrade
17,Current Ratio,4.54,4.54,4.54,4.90,4.90,4.56,-,3.77,-,-,-,4.35,-,3.73,-,3.61,-,3.52,-,3.61,-,Upgrade
18,Return on Equity (ROE),-5.61%,-5.52%,-3.37%,-3.34%,-9.11%,-,7.77%,-,-,-3.30%,-,-,2.20%,-4.72%,-,-,-1.68%,-3.22%,-,-,Upgrade,
19,Return on Assets (ROA),-3.70%,-3.64%,-4.58%,-4.49%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
20,Return on Capital (ROIC),-4.71%,-4.63%,-5.82%,-5.76%,-8.53%,-,5.20%,-,-,-1.86%,-,-,1.81%,-3.43%,-,-,-1.95%,-3.45%,-,-,Upgrade,
21,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,3.75%,-,-,-,-,-,5.76%,-,4.61%,-,-,-,6.68%,-,Upgrade
22,Earnings Yield,-29.07%,-20.58%,-35.97%,-35.73%,-16.36%,-6.79%,11.04%,12.88%,20.35%,25.38%,24.61%,15.29%,23.29%,20.03%,20.41%,17.02%,8.86%,11.91%,16.07%,19.01%,-147.06%,Upgrade
23,FCF Yield,-111.41%,-78.86%,-96.29%,-72.36%,-33.10%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Buyback Yield / Dilution,-,-,-,-,-,-,-21.02%,-100.00%,-100.00%,-83.33%,-31.72%,-18.64%,-18.64%,-29.43%,-48.84%,-,-,-,-9.01%,-20.00%,Upgrade,
25,Total Shareholder Return,-,-,-,-,-,-,-21.02%,-100.00%,-100.00%,-83.33%,-31.72%,-18.64%,-18.64%,-29.43%,-48.84%,-,-,-,-9.01%,-20.00%,Upgrade,
