,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019",+2 Quarters
0,Revenue,746.51,168.02,763.09,1329,3846,4812,6430,2655,15544,8587,Upgrade
1,Revenue Growth (YoY),-2.17%,-87.35%,-80.16%,-72.39%,-40.19%,81.23%,-58.63%,-69.08%,-13.73%,24.58%,Upgrade
2,Cost of Revenue,729.34,-244.6,1047,1062,3336,4501,6166,2384,15009,7021,Upgrade
3,Gross Profit,17.17,412.62,-283.76,266.23,509.83,310.61,264.62,270.62,535.93,1566,Upgrade
4,"Selling, General & Admin",180.77,99.54,135.14,148.34,166.01,340,482.88,375.71,655.95,449.15,Upgrade
5,Other Operating Expenses,1063,-237.99,1045,317.9,146.02,137.5,13.47,19.49,-14.25,18.06,Upgrade
6,Operating Expenses,1244,-138.46,1180,466.24,312.03,477.5,507.19,395.2,641.7,467.21,Upgrade
7,Operating Income,-1226,551.07,-1464,-200.01,197.8,-166.89,-242.57,-124.58,-105.77,1098,Upgrade
8,Interest Expense,-85.45,-54.54,-57.89,-128.05,-138.43,-670.38,-1165,-317.6,-807.62,-58.36,Upgrade
9,Interest & Investment Income,3.26,4.24,2.11,3,2.46,10.11,18.66,20.18,-,87.77,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-2.37,-1.44,-1.17,-0.85,Upgrade
11,Currency Exchange Gain (Loss),-0.67,3.01,-3.01,10.74,-10.74,-1.6,10.26,-1.8,5.45,2.54,Upgrade
12,Other Non Operating Income (Expenses),13.43,-790.66,23.53,1136,6.19,28.42,19.3,31.58,80.7,38.41,Upgrade
13,EBT Excluding Unusual Items,-1296,-286.88,-1499,821.25,57.3,-800.33,-1362,-393.66,-828.42,1168,Upgrade
14,Gain (Loss) on Sale of Investments,175.21,-6,4,-17.62,-,-,-,-,-71.67,-,Upgrade
15,Gain (Loss) on Sale of Assets,-174.46,-670.44,1678,316.42,63.46,-1.9,-0.01,-0.01,-0.07,-0.03,Upgrade
16,Asset Writedown,-81.73,73.67,-,456.41,-,-,478.62,-,-0.56,-,Upgrade
17,Other Unusual Items,-,-35.36,-,-194.88,94.21,-,0.16,-,-,-,Upgrade
18,Pretax Income,-1377,-925.01,182.25,1382,214.96,-802.24,-883.21,-393.67,-900.71,1168,Upgrade
19,Income Tax Expense,-21.99,-8.72,16.19,427.5,150.19,172.6,470.9,97.25,1219,741.32,Upgrade
20,Earnings From Continuing Operations,-1355,-916.3,166.05,954.08,64.78,-974.84,-1354,-490.93,-2120,426.66,Upgrade
21,Minority Interest in Earnings,89.09,-25.11,-10.27,-73.59,21.43,53.64,-213.2,32.84,-430.96,-297.59,Upgrade
22,Net Income,-1266,-941.41,155.78,880.49,86.2,-921.2,-1567,-458.08,-2551,129.08,Upgrade
23,Net Income to Common,-1266,-941.41,155.78,880.49,86.2,-921.2,-1567,-458.08,-2551,129.08,Upgrade
24,Net Income Growth,-,-,80.72%,-,-,-,-,-,-,-37.30%,Upgrade
25,Shares Outstanding (Basic),2705,2489,2282,1921,1604,1604,1604,1604,1604,1604,Upgrade
26,Shares Outstanding (Diluted),2705,2489,2282,1922,1604,1604,1604,1604,1604,1604,Upgrade
27,Shares Change (YoY),18.50%,29.53%,42.29%,19.80%,-0.00%,-,0.00%,-,-,-,Upgrade
28,EPS (Basic),-0.47,-0.38,0.07,0.46,0.05,-0.57,-0.98,-0.29,-1.59,0.08,Upgrade
29,EPS (Diluted),-0.47,-0.38,0.07,0.46,0.05,-0.57,-0.98,-0.29,-1.59,0.08,Upgrade
30,EPS Growth,-,-,27.00%,-,-,-,-,-,-,-37.30%,Upgrade
31,Free Cash Flow,-133.83,-141.44,3.34,21.57,-137.06,-179.51,604.41,-22.67,120.66,-39.84,Upgrade
32,Free Cash Flow Per Share,-0.05,-0.06,0.00,0.01,-0.09,-0.11,0.38,-0.01,0.08,-0.02,Upgrade
33,Operating Margin,-164.28%,327.99%,-191.88%,-15.05%,5.14%,-3.47%,-3.77%,-4.69%,-0.68%,12.79%,Upgrade
34,Profit Margin,-169.55%,-560.30%,20.41%,66.27%,2.24%,-19.15%,-24.37%,-17.25%,-16.41%,1.50%,Upgrade
35,Free Cash Flow Margin,-17.93%,-84.18%,0.44%,1.62%,-3.56%,-3.73%,9.40%,-0.85%,0.78%,-0.46%,Upgrade
36,EBITDA,-1224,554.06,-1462,-199.05,201.53,-165.27,-238.24,-117.02,-96.95,1104,Upgrade
37,D&A For EBITDA,2.67,2.99,2.34,0.96,3.72,1.62,4.33,7.57,8.82,5.91,Upgrade
38,EBIT,-1226,551.07,-1464,-200.01,197.8,-166.89,-242.57,-124.58,-105.77,1098,Upgrade
