,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,5042,31118,30501,18230,4371,31875,31277,21722,4163,29023,57072,8933,4947,31399,53432,21760,4921,35757,59081,690.78,Upgrade
1,Revenue Growth (YoY),15.34%,-2.37%,-2.48%,-16.08%,5.00%,9.83%,-45.20%,143.17%,-15.85%,-7.57%,6.81%,-58.95%,0.52%,-12.19%,-9.56%,3050.04%,-62.13%,-51.29%,-24.66%,-87.55%,Upgrade
2,Cost of Revenue,2166,19707,19063,11024,1929,20084,20105,14641,-830.28,20093,42091,5624,1791,22295,41276,20049,1066,31549,48891,719.2,Upgrade
3,Gross Profit,2876,11411,11438,7206,2442,11791,11172,7081,4993,8929,14981,3309,3156,9104,12156,1711,3855,4208,10191,-28.42,Upgrade
4,"Selling, General & Admin",2462,7313,7288,4936,1918,7553,7205,5087,4218,6593,8935,1975,5767,6059,8268,2527,5589,4553,8834,1740,Upgrade
5,Operating Expenses,2462,7313,7288,4936,1918,7553,7205,5087,4218,6593,8935,1975,5767,6059,8268,2527,5589,4553,8834,1740,Upgrade
6,Operating Income,413.92,4097,4150,2270,523.31,4238,3967,1994,774.97,2337,6046,1334,-2611,3044,3887,-816.05,-1734,-344.97,1357,-1768,Upgrade
7,Interest Expense,-212.7,-274.96,-245.84,-205.01,-255.1,-294.57,-362.6,-372.21,-,-358.7,-1827,-1355,-1427,-469.78,-1496,-1175,-28.16,-0.75,-139.94,-,Upgrade
8,Interest & Investment Income,6154,1448,1187,1349,5307,1363,1684,1373,2898,1069,3922,2344,7729,1806,2983,2107,5054,2625,4072,847.32,Upgrade
9,Earnings From Equity Investments,-,-,429.5,214.75,-,-,-,-28.1,547.21,-,-,-,-,-,-,-,-,-,-,-,Upgrade
