,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,27.81,46.42,31.11,62.13,26.94,43.58,44.4,30.51,43.38,-,Upgrade
1,Revenue Growth (YoY),-10.62%,-25.28%,15.47%,42.57%,-39.32%,42.85%,2.34%,-,-9.45%,-,Upgrade
2,Cost of Revenue,20.26,44.1,23.37,75.09,20.26,36.44,29.63,29.31,31.24,-,Upgrade
3,Gross Profit,7.55,2.32,7.74,-12.96,6.68,7.14,14.77,1.2,12.15,-,Upgrade
4,"Selling, General & Admin",30.78,25.5,26.22,29.59,27.87,33.83,30.28,30.95,27.01,-,Upgrade
5,Other Operating Expenses,-,-2.49,-,-4.21,5.34,2.46,3.37,5.26,8.04,-,Upgrade
6,Operating Expenses,33.23,33.27,34.13,26.62,33.39,44.23,34.78,44.12,48.43,-,Upgrade
7,Operating Income,-25.69,-30.95,-26.38,-39.58,-26.71,-37.09,-20.01,-42.92,-36.29,-,Upgrade
8,Interest Expense,-6.76,-9.78,-9.61,-8.5,-14.63,-22.48,-22.22,-31.01,-23.85,-,Upgrade
9,Interest & Investment Income,0.28,0.08,0.01,0.28,0.04,0.03,0.02,0.16,0.38,-,Upgrade
10,Earnings From Equity Investments,-0.46,-6.81,-0.8,-2.96,-1.88,-318.03,-0.14,-41.01,-0.04,-,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,-0.61,0.61,-,-,-,Upgrade
12,Other Non Operating Income (Expenses),0.36,-21.01,-1.81,2.26,2.24,9.93,9.38,14.28,4.73,-,Upgrade
13,EBT Excluding Unusual Items,-32.27,-68.48,-38.59,-48.5,-40.94,-368.26,-32.36,-100.5,-55.06,-,Upgrade
14,Impairment of Goodwill,-,-,-,-,-,-,-,-2.1,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,0.48,-,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-,-2.36,-,0.26,4.49,-3.18,0.86,-,-,-,Upgrade
17,Asset Writedown,-,-283.66,-,-65.17,-,-5.34,-7.93,-38.1,-36.67,-,Upgrade
18,Other Unusual Items,8.07,-,-,-,-,-,-,-,-,-,Upgrade
19,Pretax Income,-24.2,-354.5,-38.59,-112.93,-36.45,-376.77,-39.44,-140.69,-91.73,-,Upgrade
20,Income Tax Expense,0.34,1.29,1.83,-0.84,-0.21,1.66,0.02,-2.01,-0.02,-,Upgrade
21,Earnings From Continuing Operations,-24.54,-355.79,-40.43,-112.09,-36.24,-378.43,-39.46,-138.68,-91.71,-,Upgrade
22,Earnings From Discontinued Operations,-,-,-,-,-,-,-,0.71,-0.71,-,Upgrade
23,Net Income to Company,-24.54,-355.79,-40.43,-112.09,-36.24,-378.43,-39.46,-137.97,-92.42,-,Upgrade
24,Minority Interest in Earnings,0.02,0.03,0.04,0.04,0.04,0.04,0.07,0.08,0.08,-,Upgrade
25,Net Income,-24.53,-355.76,-40.38,-112.05,-36.2,-378.39,-39.39,-137.89,-92.35,-,Upgrade
26,Net Income to Common,-24.53,-355.76,-40.38,-112.05,-36.2,-378.39,-39.39,-137.89,-92.35,-,Upgrade
27,Shares Outstanding (Basic),975,502,267,251,222,219,206,193,160,-,Upgrade
28,Shares Outstanding (Diluted),975,502,267,251,222,219,206,193,160,-,Upgrade
29,Shares Change (YoY),265.04%,99.52%,20.58%,15.01%,7.56%,13.33%,28.91%,-,15.83%,-,Upgrade
30,EPS (Basic),-0.03,-0.71,-0.15,-0.45,-0.16,-1.73,-0.19,-0.71,-0.58,-,Upgrade
31,EPS (Diluted),-0.03,-0.71,-0.15,-0.45,-0.16,-1.73,-0.19,-0.71,-0.58,-,Upgrade
32,Free Cash Flow,-11.82,29.77,-39.42,-69.53,-20.59,-155.14,67.26,-76.49,-0.73,-,Upgrade
33,Free Cash Flow Per Share,-0.01,0.06,-0.15,-0.28,-0.09,-0.71,0.33,-0.40,-0.00,-,Upgrade
34,Operating Margin,-92.38%,-66.67%,-84.81%,-63.70%,-99.15%,-85.12%,-45.08%,-140.69%,-83.64%,-,Upgrade
35,Profit Margin,-88.21%,-766.33%,-129.82%,-180.34%,-134.37%,-868.31%,-88.71%,-451.99%,-212.86%,-,Upgrade
36,Free Cash Flow Margin,-42.50%,64.13%,-126.73%,-111.91%,-76.43%,-356.00%,151.49%,-250.74%,-1.68%,-,Upgrade
37,EBITDA,-17.45,-15,-17.67,-24.82,-15.62,-23.18,-6.42,-25.55,-28.23,-,Upgrade
38,D&A For EBITDA,8.24,15.95,8.72,14.76,11.09,13.91,13.6,17.37,8.06,13.22,Upgrade
39,EBIT,-25.69,-30.95,-26.38,-39.58,-26.71,-37.09,-20.01,-42.92,-36.29,-,Upgrade
