,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,417,639,639,550,812,652,748,876,777,734,871,Upgrade
1,Market Cap Growth,16.28%,16.28%,-21.26%,-15.69%,8.55%,-25.55%,-3.77%,19.36%,-10.71%,-9.21%,29.99%,Upgrade
2,Enterprise Value,317,442,383,340,615,434,528,693,740,715,909,Upgrade
3,Last Close Price,0.66,1.00,0.92,0.79,1.17,0.94,1.07,1.25,1.14,1.08,1.28,Upgrade
4,PE Ratio,-,-,-,-,-,-,57.16,40.48,-37.96,-,-,Upgrade
5,Forward PE,-,23.26,23.26,23.26,23.26,23.26,23.26,23.26,23.26,23.26,23.26,Upgrade
6,PS Ratio,1.31,1.98,2.09,1.88,2.08,1.31,1.42,1.63,1.73,1.82,1.74,Upgrade
7,PB Ratio,0.71,1.07,0.96,0.82,1.15,0.84,0.91,1.09,1.01,1.04,1.17,Upgrade
8,P/TBV Ratio,1.07,1.07,0.97,0.82,1.15,0.84,0.92,1.10,1.02,1.04,1.17,Upgrade
9,P/FCF Ratio,-,-,-,11.71,72.95,-,-,5.45,5.56,-,50.55,Upgrade
10,P/OCF Ratio,-,-,-,11.24,57.58,-,-,5.13,5.17,-,26.03,Upgrade
11,PEG Ratio,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,Upgrade
12,EV/Sales Ratio,0.98,1.37,1.25,1.16,1.58,0.87,1.00,1.29,1.64,1.77,1.82,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,63.48,20.18,-50.20,-,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-24.12,-,-,Upgrade
15,EV/FCF Ratio,-2.62,-,-,7.23,55.27,-,-,4.31,5.29,-,52.80,Upgrade
16,Debt / Equity Ratio,0.00,0.00,0.00,0.02,0.02,0.02,0.03,0.05,0.05,0.10,0.12,Upgrade
17,Debt / FCF Ratio,-,-,-,0.23,1.41,-,-,0.23,0.29,-,5.09,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-3.95%,-,-,Upgrade
19,Earnings Yield,-5.83%,-3.80%,-4.11%,-8.88%,-5.68%,-0.01%,1.75%,2.47%,-2.63%,-5.69%,-4.51%,Upgrade
20,FCF Yield,-29.04%,-18.95%,-9.13%,8.54%,1.37%,-2.65%,-0.63%,18.35%,17.98%,7.99%,1.98%,Upgrade
21,Buyback Yield / Dilution,-,-,-,2.74%,1.27%,-5.71%,-4.13%,-0.00%,-0.15%,-0.28%,Upgrade,
22,Total Shareholder Return,10.40%,-,-,-,2.74%,1.27%,-5.71%,-4.13%,-0.00%,-0.15%,-0.28%,Upgrade
