,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,281.53,262.86,307.78,256.11,271.09,164.52,261.94,320.71,255.6,169.55,103.48,506.95,61.11,-,-,46.97,-,44.77,44.77
1,Short-Term Investments,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,60.04,80.43,141.02,100.01,187.24,246.31,193.99,103.49,210.73,300.24,366,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,341.57,343.28,448.81,386.12,458.32,410.82,455.93,424.2,466.34,469.79,469.48,506.95,61.11,-,46.97,46.97,44.77,44.77,44.77
4,Cash Growth,-25.47%,-16.44%,-1.56%,-8.98%,-1.72%,-12.55%,-2.89%,-16.32%,663.06%,-,899.61%,979.41%,36.49%,-,4.89%,-,-,-,-
5,Accounts Receivable,209.44,231.12,228.94,269.78,255.71,236.92,233.64,241.17,221.89,194.47,204.27,193.67,171.27,-,-,134.9,-,95.63,95.63
6,Other Receivables,2.93,3.76,1.93,2.93,4.47,4.26,4.13,4.17,4.4,-0.79,6.09,3.57,1.92,-,-,-0.36,-,0.25,0.25
7,Receivables,212.37,234.88,230.88,272.71,260.17,241.18,237.77,245.34,226.29,193.68,210.36,197.25,173.19,-,-,134.54,-,95.87,95.87
8,Inventory,119.3,123.09,126.29,110.73,99.5,88.82,104.76,88.92,90.83,98.06,80.77,69.66,61.86,-,-,48.26,-,48.57,48.57
9,Prepaid Expenses,-,1.41,-,1.04,-,1.42,-,0.75,-,0.27,-,0.25,-,-,-,4.06,-,0.31,0.31
10,Other Current Assets,27.39,24.46,27.48,11.72,17.97,8.31,8.11,10.6,12.61,14.24,7.1,6.28,6.99,-,-,4.88,-,12.51,12.51
11,Total Current Assets,700.63,727.12,833.45,782.32,835.97,750.54,806.57,769.81,796.07,776.04,767.7,780.39,303.15,-,-,238.71,-,202.04,202.04
12,"Property, Plant & Equipment",380.54,372.9,352.86,311.03,244.88,232.09,227.12,218.71,191.06,159.37,145.33,146.29,143.67,-,-,115.53,-,102.04,102.04
13,Long-Term Investments,21.41,20.94,20.68,20.92,21.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Other Intangible Assets,53.27,53.66,54.06,54.37,54.68,55.04,55.23,55.62,55.6,46.3,46.53,46.86,47.21,-,-,48.19,-,37.45,37.45
15,Long-Term Deferred Tax Assets,1.1,1.02,2.84,2.1,5.92,6.02,8.68,1.9,4.5,4.31,4.23,4.54,4.11,-,-,4.06,-,3.74,3.74
16,Long-Term Deferred Charges,117.56,117.72,117.49,117.56,85.1,81.6,73.81,74.62,66.69,58.07,45.21,40.27,36.63,-,-,28.78,-,31.59,31.59
17,Other Long-Term Assets,2.19,4.02,3.9,6.08,5.78,4.39,4.91,2.78,1.82,25.47,1.82,2.21,4.29,-,-,2.75,-,1.04,1.04
18,Total Assets,1277,1297,1385,1294,1254,1130,1176,1123,1116,1070,1011,1021,539.06,-,-,438.01,-,377.89,377.89
19,Accounts Payable,77.48,66.48,74.65,116.74,69.79,51.52,57.58,67.43,69.95,60.55,43.34,48.92,52.83,-,-,50.99,-,21.4,21.4
20,Accrued Expenses,5.66,7.27,4.47,11.34,6.7,9.87,4.71,13.29,6.17,8.16,4.38,11.54,5.9,-,-,11.79,-,5.39,5.39
21,Short-Term Debt,191.14,220.15,260.25,180.15,174.72,101.74,130.12,80.07,80,70.04,21.02,27.99,42.9,-,-,5.01,-,13.02,13.02
22,Current Portion of Long-Term Debt,-,50.03,72.45,20.02,-,-,3.83,-,4.3,-,3.06,10.01,-,-,-,-,-,-,-
23,Current Portion of Leases,52.98,2.88,-,2.92,3.2,3.74,-,4.93,-,3.96,-,3.06,-,-,-,-,-,-,-
24,Current Income Taxes Payable,2.75,0,2.68,1.71,10.79,3.08,5,5.15,9.69,2.73,6.7,2.01,5.49,-,-,4.64,-,1.01,1.01
25,Current Unearned Revenue,0.47,0.76,0.58,0.53,1.18,1.39,1.59,1.4,0.66,1.48,1.71,0.46,15.12,-,-,0.72,-,2.7,2.7
26,Other Current Liabilities,0.2,0.28,0.25,0.32,0.71,0.49,0.49,0.39,4.78,1.7,1.75,0.28,0.39,-,-,0.76,-,6.23,6.23
27,Total Current Liabilities,330.66,347.85,415.32,333.73,267.09,171.83,203.33,172.66,175.55,148.62,81.97,104.27,122.63,-,-,73.91,-,49.74,49.74
28,Long-Term Debt,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,Long-Term Leases,1.24,1.48,1.07,1.51,2.08,2.66,2.59,3.08,4.16,4.96,4.66,5.21,6.49,-,-,-,-,-,-
30,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,0.53,-,-,0.8,-,3.4,3.4
31,Long-Term Deferred Tax Liabilities,4.71,4.7,5.04,4.86,7.96,7.93,8.26,1.84,6.99,6.47,6.14,6.39,2.45,-,-,2.92,-,2.03,2.03
32,Total Liabilities,336.62,354.03,421.43,340.1,297.14,182.42,214.19,177.58,186.71,160.06,92.77,115.88,132.11,-,-,77.62,-,55.17,55.17
33,Common Stock,169,169,169,169,169,169,130,130,130,130,100,100,75,-,-,75,-,75,75
34,Additional Paid-In Capital,511.34,511.34,511.34,511.34,511.49,513.05,554.07,552.02,547.08,547.08,577.08,577.08,118.51,-,-,118.51,-,118.51,118.51
35,Retained Earnings,259.45,262.71,283.19,273.6,275.86,264.85,277.72,263.48,251.95,232.43,240.98,227.61,213.44,-,-,166.88,-,129.21,129.21
36,Total Common Equity,939.78,943.05,963.53,953.94,956.35,946.9,961.78,945.5,929.03,909.51,918.06,904.68,406.95,-,360.39,360.39,322.72,322.72,322.72
37,Minority Interest,0.3,0.31,0.33,0.34,0.34,0.35,0.35,0.36,0,0.01,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,940.08,943.36,963.86,954.28,956.69,947.25,962.13,945.86,929.03,909.51,918.06,904.68,406.95,-,360.39,360.39,322.72,322.72,322.72
39,Total Liabilities & Equity,1277,1297,1385,1294,1254,1130,1176,1123,1116,1070,1011,1021,539.06,-,-,438.01,-,377.89,377.89
40,Total Debt,245.35,274.54,333.77,204.6,200,108.13,136.55,88.08,88.47,78.97,28.74,46.27,49.39,-,5.01,5.01,13.02,13.02,13.02
41,Net Cash (Debt),96.21,68.74,115.04,181.52,258.32,302.69,319.38,336.12,377.87,390.83,440.74,460.68,11.73,-,41.96,41.96,31.76,31.76,31.76
42,Net Cash Growth,-62.75%,-77.29%,-63.98%,-46.00%,-31.64%,-22.55%,-27.54%,-27.04%,3122.66%,-,950.36%,997.90%,-63.08%,-,32.12%,-,-,-,-
43,Net Cash Per Share,0.66,0.45,0.72,0.97,1.63,1.84,1.79,2.03,2.17,2.42,2.53,3.36,0.09,-,0.34,0.32,0.25,0.25,0.25
44,Filing Date Shares Outstanding,169,169,169,169,169,169,169,169,169,169,169,169,126.75,127.77,123.64,169,125.91,126.75,126.75
45,Total Common Shares Outstanding,169,169,169,169,169,169,169,169,169,169,169,169,126.75,127.77,123.64,126.75,125.91,126.75,126.75
46,Working Capital,369.96,379.27,418.13,448.59,568.88,578.71,603.24,597.15,620.52,627.42,685.73,676.12,180.52,-,-,164.8,-,152.29,152.29
47,Book Value Per Share,5.56,5.58,5.70,5.64,5.66,5.60,5.69,5.59,5.50,5.38,5.43,5.35,3.21,-,2.84,2.84,2.55,2.55,2.55
48,Tangible Book Value,886.52,889.38,909.47,899.57,901.68,891.86,906.55,889.88,873.43,863.2,871.52,857.82,359.74,-,312.2,312.2,285.27,285.27,285.27
49,Tangible Book Value Per Share,5.25,5.26,5.38,5.32,5.34,5.28,5.36,5.27,5.17,5.11,5.16,5.08,2.84,-,2.46,2.46,2.25,2.25,2.25
50,Buildings,-,221.17,-,91.48,-,91.45,-,91.12,-,90.28,-,90.15,-,-,-,84.49,-,30.63,30.63
51,Machinery,-,163.03,-,136.05,-,128.78,-,125.51,-,103.85,-,91.29,-,-,-,61.86,-,57.19,57.19
52,Construction In Progress,-,76.27,-,161.29,-,80.23,-,61.22,-,14.79,-,8.4,-,-,-,9.34,-,48.58,48.58
