,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,189.85,195.49,265.82,247.01,182.76,201.68,222.89,280.72,239.37,-,220.11,221.24,325.83,332.18,325.93,300.49,319.8,437.35,366.17,393.93,Upgrade
1,Trading Asset Securities,1.38,1.09,1.32,1.46,1.35,1.44,1.49,1.49,1.56,-,1.92,1.97,2.11,1.58,1.54,1.52,1.68,1.55,1.66,1.52,Upgrade
2,Cash & Short-Term Investments,191.23,196.58,267.14,248.47,184.11,203.12,224.38,282.21,240.92,-,222.03,223.21,327.94,333.76,327.48,302.01,321.48,438.89,367.82,395.46,Upgrade
3,Cash Growth,3.87%,-3.22%,19.06%,-11.95%,-23.58%,-,1.06%,26.43%,-26.53%,-,-32.20%,-26.09%,2.01%,-23.95%,-10.97%,-23.63%,-12.99%,-2.49%,10.10%,-17.29%,Upgrade
4,Accounts Receivable,661.07,705.46,743.09,928.63,1121,1043,879.31,903.72,966.02,-,876.49,1023,992.88,978.16,989.57,1101,837.24,839.59,814.33,913.76,Upgrade
5,Other Receivables,10.67,10.16,52.16,31.82,16.01,21.83,24.41,61.48,23.7,-,20.5,13.82,41.08,38.12,22.31,19.16,31.97,36.24,33.74,28.62,Upgrade
6,Receivables,671.74,715.62,795.24,960.45,1137,1065,903.72,965.2,989.72,-,896.99,1037,1034,1016,1012,1120,869.21,875.82,848.06,942.38,Upgrade
7,Inventory,458.82,469.53,550.08,480.15,552.88,634.88,697.25,545.3,496.21,-,553.63,499.88,518.87,473.2,497.91,388.74,623.03,624.5,624.39,636.69,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,73.42,57.76,78.09,32.19,45.03,50.85,90.8,73.61,98.16,-,138.15,84.73,165.92,140.96,123.55,117.77,207.12,200.07,268.16,192.55,Upgrade
10,Total Current Assets,1395,1440,1691,1721,1919,1953,1916,1866,1825,-,1811,1845,2047,1964,1961,1928,2021,2139,2108,2167,Upgrade
11,"Property, Plant & Equipment",543.16,550,558.03,566.86,581.66,592.24,602.13,615.11,625.92,-,655.94,671.03,659.66,673.3,708.69,724.21,738.97,751.21,759.91,780.7,Upgrade
12,Long-Term Investments,149.03,218.77,148.99,151,210.33,210.31,212.8,148.32,257.69,-,263.87,263.85,260.21,257.55,257.3,249.9,246.5,249.34,250.43,253.76,Upgrade
13,Other Intangible Assets,85.78,87.15,88.52,89.9,91.28,92.66,94.05,95.44,96.85,-,99.62,101.02,102.42,103.82,105.29,106.73,108.16,109.61,111.1,112.59,Upgrade
14,Long-Term Deferred Tax Assets,57.55,57.43,57.45,57.61,56.41,54.12,54.21,56.94,45.41,-,46.63,47.07,28.71,31.67,31.42,30.97,26.51,28.78,28.93,29.12,Upgrade
15,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.44,19.41,24.98,22.52,22.3,23.27,Upgrade
16,Other Long-Term Assets,68.69,0.48,68.69,68.69,0.77,0.77,0.77,68.43,0.77,-,0.65,0.65,24.78,25.01,2.63,2.23,1.92,1.34,1.87,1.39,Upgrade
17,Total Assets,2299,2353,2612,2655,2860,2904,2880,2851,2852,-,2878,2928,3122,3056,3085,3062,3168,3302,3283,3368,Upgrade
18,Accounts Payable,253.07,323.4,385.14,463.47,523.35,525.64,483.09,450.7,341.42,-,390.07,395.73,379.24,308.99,307.09,334.47,326.26,314.57,355.3,498.36,Upgrade
19,Accrued Expenses,2.05,8.86,2.48,55.46,6.56,21.55,6.01,59.46,4.67,-,5.01,70.16,3.95,48.73,4.31,75.52,4.62,30.79,8.85,72.93,Upgrade
20,Short-Term Debt,250.1,285.12,443.47,443.41,471.66,521.49,425.31,415.55,414.98,-,398.93,398.79,434.78,384.78,487.68,477.2,551.6,637.24,491.57,450.86,Upgrade
21,Current Portion of Long-Term Debt,0.09,0.02,0.13,0.05,-,-,86.17,87.16,87.17,-,2.17,2.14,51.6,51.7,49.7,49.86,0.2,0.2,23.2,33.4,Upgrade
22,Current Portion of Leases,-,0.06,-,0.06,0.06,0.06,-,0.06,-,-,-,0.06,-,-,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,11.73,0.35,7.49,1.88,8.81,0.53,17.57,0.72,15.83,-,13.17,0.19,16.34,0.2,18.43,1.25,11.75,0.24,9.26,0.17,Upgrade
24,Current Unearned Revenue,312.98,262.29,300.22,225.14,310.19,330.12,312.67,257.92,283.16,-,263.29,227.93,310.03,297.66,286.66,197.4,356.49,412.61,417.96,341.15,Upgrade
25,Other Current Liabilities,88.24,78.14,118.66,102.15,125.9,89.73,98.03,109.51,99.71,-,93.52,90.8,89.78,87.28,98.83,81.36,34.09,24.41,28.46,31.77,Upgrade
26,Total Current Liabilities,918.27,958.25,1258,1292,1447,1489,1429,1381,1247,-,1166,1186,1286,1179,1253,1217,1285,1420,1335,1429,Upgrade
27,Long-Term Debt,40,40,40,40,-,-,-,-,-,-,86,87,87,88,-,-,49.6,49.7,107.2,118.8,Upgrade
28,Long-Term Leases,0.15,0.15,0.22,0.22,0.2,0.2,0.27,0.27,0.27,-,0.31,0.31,-,-,-,-,-,-,-,-,Upgrade
29,Long-Term Unearned Revenue,21.46,23.92,24.13,26.1,28.25,30.18,30.16,32.27,32.01,-,35.19,37.48,39.89,44.29,47.35,50.48,54.73,56.62,57.97,60.68,Upgrade
30,Long-Term Deferred Tax Liabilities,0.21,0.19,0.22,0.24,0.2,0.15,0.14,0.14,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,11.88,11.88,11.88,-,-,-,-,Upgrade
