,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Market Capitalization,233,161,114,37,32,42,42,51,59,73,72,88,89,73,70,73,40,80,83,98,70,Upgrade
1,Market Cap Growth,282.69%,282.69%,172.09%,-28.57%,-45.83%,-42.67%,-41.50%,-41.67%,-34.07%,0%,2.08%,20.00%,119.28%,-7.98%,-15.29%,-25.37%,-41.96%,-15.23%,26.46%,40.67%,10.72%,Upgrade
2,Enterprise Value,274,237,190,110,105,82,82,92,99,88,87,90,91,72,69,76,44,68,71,82,54,Upgrade
3,Last Close Price,0.48,0.30,0.17,0.05,0.05,0.06,0.06,0.08,0.09,0.11,0.11,0.13,0.13,0.11,0.10,0.11,0.06,0.12,0.12,0.15,0.10,Upgrade
4,PE Ratio,2.09,1.42,1.29,0.60,-5.32,-12.14,11.62,-,4.26,4.14,6.65,-,6.87,11.66,17.32,-,-5.15,-4.73,-3.45,-,-,Upgrade
5,PS Ratio,0.29,0.20,0.16,0.07,0.07,0.09,0.10,0.12,0.12,0.14,0.14,0.20,0.27,0.37,0.44,0.54,0.34,0.75,0.97,1.21,0.94,Upgrade
6,PB Ratio,1.46,0.99,0.70,0.28,0.43,0.57,0.60,0.74,-,0.95,1.12,1.38,-,1.23,1.32,1.37,-,1.49,1.58,1.87,-,Upgrade
7,P/TBV Ratio,0.99,0.99,0.71,0.28,0.43,0.57,0.61,0.74,-,0.95,1.13,1.38,-,1.24,1.33,1.38,-,1.50,1.60,1.89,-,Upgrade
8,EV/Sales Ratio,0.34,0.29,0.27,0.20,0.25,0.18,0.19,0.21,0.21,0.17,0.18,0.20,0.28,0.36,0.44,0.57,0.37,0.64,0.83,1.02,0.73,Upgrade
9,EV/EBITDA Ratio,1.89,1.64,1.69,1.37,63.91,-17.94,-13.10,-,-,6.87,5.99,-,6.23,13.60,45.18,-,-,-5.67,-3.59,-,-,Upgrade
10,EV/EBIT Ratio,2.01,1.73,1.80,1.50,-20.95,-7.46,-6.54,-,-,11.85,9.05,-,8.68,70.80,-26.30,-,-,-4.13,-2.91,-,-,Upgrade
11,Debt / Equity Ratio,0.34,0.34,0.34,0.61,1.12,1.12,0.74,0.74,-,0.68,0.32,0.32,-,0.06,0.10,0.10,-,0.12,0.10,0.10,-,Upgrade
12,Debt / EBITDA Ratio,0.38,0.38,0.38,0.29,10.10,4.04,3.58,-,-,3.88,1.09,-,-,0.16,0.81,-,-,1.25,0.91,-,-,Upgrade
13,Asset Turnover,3.16,3.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,1.94,1.94,1.94,1.76,-,1.38,-,1.52,-,1.47,-,1.47,-,2.32,-,2.85,-,3.50,-,3.12,-,Upgrade
15,Current Ratio,2.00,2.00,2.00,1.84,-,1.48,-,1.64,-,1.65,-,1.57,-,2.56,-,3.20,-,4.16,-,3.53,-,Upgrade
16,Return on Equity (ROE),68.78%,76.09%,222.56%,1.70%,16.59%,6.91%,-,-,56.96%,21.29%,-,-,22.42%,23.00%,-,-,7.15%,0.15%,-,-,Upgrade,
17,Return on Assets (ROA),27.45%,29.25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),39.44%,39.95%,92.00%,0.64%,6.01%,4.02%,-,-,4.16%,9.76%,-,-,16.14%,2.76%,-,-,1.20%,1.01%,-,-,Upgrade,
19,Return on Capital Employed (ROCE),81.72%,81.72%,63.23%,54.13%,-,-14.52%,-,-,-,9.56%,-,-,-,1.65%,-,-,-,-29.79%,-,-,-,Upgrade
20,Earnings Yield,48.51%,70.44%,77.24%,168.04%,-18.81%,-8.24%,8.61%,11.33%,23.45%,24.13%,15.03%,11.90%,14.56%,8.58%,5.77%,1.38%,-19.41%,-21.15%,-28.97%,-28.78%,-38.33%,Upgrade
21,Dividend Yield,16.49%,30.30%,41.35%,92.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.68%,-1.19%,1.07%,1.40%,1.68%,3.59%,Upgrade,
23,Total Shareholder Return,16.49%,30.30%,41.35%,92.14%,-,-,-,-,-,-,-,-,-,-,-,0.68%,-1.19%,1.07%,1.40%,1.68%,3.59%,Upgrade
