,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q2 2018,Q1 2018,Q4 2017,Q3 2017,Q2 2017,+9 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018","Dec '17 Dec 31, 2017","Sep '17 Sep 30, 2017","Jun '17 Jun 30, 2017",+9 Quarters
0,Operating Revenue,196,172.54,76.23,174.05,178.75,199.29,160.36,175.03,191.84,217.67,154.65,177.17,177.17,102.47,102.47,62.44,62.44,52.89,52.89,37.05,Upgrade
1,Other Revenue,-5.18,5.18,-,17.58,-5.55,5.55,-,13.04,-4.96,4.96,-,4.36,4.36,0.75,0.75,-,-,-,-,-,Upgrade
2,Revenue,190.82,177.72,76.23,191.63,173.2,204.84,160.36,188.07,186.88,222.63,154.65,181.53,181.53,103.23,103.23,62.44,62.44,52.89,52.89,37.05,Upgrade
3,Revenue Growth (YoY),10.17%,-13.24%,-52.46%,1.89%,-7.32%,-7.99%,3.69%,3.60%,2.95%,115.67%,49.81%,190.74%,190.74%,95.17%,95.17%,68.51%,68.51%,-24.15%,-24.15%,-22.24%,Upgrade
4,Cost of Revenue,155.28,134.36,61.67,155.27,134.84,146.04,111.48,141.49,135.81,155.49,109.65,108.6,108.6,61.97,61.97,53.08,53.08,45.91,45.91,32.58,Upgrade
5,Gross Profit,35.54,43.36,14.56,36.36,38.36,58.81,48.87,46.58,51.07,67.14,45,72.93,72.93,41.25,41.25,9.36,9.36,6.98,6.98,4.47,Upgrade
6,"Selling, General & Admin",12.65,14.12,14.01,16.64,12.26,13.57,16.21,20.89,10.76,10.04,11.64,13.56,13.56,10.7,10.7,10.17,10.17,15,15,7.02,Upgrade
7,Research & Development,4.84,3.85,2.63,4.66,4.71,5.06,3.34,4.27,4.85,5.3,3.34,7.6,7.6,4.24,4.24,1.71,1.71,-,-,1.33,Upgrade
8,Other Operating Expenses,-0.69,2.67,0.51,4.73,0.94,1.64,0.79,5.26,1.22,0.31,0.81,2.82,2.82,0.93,0.93,-17.38,-17.38,-17.84,-17.84,-12.08,Upgrade
9,Operating Expenses,20.61,24.34,18.63,23.36,21.35,25.18,22.53,32.78,19.96,21.09,14.53,28.59,28.59,14.23,14.23,-5.5,-5.5,-2.84,-2.84,-3.73,Upgrade
10,Operating Income,14.93,19.01,-4.06,13,17.01,33.63,26.34,13.8,31.11,46.05,30.47,44.34,44.34,27.02,27.02,14.86,14.86,9.82,9.82,8.2,Upgrade
11,Interest Expense,-0.29,-0.3,-0.34,-4.95,-,-2.26,-0.14,-4.37,-0.71,-0.65,-0.83,-1.22,-1.22,-1.29,-1.29,-,-,-,-,-,Upgrade
12,Interest & Investment Income,4.96,4.59,4.72,9.31,5.25,6.9,5.38,2.26,0.26,1.18,0.91,1.21,1.21,0.97,0.97,-,-,-,-,-,Upgrade
13,Currency Exchange Gain (Loss),0,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
