,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q2 2018,Q1 2018,Q4 2017,Q3 2017,Q2 2017,+9 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018","Dec '17 Dec 31, 2017","Sep '17 Sep 30, 2017","Jun '17 Jun 30, 2017",+9 Quarters
0,Market Capitalization,2750,2808,2397,3248,3105,3545,3521,3727,3699,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-20.79%,-20.79%,-31.93%,-12.85%,-16.05%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,1987,1961,1506,2312,2170,2546,2414,3555,3528,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,9.19,9.38,7.91,10.72,10.25,11.70,11.62,12.09,12.00,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,60.59,59.33,49.60,-,35.04,36.81,33.20,32.96,33.16,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,4.51,4.41,3.87,5.03,4.25,4.88,4.76,4.92,4.92,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,1.34,1.34,1.15,1.58,1.50,1.72,1.73,1.81,1.82,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,1.44,1.44,1.22,1.66,1.58,1.81,1.80,1.89,1.90,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-24.93,-,-,-,83.85,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
