,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,63892,20632,-,23830,59752,24849,-,23990,17485,23228,16474,17154,16008,15684,12918,8645,9640,6312,9478,8077,Upgrade
1,Short-Term Investments,-,3787,-,4714,-,6909,-,454.32,-,302.63,-,413.84,-,613.6,-,313.6,-,1100,-,302.73,Upgrade
2,Trading Asset Securities,36942,34435,-,41729,42277,39947,-,43790,-,39433,-,45446,-,37630,-,29158,-,30872,-,22235,Upgrade
3,Cash & Short-Term Investments,100834,58855,-,70273,102029,71705,-,68234,17485,62963,16474,63014,16008,53927,12918,38117,9640,38284,9478,30615,Upgrade
4,Cash Growth,-1.17%,-17.92%,-,2.99%,483.52%,13.88%,-,8.29%,9.23%,16.76%,27.53%,65.32%,66.06%,40.86%,36.29%,24.50%,-8.55%,14.25%,10.01%,7.64%,Upgrade
5,Accounts Receivable,1021,19490,-,20766,811.74,19952,-,18120,-,18637,-,19862,-,16952,-,15387,-,11482,-,9071,Upgrade
6,Other Receivables,6122,98.05,-,149.9,4209,226.96,-,150.36,-,194.14,-,152.93,-,-,-,2.84,-,-,-,2.01,Upgrade
7,Receivables,14120,26341,-,28826,11329,25789,-,24357,-,25787,-,27093,-,24221,-,22392,-,16684,-,17183,Upgrade
8,Inventory,790.74,1171,-,1306,1277,1107,-,606.29,-,552.8,-,371.71,-,396.73,-,370.73,-,351.76,-,333.26,Upgrade
