,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,4966,5838,4454,4651,4929,4695,4640,4903,4049,3980,3801,3520,3702,3881,2998,2681,2499,1952,1176,1870,Upgrade
1,Other Revenue,-18.69,18.69,-,36.71,-19.23,19.23,-,46.14,-22.58,22.58,-,51.56,-23.78,23.78,-,35.47,-12.75,12.75,-,35.8,Upgrade
2,Revenue,4947,5856,4454,4687,4910,4714,4640,4950,4027,4003,3801,3572,3678,3905,2998,2716,2486,1965,1176,1906,Upgrade
3,Revenue Growth (YoY),0.77%,24.23%,-4.00%,-5.29%,21.93%,17.77%,22.07%,38.58%,9.47%,2.50%,26.79%,31.50%,47.94%,98.73%,154.96%,42.52%,52.38%,-30.12%,521.76%,546.42%,Upgrade
4,Cost of Revenue,4283,5138,4061,4373,4158,4230,3945,4231,3312,3341,3125,2837,2849,2951,2283,1890,1888,1378,858.87,1604,Upgrade
5,Gross Profit,664.09,718.01,392.88,314.8,751.4,483.81,694.81,718.74,714.53,662.19,676.38,735.21,829.6,954.4,715.02,826.48,598.04,586.71,316.96,301.8,Upgrade
6,"Selling, General & Admin",139.65,140.34,125.46,174.97,130.91,122.41,119.54,126.51,131.44,122.38,110.46,207.12,87.81,84.85,90.9,95.75,90.93,78.3,97.17,104.45,Upgrade
7,Research & Development,244.29,262.14,204,257.8,173.46,206.72,162.57,185.09,173.52,180.79,119.17,206.83,217.19,205.87,48.98,93.2,100.46,94.01,42.46,45.63,Upgrade
8,Other Operating Expenses,-102.9,27.25,-90.24,165.71,-42.05,-84.75,-27.75,121.25,-53.2,-74.78,-43.4,273.6,-113.7,-211.19,-43.84,61.88,-99.8,-22.94,-9.52,-25.1,Upgrade
9,Operating Expenses,273.16,438.18,245.71,590.88,262.34,243.2,257.2,426.56,124.47,373.36,185.28,704.23,196.1,76.81,104.18,273.46,82.98,166.3,126.1,144.74,Upgrade
10,Operating Income,390.92,279.83,147.17,-276.07,489.06,240.62,437.61,292.18,590.06,288.82,491.1,30.99,633.5,877.59,610.83,553.01,515.06,420.41,190.86,157.06,Upgrade
11,Interest Expense,-10.65,-39.71,-29.61,-48.95,-196.33,-35.4,-72,-65.44,-34.96,-58.02,-66.88,-53.9,-53.47,-70.78,-54.35,-30.44,-45.46,-48.68,-30.58,-42.1,Upgrade
