,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,514.52,401.34,354.98,554.06,332.48,230.95,496.64,705.41,506.12,542.3,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,131.62,-,Upgrade
2,Trading Asset Securities,0.12,0.09,0.1,0.13,16.99,17.72,0.68,7.09,227.77,220.23,Upgrade
3,Cash & Short-Term Investments,514.63,401.43,355.09,554.19,349.46,248.67,497.32,712.5,865.51,762.53,Upgrade
4,Cash Growth,44.93%,-27.56%,1.61%,122.86%,-29.73%,-65.10%,-42.54%,-6.56%,11.82%,32.49%,Upgrade
5,Accounts Receivable,109.9,116.48,162.26,154.79,185.28,186.69,220.96,301.9,386.76,407.51,Upgrade
6,Other Receivables,47.49,257.57,96.08,99.5,68.02,71.97,8.64,42.94,598.53,69.37,Upgrade
7,Receivables,157.39,374.04,258.34,254.29,253.3,258.66,229.6,344.84,1293,476.87,Upgrade
8,Inventory,21.74,18.76,21.79,20.26,23.04,15.26,38.71,18.4,144.01,54.36,Upgrade
9,Prepaid Expenses,441.31,459.49,497.1,519.93,519.89,506.22,624.97,564.9,-,874.78,Upgrade
10,Restricted Cash,2.33,9.22,34.62,10.22,171.19,22.07,-,-,-,-,Upgrade
11,Other Current Assets,-,-,-,5.83,-,497.04,339.74,46.99,-,-,Upgrade
12,Total Current Assets,1137,1263,1167,1365,1317,1548,1730,1688,2302,2169,Upgrade
13,"Property, Plant & Equipment",639.16,606.08,633.33,675.49,522.79,559.71,580.67,562.75,731.9,703.89,Upgrade
14,Long-Term Investments,2158,2002,1964,1918,1889,2100,2208,2042,2373,2251,Upgrade
15,Goodwill,768.87,770.08,777.04,777.04,623.2,597.98,257.45,257.45,1475,1475,Upgrade
16,Other Intangible Assets,366.49,376.43,399.27,409.57,69.84,70.71,408.18,422.74,1127,1163,Upgrade
17,Long-Term Deferred Tax Assets,-,-,-,-,6.77,-,-,-,-,-,Upgrade
18,Other Long-Term Assets,109.53,69.33,69.85,75.44,143.98,359.58,506.22,500.36,986.07,895.43,Upgrade
19,Total Assets,5180,5087,5010,5221,4573,5236,5690,5473,8996,8657,Upgrade
20,Accounts Payable,117.06,128.29,110.3,131.04,162.66,294.37,395.46,357.05,412.62,354.79,Upgrade
21,Accrued Expenses,-,30.33,-,60.22,-,34.36,-,34.22,100.86,47.52,Upgrade
22,Short-Term Debt,1683,1649,-,1700,-,-,-,-,-,-,Upgrade
23,Current Portion of Long-Term Debt,-,-,1575,-,3058,3486,3616,3365,2661,2541,Upgrade
24,Current Portion of Leases,5.23,6.26,3.27,5.93,7.89,9.32,7.21,4.57,34.36,35.59,Upgrade
25,Current Income Taxes Payable,53.43,58.53,39.91,61.72,-,53.64,-,64.87,17.01,42.06,Upgrade
26,Current Unearned Revenue,-,193.94,-,246.06,-,246.59,-,268.67,166.64,173.72,Upgrade
27,Other Current Liabilities,468.76,218.19,603.59,262.31,638.01,288.71,654.49,284.98,39.16,22.13,Upgrade
28,Total Current Liabilities,2328,2284,2332,2468,3867,4413,4674,4379,3431,3217,Upgrade
29,Long-Term Debt,1090,1060,987.09,1007,53.76,93.32,131.56,153.65,535.53,318.51,Upgrade
30,Long-Term Leases,14.78,17.14,19.02,9.12,7.35,10.92,13.43,7.67,106.93,126.16,Upgrade
31,Long-Term Deferred Tax Liabilities,97,99.31,105.35,108.09,16.4,17.5,101.69,105.69,280.85,289.81,Upgrade
32,Other Long-Term Liabilities,-,-,-,-,-,-,13.2,16.96,148.58,135.15,Upgrade
33,Total Liabilities,3529,3461,3444,3592,3944,4535,4933,4663,4503,4086,Upgrade
34,Common Stock,1250,1250,1250,1250,714.24,714.24,714.24,714.24,714.24,714.24,Upgrade
35,Additional Paid-In Capital,4595,4595,4595,4595,4271,4271,4271,4271,4271,4271,Upgrade
36,Retained Earnings,-3696,-3752,-3776,-3806,-3776,-3796,-3521,-3560,345.22,281.31,Upgrade
