,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,314.88,426.97,301.19,455.01,406.54,422.04,471.12,383.74,223.09,169.01
1,Short-Term Investments,-,2.5,-,1.97,-,0.82,-,1.27,-,1.19
2,Cash & Short-Term Investments,314.88,429.47,301.19,456.98,406.54,422.86,471.12,385.01,223.09,170.2
3,Cash Growth,4.55%,-6.02%,-25.92%,8.07%,-13.71%,9.83%,111.17%,126.21%,129.94%,89.32%
4,Accounts Receivable,355,260.03,408.53,340.4,578.35,413.26,679.72,360.16,757.76,334.85
5,Other Receivables,-,4.14,-,2.95,-,23.47,-,2.15,-,15.85
6,Receivables,355,264.17,408.53,343.35,578.35,436.73,679.72,362.3,757.76,350.7
7,Inventory,-,0.01,0.02,0.14,0.48,0.32,0.53,-,-,-
8,Prepaid Expenses,13.31,4.32,8.42,2.81,10.92,2.88,8.64,1.6,17.33,1.77
9,Restricted Cash,-,-,-,-,-,24.81,-,24.44,-,16.32
10,Other Current Assets,30.92,30.52,30.02,29.57,29.37,-,24.46,-,24.42,-
11,Total Current Assets,714.12,728.49,748.18,832.84,1026,887.59,1184,773.35,1023,538.99
12,"Property, Plant & Equipment",94.59,96.54,108.08,105.22,118.93,151.2,169.88,174.71,135.6,127.35
13,Long-Term Investments,1.77,1.76,1.64,1.68,1.6,1.86,1.97,1.96,11.61,1.64
14,Long-Term Deferred Tax Assets,0.16,0.16,0.15,0.15,1.12,0.84,0.75,0.52,-,-
15,Other Long-Term Assets,11.02,10.89,10.71,10.58,10.4,10.27,10.09,9.97,-,17.65
16,Total Assets,821.65,837.83,868.76,950.46,1158,1052,1367,960.52,1170,685.62
17,Accounts Payable,22.14,18.01,15.23,28.29,21.8,40.33,23.01,22.86,25.82,19.22
18,Accrued Expenses,168.95,189.63,211.56,280.58,286.25,337.55,349.71,318.65,294.83,206.58
19,Short-Term Debt,-,-,-,-,163.09,10.78,308.47,33.52,329.23,49.91
20,Current Portion of Long-Term Debt,7.55,9,11.61,10.82,10.76,12.15,36.9,7.6,78.21,56.36
21,Current Portion of Leases,4.79,6.49,7.39,7.3,5.37,7.46,9.48,10.04,7.07,7.01
22,Current Income Taxes Payable,1.74,1.85,1.4,2.08,13.63,4.97,35.3,22.15,6.55,-
23,Other Current Liabilities,4.7,-,6.1,-,25,0.19,37.5,0.45,-,5.18
24,Total Current Liabilities,209.86,224.98,253.29,329.07,525.9,413.42,800.38,415.27,741.7,344.26
25,Long-Term Debt,4.55,7.98,12.33,17.5,23.27,30.91,15.82,19.32,15.41,10.68
26,Long-Term Leases,0.21,2.17,4.99,8.5,7.25,10.57,14.26,18.82,12.37,16.1
27,Long-Term Deferred Tax Liabilities,5.9,5.81,7.73,8.5,11.07,12.58,15.12,14.23,11.46,10.09
28,Other Long-Term Liabilities,0.32,0.61,-,0.44,-,-,-,-,-,-
29,Total Liabilities,220.83,241.55,278.77,364.01,567.88,470.85,848.44,471.74,787.14,385.38
30,Common Stock,5,5,5,5,5,5,5,5,5,5
31,Additional Paid-In Capital,47,47,47,47,72,72,109.5,109.5,109.5,109.5
32,Retained Earnings,542.36,537.83,531.53,528.01,506.37,497.46,397.76,367.82,261.73,179.29
33,Comprehensive Income & Other,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45
34,Shareholders' Equity,600.81,596.28,589.98,586.46,589.82,580.91,518.7,488.77,382.68,300.24
35,Total Liabilities & Equity,821.65,837.83,868.76,950.46,1158,1052,1367,960.52,1170,685.62
36,Total Debt,17.09,25.64,36.32,44.11,209.73,71.86,384.93,89.3,442.29,140.06
37,Net Cash (Debt),297.79,403.82,264.86,412.87,196.81,351,86.18,295.71,-219.19,30.14
38,Net Cash Growth,12.43%,-2.19%,34.58%,17.63%,128.37%,18.69%,-,881.07%,-,-
39,Net Cash Per Share,0.60,0.81,0.53,0.83,0.39,0.70,0.17,0.59,-0.44,0.06
40,Filing Date Shares Outstanding,500,500,500,500,500,500,500,500,500,500
41,Total Common Shares Outstanding,500,500,500,500,500,500,500,500,500,500
42,Working Capital,504.26,503.51,494.89,503.77,499.76,474.17,384.08,358.09,280.9,194.74
43,Book Value Per Share,1.20,1.19,1.18,1.17,1.18,1.16,1.04,0.98,0.77,0.60
44,Tangible Book Value,600.81,596.28,589.98,586.46,589.82,580.91,518.7,488.77,382.68,300.24
45,Tangible Book Value Per Share,1.20,1.19,1.18,1.17,1.18,1.16,1.04,0.98,0.77,0.60
46,Buildings,-,7.53,-,7.53,-,7.53,-,7.53,-,7.53
47,Machinery,-,198.11,-,184.4,-,202.94,-,195.81,-,136.18
48,Leasehold Improvements,-,0.2,-,0.2,-,0.2,-,0.2,-,0.2
