,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,251.74,274.57,136.26,209.82,209.49,207.27,213.03,234.38,209.8,138.62
1,Short-Term Investments,21.85,0.15,71.61,32.62,-,0.3,-,0.31,-,0.1
2,Trading Asset Securities,1.79,-,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,275.37,274.72,207.86,242.44,209.49,207.57,213.03,234.69,209.8,138.73
4,Cash Growth,32.48%,13.31%,-0.78%,16.80%,-1.66%,-11.55%,1.54%,69.17%,229.93%,191.62%
5,Accounts Receivable,273.37,297.82,251.17,368.27,306.5,275.18,183.04,255.8,171.8,206.31
6,Other Receivables,-,11.46,-,17.72,-,15.93,-,6.01,-,2.85
7,Receivables,273.37,309.28,251.17,385.99,306.5,291.12,183.04,261.81,171.8,209.15
8,Inventory,237.88,223.83,257.04,227.85,304.07,288.73,293.48,135.95,146.59,126.88
9,Prepaid Expenses,28.97,14.83,29.89,10.5,23.23,11.4,24.9,4.6,9.86,2.37
10,Other Current Assets,-,-,-,-,-,-,-,-,10,17.48
11,Total Current Assets,815.58,822.66,745.96,866.77,843.29,798.82,714.45,637.05,548.04,494.6
12,"Property, Plant & Equipment",121.69,129.06,142.73,88.93,107.21,90.43,102.93,92.74,90.79,103.91
13,Long-Term Investments,0.01,1.73,9.09,9.09,23.96,-,-,-,-,-
14,Other Intangible Assets,0.52,0.64,0.85,0.7,0.63,0.94,1.63,2.46,2.8,3.44
15,Long-Term Deferred Tax Assets,4.96,4.72,8.17,6.45,3.98,4.12,7.06,5.07,8.95,5.08
16,Other Long-Term Assets,6.86,6.83,7.14,5.57,1.71,2.91,4.83,8.25,3.91,4.67
17,Total Assets,949.62,965.63,913.94,977.52,980.78,897.21,830.89,745.57,654.49,611.69
18,Accounts Payable,289.3,249.93,282.74,336.54,317.17,249.81,277.79,200.68,151.64,143.76
19,Accrued Expenses,-,23.3,-,22.54,-,34.57,-,39.46,-,43.05
20,Short-Term Debt,243.36,292.6,237.01,275.34,244.89,249.9,247.08,261.46,269.41,215.59
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,6
22,Current Portion of Leases,22.14,19.78,21.09,12.98,22.07,17.16,17.5,14.3,12.93,13.21
23,Current Income Taxes Payable,13.06,18.64,15.93,12.85,7.41,7.46,2.45,2.05,2.48,11.92
24,Current Unearned Revenue,13.32,12.5,131.51,25.35,200.53,62.33,140.01,23.29,1.15,1.15
25,Other Current Liabilities,141.59,131.59,-,109.28,1.02,105.16,-,40.78,78.18,44.66
26,Total Current Liabilities,722.77,748.32,688.28,794.88,793.08,726.4,684.84,582.01,515.79,479.34
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,45
28,Long-Term Leases,60.52,66.88,76.67,24.96,34.41,15.74,23.94,24.49,28.58,34.74
29,Long-Term Unearned Revenue,-,-,-,-,0.22,0.13,0.22,0.17,0.3,0.43
30,Long-Term Deferred Tax Liabilities,0.27,0.12,1.34,1.62,3.86,2.17,-,1.16,-,-
31,Other Long-Term Liabilities,1.42,-,-,-,-,-,-,-,-,-
32,Total Liabilities,785.01,815.34,766.31,821.48,831.59,744.47,709.02,607.86,544.7,559.54
33,Common Stock,20,20,20,20,20,20,20,20,20,0.01
34,Additional Paid-In Capital,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,80.36,-
35,Retained Earnings,74.64,58.94,56.14,62.7,51.07,52.56,24.52,42.44,18.57,60.99
36,Comprehensive Income & Other,-10.39,-9,-8.87,-7.02,-2.23,-0.17,-3.01,-5.09,-9.13,-8.85
37,Shareholders' Equity,164.61,150.29,147.63,156.04,149.19,152.74,121.87,137.71,109.8,52.16
38,Total Liabilities & Equity,949.62,965.63,913.94,977.52,980.78,897.21,830.89,745.57,654.49,611.69
39,Total Debt,326.03,379.25,334.77,313.28,301.36,282.8,288.52,300.24,310.92,314.54
40,Net Cash (Debt),-50.66,-104.53,-126.9,-70.84,-91.87,-75.23,-75.49,-65.55,-101.12,-175.82
41,Net Cash Per Share,-0.51,-1.05,-1.27,-0.71,-0.92,-0.75,-0.75,-0.66,-1.02,-2.34
42,Filing Date Shares Outstanding,100,100,100,100,100,100,100,100,100,75
43,Total Common Shares Outstanding,100,100,100,100,100,100,100,100,100,75
44,Working Capital,92.81,74.34,57.68,71.89,50.21,72.42,29.61,55.04,32.25,15.26
45,Book Value Per Share,1.65,1.50,1.48,1.56,1.49,1.53,1.22,1.38,1.10,0.70
46,Tangible Book Value,164.09,149.66,146.78,155.34,148.56,151.81,120.24,135.25,106.99,48.72
47,Tangible Book Value Per Share,1.64,1.50,1.47,1.55,1.49,1.52,1.20,1.35,1.07,0.65
48,Machinery,-,151.2,-,150.08,-,149.94,-,129.93,-,116.92
49,Leasehold Improvements,-,44.47,-,43.44,-,44.98,-,43.02,-,41.49
