,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,126,61,52,93,95,186,192,296,182,262,-
1,Market Cap Growth,-34.41%,-34.41%,-45.26%,-50.00%,-50.52%,-37.16%,5.49%,12.98%,-,-,-
2,Enterprise Value,177,166,179,164,187,261,267,362,283,438,-
3,Last Close Price,1.26,0.61,0.52,0.93,0.90,1.77,1.78,2.74,1.64,2.35,-
4,PE Ratio,6.81,3.30,41.77,-,6.28,5.90,9.54,-,125.43,-,-
5,PS Ratio,0.10,0.05,0.04,0.07,0.07,0.16,0.18,0.31,0.22,0.36,-
6,PB Ratio,0.77,0.37,0.35,0.63,0.61,1.25,1.26,2.43,1.32,2.39,-
7,P/TBV Ratio,0.37,0.37,0.35,0.63,0.61,1.25,1.26,2.46,1.35,2.45,-
8,P/FCF Ratio,1.05,0.51,0.66,1.89,1.29,3.54,10.91,5.84,6.06,-,-
9,P/OCF Ratio,0.46,0.46,0.57,1.46,1.08,3.03,5.59,3.80,3.77,-,-
10,EV/Sales Ratio,0.14,0.13,0.15,0.12,0.14,0.22,0.26,0.38,0.35,0.59,-
11,EV/EBITDA Ratio,1.55,1.83,2.72,3.15,3.29,3.60,3.94,5.37,6.58,-,-
12,EV/EBIT Ratio,2.34,2.19,3.69,-,4.91,4.94,5.38,7.86,11.55,-,-
13,EV/FCF Ratio,1.47,1.38,2.28,3.33,2.53,4.97,15.20,7.14,9.43,-,-
14,Debt / Equity Ratio,1.98,1.98,2.52,2.27,2.01,2.02,1.85,2.37,2.18,2.83,6.03
15,Debt / FCF Ratio,2.72,2.72,4.84,6.80,4.24,5.73,16.06,5.70,10.00,-,2.60
16,Return on Capital Employed (ROCE),33.27%,33.27%,22.31%,-,20.82%,28.17%,29.11%,31.48%,14.99%,-,44.97%
17,Earnings Yield,14.68%,30.32%,2.39%,10.84%,15.93%,16.96%,10.48%,5.39%,0.80%,-2.86%,-
18,FCF Yield,95.12%,196.48%,150.79%,52.92%,77.80%,28.28%,9.17%,17.11%,16.50%,15.11%,-
19,Buyback Yield / Dilution,-,-,-,-,-,0.01%,-1.25%,-33.34%,-31.69%,-,
20,Total Shareholder Return,-,-,-,-,-,0.01%,-1.25%,-33.34%,-31.69%,-,
