,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,2171,2560,2197,1128,1191,1524,1800,1163,203.05,2283
1,Revenue Growth (YoY),-1.18%,126.98%,84.40%,-25.96%,-33.80%,31.05%,786.38%,-49.07%,-89.77%,22.75%
2,Cost of Revenue,1015,1277,1096,730.47,569.04,726.84,754.34,604.75,223.61,812.52
3,Gross Profit,1156,1284,1101,397.62,622.35,796.78,1045,557.89,-20.56,1470
4,"Selling, General & Admin",695.6,661.35,552.73,325.25,454.81,533.27,499.44,464.2,375.21,1200
5,Other Operating Expenses,-25.55,-25.06,8.95,-17.42,-20.09,-65.32,33.42,-145.02,11.54,-38.42
6,Operating Expenses,709.96,727.27,561.68,361.64,434.71,522.07,532.86,440.19,386.74,1162
7,Operating Income,446.21,556.41,539.5,35.98,187.64,274.71,512.59,117.7,-407.3,308.71
8,Interest Expense,-3.29,-1.5,-3.62,-9.96,-7.18,-13.42,-17.87,-17.77,-20.07,-13.32
9,Interest & Investment Income,52.18,46.7,34.86,24.68,14.59,11.7,16.55,3.58,12.31,17.24
10,Earnings From Equity Investments,-0.83,-1.53,-0.54,-2.08,-0.84,0.59,-0.98,-2.17,-0.37,-0.2
11,Currency Exchange Gain (Loss),-25.01,0.98,-10.66,4.37,-2.77,4.6,-4.6,11.88,-11.88,1.17
12,Other Non Operating Income (Expenses),-8.21,5.7,-,-63.22,-,-253.41,-,-297.35,-,-
13,EBT Excluding Unusual Items,461.07,606.76,559.53,-10.23,191.44,24.77,505.68,-184.12,-427.3,313.6
14,Gain (Loss) on Sale of Investments,-9.57,-0.74,-19.37,0.27,-,3.46,3.28,-12.94,-5.33,-17.16
15,Gain (Loss) on Sale of Assets,-0.07,7.55,-0.06,-0.06,-0.13,-0.57,-1.77,-0.21,-0,-0.09
16,Other Unusual Items,-,-,-,-,-,-,-,1.28,-,-
17,Pretax Income,451.43,613.57,540.11,-10.02,191.31,27.65,507.19,-195.99,-432.63,296.35
18,Income Tax Expense,166.6,110.91,134.93,37.04,39.44,46.23,120.12,19.63,-1.98,94.91
19,Earnings From Continuing Operations,284.83,502.66,405.18,-47.05,151.87,-18.58,387.08,-215.62,-430.65,201.45
20,Minority Interest in Earnings,-,1.11,1.47,0.38,-,-,-,-,-,-
21,Net Income,284.83,503.77,406.65,-46.68,151.87,-18.58,387.08,-215.62,-430.65,201.45
22,Net Income to Common,284.83,503.77,406.65,-46.68,151.87,-18.58,387.08,-215.62,-430.65,201.45
23,Net Income Growth,-29.96%,-,167.77%,-,-60.77%,-,-,-,-,115.83%
24,Shares Outstanding (Basic),1148,1146,1145,1145,1143,1140,1140,1136,1130,1127
25,Shares Outstanding (Diluted),1155,1149,1147,1148,1145,1145,1144,1136,1130,1134
26,Shares Change (YoY),0.67%,0.10%,0.17%,0.30%,0.05%,0.80%,1.25%,0.14%,1.93%,18.10%
27,EPS (Basic),0.25,0.44,0.36,-0.04,0.13,-0.02,0.34,-0.19,-0.38,0.18
28,EPS (Diluted),0.25,0.44,0.35,-0.04,0.13,-0.02,0.34,-0.19,-0.38,0.17
29,EPS Growth,-29.08%,-,169.23%,-,-61.73%,-,-,-,-,75.69%
30,Free Cash Flow,321.27,-151.06,1624,164.51,-94.93,139.21,421.31,813.91,-528.17,-705.42
31,Free Cash Flow Per Share,0.28,-0.13,1.42,0.14,-0.08,0.12,0.37,0.72,-0.47,-0.62
32,Operating Margin,20.55%,21.73%,24.56%,3.19%,15.75%,18.03%,28.48%,10.12%,-200.59%,13.52%
33,Profit Margin,13.12%,19.67%,18.51%,-4.14%,12.75%,-1.22%,21.51%,-18.55%,-212.09%,8.82%
34,Free Cash Flow Margin,14.80%,-5.90%,73.93%,14.58%,-7.97%,9.14%,23.41%,70.01%,-260.12%,-30.90%
35,EBITDA,499.02,606.74,592.79,91.22,265.5,348.13,593.93,192.36,-327.68,384.88
36,D&A For EBITDA,52.81,50.33,53.29,55.24,77.86,73.42,81.34,74.66,79.63,76.17
37,EBIT,446.21,556.41,539.5,35.98,187.64,274.71,512.59,117.7,-407.3,308.71
