,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,9199,9325,10298,8214,10307,9149,10434,13946,13910,13377,16201
1,Market Cap Growth,13.53%,13.53%,-0.09%,-10.22%,-1.22%,-34.39%,-24.99%,4.25%,-14.14%,-7.25%,-
2,Enterprise Value,5758,5840,6599,6061,7967,6624,8236,12215,13332,12634,13111
3,Last Close Price,7.99,8.05,8.98,7.17,9.01,8.00,9.14,12.22,12.24,11.82,14.34
4,PE Ratio,10.81,11.01,10.27,21.12,-,58.60,-,67.63,-,-,31.25
5,Forward PE,13.50,9.02,10.34,14.43,18.56,14.71,11.28,15.26,27.29,206.39,21.40
6,PS Ratio,1.80,1.83,1.96,2.29,3.93,2.88,2.56,3.91,8.58,4.90,3.39
7,PB Ratio,0.93,0.94,1.03,0.88,1.12,0.95,1.06,1.43,1.54,1.53,1.75
8,P/TBV Ratio,1.96,1.96,2.23,2.03,2.83,2.45,2.91,3.90,4.84,4.56,4.91
9,P/FCF Ratio,50.30,50.99,-,4.25,131.02,-,15.17,9.39,40.99,-,-
10,P/OCF Ratio,45.41,45.41,-,4.23,121.21,-,14.67,9.29,39.82,-,-
11,PEG Ratio,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
12,EV/Sales Ratio,1.13,1.15,1.26,1.69,3.04,2.08,2.02,3.43,8.22,4.63,2.75
13,EV/EBITDA Ratio,4.76,4.92,4.99,8.20,19.75,9.22,7.12,12.92,-82.96,-,13.62
14,EV/EBIT Ratio,5.31,5.42,5.47,9.75,31.51,12.23,8.52,16.11,-38.76,-,16.51
15,EV/FCF Ratio,31.48,31.93,-,3.14,101.27,-,11.97,8.22,39.29,-,-
16,Debt / Equity Ratio,0.05,0.05,0.03,0.02,0.05,0.05,0.08,0.12,0.14,0.11,0.14
17,Debt / FCF Ratio,2.93,2.93,-,0.08,5.36,-,1.08,0.79,3.78,-,-
18,Return on Capital Employed (ROCE),10.86%,10.76%,11.99%,6.57%,2.69%,5.57%,9.70%,7.64%,-3.72%,-,8.36%
19,Earnings Yield,9.21%,9.09%,9.74%,4.74%,1.15%,1.71%,4.34%,1.48%,-5.52%,-1.88%,3.20%
20,FCF Yield,1.99%,1.96%,15.76%,23.53%,0.76%,0.57%,6.59%,10.65%,2.44%,-10.12%,-6.62%
21,Buyback Yield / Dilution,-0.38%,-0.67%,-0.10%,-0.17%,-0.30%,-0.05%,-0.80%,-1.25%,-0.14%,-1.93%,-18.10%
22,Total Shareholder Return,-0.38%,-0.67%,-0.10%,-0.17%,-0.30%,-0.05%,-0.80%,-1.25%,-0.14%,-1.93%,-18.10%
