,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2151,2147,3233,1721,1924,2520,1973,2140,1171,1540
1,Short-Term Investments,1475,1277,272.09,515.29,385.62,50.05,50,-,-,100
2,Trading Asset Securities,75.21,15.26,52.92,42.48,74.36,93.31,778.77,397.86,240.3,222.12
3,Cash & Short-Term Investments,3701,3440,3558,2279,2384,2663,2802,2538,1412,1863
4,Cash Growth,4.00%,50.95%,49.29%,-14.44%,-14.94%,4.94%,98.50%,36.27%,-63.80%,-3.05%
5,Accounts Receivable,544.01,747.74,486.38,436.92,534.96,909.86,467.33,318.97,220.53,551.65
6,Other Receivables,-,-,-,-,141.62,-,-,-,-,-
7,Receivables,793.69,911.52,586.82,436.92,701.97,909.86,641.69,466.45,437.46,776.41
8,Inventory,36.63,39.43,18.9,19.27,44.64,35.05,24.25,35.15,25.82,28.23
9,Other Current Assets,3037,2682,2765,1958,2151,1919,1910,1860,2375,2702
10,Total Current Assets,7568,7073,6929,4693,5282,5527,5378,4899,4250,5369
11,"Property, Plant & Equipment",47.38,55.42,54.9,56.07,22.49,35.2,39.57,47.72,58.43,69.73
12,Long-Term Investments,727.86,510.12,554.84,498.74,358.73,384.1,438.85,381.7,447.14,447.25
13,Goodwill,4505,4505,4505,4505,4505,4505,4505,4505,4505,4505
14,Other Intangible Assets,304.22,350.22,394.7,443.09,488.48,558.04,627.11,699.24,768.59,836.19
15,Long-Term Deferred Tax Assets,37.57,34.74,8.41,-,13.58,14.55,11.86,11.93,8.35,10.43
16,Other Long-Term Assets,53.19,11.95,70.49,62.56,-,4.75,34.21,63.68,112.57,113.79
17,Total Assets,13243,12540,12517,10258,10670,11028,11034,10609,10150,11351
18,Accounts Payable,764.27,880.58,795.25,386.67,304.34,375.78,453.8,344.62,390.62,475.19
19,Accrued Expenses,94.27,139.91,115.11,118.19,95.34,121.04,59.83,73.13,76.2,110.51
20,Short-Term Debt,477.27,250,100,335,383.67,597.03,962.31,1058,854.58,1162
21,Current Portion of Leases,17.59,16.77,15.88,14.33,1.72,9.08,10.69,14.22,14.47,14.03
22,Current Income Taxes Payable,73.99,69.51,60.64,35.05,9.85,42.99,54.86,27.5,2.8,73.33
23,Other Current Liabilities,2496,2043,2667,1060,1568,1763,1240,1303,675.75,1021
24,Total Current Liabilities,3924,3400,3754,1949,2363,2909,2781,2820,2014,2855
25,Long-Term Leases,3.24,11.71,18.56,23.72,-,-,1.36,8.62,15.64,22.28
26,Long-Term Deferred Tax Liabilities,77.57,90.59,99.98,111.18,119.8,132.02,144.24,156.46,174,185.67
27,Total Liabilities,4004,3502,3873,2084,2483,3041,2927,2985,2204,3063
28,Common Stock,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
29,Additional Paid-In Capital,2480,2470,2462,2445,2442,2421,2417,2357,2303,2277
30,Retained Earnings,1040,754.94,250.13,-156.52,-109.84,-261.64,-243.61,-641.23,-425.66,4.86
31,Comprehensive Income & Other,5718,5816,5932,5884,5854,5828,5934,5908,6068,6006
32,Total Common Equity,9239,9041,8644,8172,8187,7988,8107,7623,7946,8288
33,Minority Interest,-,-2.91,0.28,1.42,-,-,-,-,-,-
34,Shareholders' Equity,9239,9038,8645,8174,8187,7988,8107,7623,7946,8288
35,Total Liabilities & Equity,13243,12540,12517,10258,10670,11028,11034,10609,10150,11351
36,Total Debt,498.1,278.47,134.44,373.05,385.39,606.1,974.36,1081,884.69,1198
37,Net Cash (Debt),3203,3161,3424,1906,1998,2057,1828,1457,526.94,664.63
38,Net Cash Growth,-6.46%,65.88%,71.36%,-7.37%,9.32%,41.19%,246.87%,119.24%,-80.60%,-31.00%
39,Net Cash Per Share,2.77,2.75,2.99,1.66,1.75,1.80,1.60,1.28,0.47,0.59
40,Filing Date Shares Outstanding,1158,1147,1146,1144,1144,1142,1141,1136,1132,1130
41,Total Common Shares Outstanding,1158,1147,1146,1144,1144,1142,1141,1136,1132,1130
42,Working Capital,3644,3673,3175,2743,2918,2618,2597,2079,2236,2514
43,Book Value Per Share,7.98,7.88,7.55,7.14,7.16,7.00,7.10,6.71,7.02,7.34
44,Tangible Book Value,4429,4186,3745,3224,3193,2925,2975,2419,2673,2947
45,Tangible Book Value Per Share,3.82,3.65,3.27,2.82,2.79,2.56,2.61,2.13,2.36,2.61
46,Machinery,-,88.34,-,68.07,-,64.8,-,51.42,-,43.36
47,Leasehold Improvements,-,16.51,-,16.51,-,16.09,-,16.09,-,16.09
