,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Feb '25 Feb 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,352,362,515,864,1309,1357,2195,1973,748,509,318,Upgrade
1,Market Cap Growth,-58.08%,-58.08%,-60.66%,-36.35%,-40.34%,-31.19%,193.41%,287.69%,134.89%,34.78%,-29.48%,Upgrade
2,Enterprise Value,362,294,443,947,1314,1306,2002,2044,871,655,-44,Upgrade
3,Last Close Price,0.11,0.11,0.15,0.26,0.53,0.55,0.89,0.80,0.45,0.30,0.19,Upgrade
4,PE Ratio,-,-,-,-,-,-9.90,-,-,-,-,-,Upgrade
5,Forward PE,-,57.00,57.00,57.00,57.00,57.00,57.00,57.00,57.00,57.00,57.00,Upgrade
6,PS Ratio,0.62,0.63,0.85,1.47,2.24,1.96,2.83,2.33,0.80,0.47,0.51,Upgrade
7,PB Ratio,2.24,2.30,2.49,2.47,10.88,4.82,8.47,-,3.63,1.81,0.57,Upgrade
8,P/TBV Ratio,2.30,2.30,2.49,2.47,10.88,4.82,8.47,-,3.63,1.82,0.57,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,41.39,15.27,7.03,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,26.69,14.07,6.60,-,68.71,Upgrade
11,EV/Sales Ratio,0.63,0.52,0.73,1.61,2.25,1.89,2.58,2.41,0.93,0.60,-,Upgrade
12,EV/FCF Ratio,-6.57,-,-,-,-,-,37.75,15.83,8.19,-,-,Upgrade
13,Debt / Equity Ratio,0.76,0.76,0.77,0.84,1.78,0.92,0.96,-,1.55,1.23,0.73,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,-,4.67,-,3.01,-,-,Upgrade
15,Earnings Yield,-54.79%,-53.28%,-43.37%,-27.37%,-10.10%,-10.10%,-10.34%,-7.87%,-48.29%,-72.27%,-29.42%,Upgrade
16,FCF Yield,-15.65%,-15.22%,-20.63%,-22.33%,-17.49%,-5.05%,2.42%,6.55%,14.23%,-5.86%,-3.57%,Upgrade
17,Buyback Yield / Dilution,-26.52%,-19.21%,-34.77%,-10.71%,-18.23%,-23.74%,-27.07%,-23.96%,-0.12%,-,-0.08%,Upgrade
18,Total Shareholder Return,-26.52%,-19.21%,-34.77%,-10.71%,-18.23%,-23.74%,-27.07%,-23.96%,-0.12%,-,-0.08%,Upgrade
