,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,26.42,57.71,33.78,67.81,42.94,108.47,155.03,266.7,187.91,322.16,Upgrade
1,Short-Term Investments,67.08,36.96,37.3,28.23,8,4.45,-,3.96,-,11.28,Upgrade
2,Cash & Short-Term Investments,93.5,94.67,71.08,96.04,50.94,112.91,155.03,270.65,187.91,333.44,Upgrade
3,Cash Growth,31.54%,-1.43%,39.54%,-14.94%,-67.14%,-58.28%,-17.50%,-18.83%,37.64%,55.46%,Upgrade
4,Accounts Receivable,2.86,3.91,3.43,2.79,2.77,1.73,3.93,2.9,8.72,11.63,Upgrade
5,Other Receivables,0.09,0.09,0.31,0.39,0.4,0.38,0.27,0.6,2.74,2.85,Upgrade
6,Receivables,2.95,3.99,3.74,3.17,3.17,2.12,4.2,3.5,11.46,14.48,Upgrade
7,Inventory,32.52,41.06,51.35,29.4,36.19,47.83,71.37,69.93,108.27,113.59,Upgrade
8,Prepaid Expenses,12.36,1.5,9.69,2.04,6.33,1.49,10.96,2.54,11.75,8.43,Upgrade
9,Restricted Cash,-,-,-,-,-,11.7,-,15.6,15.6,-,Upgrade
10,Other Current Assets,-,-,-,-,11.7,0.2,23.41,-,-,-,Upgrade
11,Total Current Assets,141.33,141.22,135.85,130.65,108.33,176.25,264.98,362.22,334.99,469.94,Upgrade
12,"Property, Plant & Equipment",73.15,71.23,84.07,51.5,41.79,50.56,70.48,203.49,279.62,348.59,Upgrade
13,Other Intangible Assets,0.02,0.03,0.04,0.07,0.09,0.12,0.14,0.19,0.26,0.31,Upgrade
14,Long-Term Deferred Tax Assets,6.82,6.82,9.08,6.88,0.2,0.2,0.8,0.97,0.5,0.65,Upgrade
15,Other Long-Term Assets,10.13,12.5,17.23,17.79,23.26,24.35,29.53,32.42,62.55,69.24,Upgrade
16,Total Assets,231.45,231.79,246.27,206.89,173.67,251.47,365.93,599.3,677.92,888.72,Upgrade
17,Accounts Payable,4.31,0.74,6.44,0.99,1.19,0.78,8.14,1.5,8.22,4.05,Upgrade
18,Accrued Expenses,-,4.83,-,4.88,-,5.1,-,6.2,-,9.33,Upgrade
19,Current Portion of Leases,22,34.11,32.56,19.33,19.78,38.29,51.3,74.25,161.98,166.89,Upgrade
20,Current Income Taxes Payable,-,-,-,-,0.02,0.02,0.87,1.18,1.42,0.99,Upgrade
21,Current Unearned Revenue,-,0.55,-,0.55,-,1.37,-,1.9,-,0.06,Upgrade
22,Other Current Liabilities,12.72,6.37,14.29,7.28,14.52,10.48,30.54,13.6,32.37,24.02,Upgrade
23,Total Current Liabilities,39.02,46.59,53.28,33.02,35.51,56.04,90.85,98.64,203.99,205.34,Upgrade
24,Long-Term Leases,30.32,20.75,26.96,11.35,4.72,7.22,11,52.62,96.36,145.11,Upgrade
25,Long-Term Deferred Tax Liabilities,-,-,-,-,-,0.01,0.35,0.1,0.63,2.32,Upgrade
26,Other Long-Term Liabilities,0.7,0.41,-,-,-,-,-,-,-,-,Upgrade
27,Total Liabilities,70.04,67.76,80.25,44.37,40.22,63.28,102.2,151.35,300.98,352.76,Upgrade
28,Common Stock,36.74,36.74,36.74,36.74,36.74,36.74,36.74,36.74,36.74,36.74,Upgrade
29,Additional Paid-In Capital,44.95,44.95,44.95,44.95,44.95,105.57,105.57,106.31,106.31,106.31,Upgrade
30,Retained Earnings,82.69,85.32,87.31,83.81,54.73,48.86,129.51,311.46,212.79,375.27,Upgrade
31,Comprehensive Income & Other,-2.97,-2.97,-2.97,-2.97,-2.97,-2.97,-8.09,-6.55,21.11,17.64,Upgrade
32,Shareholders' Equity,161.41,164.04,166.02,162.52,133.45,188.19,263.73,447.95,376.94,535.96,Upgrade
33,Total Liabilities & Equity,231.45,231.79,246.27,206.89,173.67,251.47,365.93,599.3,677.92,888.72,Upgrade
34,Total Debt,52.31,54.86,59.52,30.67,24.49,45.51,62.3,126.86,258.34,311.99,Upgrade
35,Net Cash (Debt),41.19,39.81,11.56,65.37,26.45,67.4,92.73,143.79,-70.43,21.45,Upgrade
36,Net Cash Growth,256.32%,-39.10%,-56.29%,-3.01%,-71.48%,-53.13%,-,570.44%,-,-90.00%,Upgrade
37,Net Cash Per Share,0.11,0.11,0.03,0.18,0.07,0.18,0.25,0.39,-0.19,0.06,Upgrade
38,Filing Date Shares Outstanding,367.38,367.38,367.38,367.38,367.38,367.38,367.38,367.38,367.38,367.38,Upgrade
39,Total Common Shares Outstanding,367.38,367.38,367.38,367.38,367.38,367.38,367.38,367.38,367.38,367.38,Upgrade
40,Working Capital,102.31,94.63,82.57,97.63,72.83,120.21,174.13,263.59,131.01,264.6,Upgrade
41,Book Value Per Share,0.44,0.45,0.45,0.44,0.36,0.51,0.72,1.22,1.03,1.46,Upgrade
42,Tangible Book Value,161.39,164.01,165.98,162.45,133.36,188.08,263.59,447.76,376.69,535.65,Upgrade
43,Tangible Book Value Per Share,0.44,0.45,0.45,0.44,0.36,0.51,0.72,1.22,1.03,1.46,Upgrade
44,Land,-,-,-,-,-,-,-,-,-,37.82,Upgrade
45,Buildings,-,6.55,-,6.94,-,6.94,-,32.53,-,-,Upgrade
46,Machinery,-,17.11,-,16.62,-,22.94,-,35.76,-,47.6,Upgrade
47,Leasehold Improvements,-,35.59,-,42.03,-,57.91,-,76.58,-,124.57,Upgrade
