,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,684.45,641.45,556.12,675.59,731.95,748.66,582.24,704.46,793.32,1081,795.94,1268,707.11,977.77,633.85,1116,728.8,994.7,510.85,1054,Upgrade
1,Other Revenue,-26.27,26.27,-,51.92,-26.11,26.11,-,43.14,-25.41,25.41,-,51.79,-26.51,26.51,-,44.55,-21.44,21.44,-,49.26,Upgrade
2,Revenue,658.18,667.72,556.12,727.51,705.84,774.77,582.24,747.6,767.91,1106,795.94,1319,680.6,1004,633.85,1160,707.37,1016,510.85,1104,Upgrade
3,Revenue Growth (YoY),-6.75%,-13.82%,-4.49%,-2.69%,-8.08%,-29.98%,-26.85%,-43.34%,12.83%,10.17%,25.57%,13.72%,-3.78%,-1.17%,24.08%,5.14%,17.82%,20.64%,7.99%,21.72%,Upgrade
4,Cost of Revenue,626.3,639.75,535.58,712.21,676.34,740.37,549.46,729.91,710.17,958.91,672.84,1100,615.74,781.75,480.17,981.62,571.11,777.31,359.62,836.77,Upgrade
5,Gross Profit,31.88,27.97,20.55,15.3,29.5,34.4,32.77,17.69,57.74,147.54,123.11,219.92,64.86,222.53,153.68,178.7,136.25,238.82,151.23,266.8,Upgrade
6,"Selling, General & Admin",30.97,32.02,32.22,47.03,17.9,29.08,25.72,74.74,44.61,61.55,72.26,128.92,40.42,53.74,105.25,94.83,60.85,101.16,116.5,138.29,Upgrade
7,Research & Development,0.32,1.17,1.19,-0.23,1.65,1.68,1.12,-0.6,1.29,1.13,2.96,3.13,2.8,2.58,2.74,3.77,2.38,2.96,-,-,Upgrade
8,Other Operating Expenses,-8.42,-5.42,-7.32,-27.39,-7.89,-11.76,-8.23,-1.1,-10.18,-7.25,-8.39,-6.4,-19.19,-7.67,-4.48,-1.08,-13.35,-5.32,-4.61,-1.3,Upgrade
9,Operating Expenses,23.57,27.7,26.88,19.38,11.85,18.5,19.19,63.51,36.43,54.6,72.59,123,25.71,48.32,106.29,100.05,44.27,102.28,114.56,135.47,Upgrade
10,Operating Income,8.31,0.27,-6.34,-4.08,17.65,15.9,13.59,-45.82,21.31,92.94,50.52,96.92,39.15,174.21,47.39,78.64,91.98,136.54,36.67,131.33,Upgrade
11,Interest Expense,-10.83,-17.62,-16.19,-19.24,-11.33,-9.76,-15.13,-11.73,-8.8,-8.58,-7.31,-4.03,-5.88,-2.63,-2.81,-1.28,-0.8,-0.64,-0.18,-0.17,Upgrade
12,Interest & Investment Income,13.42,72.11,28.21,84.86,24.09,67.46,29.69,218.64,843.6,27.85,26.29,20.89,45.39,15.51,15.64,14.2,10.78,13.29,10.54,9.55,Upgrade
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,0.08,-0.14,0.06,0.96,0.02,-0.29,-0.69,-0.69,2.14,0.52,0.08,0.86,Upgrade
14,Currency Exchange Gain (Loss),-,-,-,0,-,-,-,-,-,-,-,0.01,-0.01,0.01,-,-,-,-,-,0.01,Upgrade
