,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,187,246,364,529,473,482,452,584,940,1027,1182,Upgrade
1,Market Cap Growth,-53.57%,-53.57%,-23.00%,9.80%,4.50%,-17.48%,-51.85%,-43.09%,-20.50%,-32.71%,-21.60%,Upgrade
2,Enterprise Value,629,677,697,798,701,389,758,666,625,592,153,Upgrade
3,Last Close Price,0.20,0.26,0.39,0.56,0.50,0.51,0.48,0.62,1.00,1.10,1.27,Upgrade
4,PE Ratio,-,-,-,-,-,-15.50,-,4.57,22.50,-,-,Upgrade
5,PS Ratio,1.84,2.42,3.21,3.59,3.04,2.87,2.32,2.42,5.31,-86.77,203.12,Upgrade
6,PB Ratio,0.13,0.14,0.19,0.25,0.22,0.23,0.23,0.30,0.51,0.59,0.67,Upgrade
7,P/TBV Ratio,0.17,0.17,0.23,0.31,0.27,0.28,0.26,0.33,0.54,0.64,0.71,Upgrade
8,P/FCF Ratio,1.41,-,2.63,-,-,-,97.04,-,-,-,-34.21,Upgrade
9,P/OCF Ratio,1.83,-,2.60,-,-,-,92.20,-,-,-,-34.60,Upgrade
10,EV/Sales Ratio,6.18,6.66,6.15,5.41,4.51,2.31,3.88,2.75,3.53,-50.03,-,Upgrade
11,EV/EBITDA Ratio,23.55,23.55,14.11,10.01,6.89,6.68,12.35,4.85,9.38,-,-,Upgrade
12,EV/EBIT Ratio,28.92,28.92,15.81,10.69,7.29,8.15,-,5.11,10.29,-,-,Upgrade
13,EV/FCF Ratio,4.75,-,5.03,-,-,-,162.65,-,-,-,-4.42,Upgrade
14,Debt / Equity Ratio,0.14,0.14,0.13,0.12,0.12,0.12,0.14,0.14,0.15,0.16,0.11,Upgrade
15,Debt / FCF Ratio,1.84,-,1.75,-,-,-,58.59,-,-,-,-5.49,Upgrade
16,Return on Capital Employed (ROCE),1.33%,1.33%,2.31%,3.57%,4.52%,2.25%,-,6.62%,3.28%,-,-,Upgrade
17,Earnings Yield,-107.10%,-81.56%,-38.50%,-9.59%,-3.63%,-6.45%,-4.90%,21.89%,4.44%,-8.19%,1.89%,Upgrade
18,FCF Yield,70.74%,53.87%,38.08%,-21.17%,-95.68%,-20.05%,1.03%,-91.42%,-54.54%,-19.21%,-2.92%,Upgrade
19,Buyback Yield / Dilution,0.00%,-,0.00%,-0.23%,-0.32%,-0.27%,-0.33%,-1.02%,-0.96%,-0.08%,0.00%,Upgrade
20,Total Shareholder Return,0.00%,-,0.00%,-0.23%,-0.32%,-0.27%,-0.33%,-1.02%,-0.96%,-0.08%,0.00%,Upgrade
