,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,21745,22435,16917,17615,16978,14702,14342,4285,5488,8238
1,Short-Term Investments,1431,1937,2089,1471,2086,1882,2483,9241,9805,3588
2,Trading Asset Securities,320.88,512.41,4530,2544,1882,2357,1294,200,1578,2772
3,Cash & Short-Term Investments,23498,24884,23536,21631,20945,18941,18119,13726,16871,14599
4,Cash Growth,-0.16%,15.04%,12.37%,14.20%,15.60%,37.99%,7.40%,-5.98%,32.55%,317.51%
5,Accounts Receivable,2938,3214,3327,3578,3033,3676,3181,3127,2381,2246
6,Other Receivables,-,80.89,-,47.42,-,52.74,-,82.82,-,32.72
7,Receivables,2938,3295,3327,3626,3033,3729,3181,3210,2381,2279
8,Inventory,599.51,575.78,600.38,447.89,497.13,410.13,328.97,298.73,385.43,414.35
9,Prepaid Expenses,-,3.83,-,1.73,-,0.97,-,2.11,-,0.6
10,Other Current Assets,370.89,124.83,287.51,125.6,221.29,98.05,296.34,48.61,107.22,155.72
11,Total Current Assets,27406,28883,27751,25832,24697,23179,21925,17286,19744,17448
12,"Property, Plant & Equipment",3308,3280,3369,3450,3505,3475,3295,2304,1994,1928
13,Long-Term Investments,743.41,684.71,676.91,653.65,525.26,394.97,233.4,28.39,6.97,-
14,Other Intangible Assets,196.62,177.42,131.95,33.42,31.78,17.04,7.09,9.89,8.26,4.57
15,Other Long-Term Assets,17.52,13.93,13.65,33.29,85.9,93.4,164.76,1164,303.99,194.71
16,Total Assets,31672,33039,31942,30002,28845,27160,25626,20792,22057,19575
17,Accounts Payable,174.56,163.76,298.42,222.3,239.61,248.33,249.94,124.38,102.58,192.85
18,Accrued Expenses,2055,1969,1937,1925,2092,2201,1605,1877,1647,1459
19,Current Portion of Long-Term Debt,40.26,4183,4464,-,-,-,-,-,-,-
20,Current Portion of Leases,15.28,16.09,16.57,15.54,14.43,9.97,8.13,11.04,7.03,3.65
21,Current Income Taxes Payable,5.38,85.65,45.84,90.94,81.06,134.2,-,11.4,1.07,40.68
22,Current Unearned Revenue,18.16,38.47,32.31,25.1,13.25,22.2,204.7,195.69,57.14,40.47
23,Other Current Liabilities,1124,406.37,622.48,340.93,768.23,408.47,751.78,469.92,2438,4504
24,Total Current Liabilities,3433,6863,7416,2620,3208,3024,2820,2690,4253,6240
25,Long-Term Debt,-,39.74,-,4283,4030,3743,3787,-,-,-
26,Long-Term Leases,64.14,64.71,74.09,79.57,86.19,74.92,74.7,81.71,18.7,5.78
27,Long-Term Deferred Tax Liabilities,250.75,255.02,254.46,350.66,372,266.75,203.54,121.81,185.95,284.77
28,Other Long-Term Liabilities,21.75,21.99,22.22,22.46,22.7,22.93,23.17,23.4,-,-
29,Total Liabilities,3769,7244,7767,7355,7719,7131,6908,2916,4458,6531
30,Common Stock,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
31,Additional Paid-In Capital,14000,14096,14096,13932,14005,14024,14024,14009,14009,10837
32,Retained Earnings,13362,11405,9800,8780,7752,6910,5487,4578,3231,2009
33,Treasury Stock,-13.6,-108.63,-73.98,-28.03,-86.14,-57.97,-,-,-,-
34,Comprehensive Income & Other,555.12,402.88,353.75,-36.91,-544.47,-846.92,-793.02,-710.99,359.85,198.61
35,Shareholders' Equity,27903,25795,24176,22647,21126,20029,18718,17876,17599,13044
36,Total Liabilities & Equity,31672,33039,31942,30002,28845,27160,25626,20792,22057,19575
37,Total Debt,119.67,4304,4554,4378,4130,3828,3869,92.75,25.74,9.44
38,Net Cash (Debt),23378,20580,18982,17253,16815,15114,14250,13634,16845,14589
39,Net Cash Growth,23.16%,19.29%,12.89%,14.15%,18.00%,10.86%,-15.41%,-6.55%,32.45%,317.24%
40,Net Cash Per Share,3.93,3.38,3.19,2.90,2.84,2.52,2.38,2.30,2.89,2.52
41,Filing Date Shares Outstanding,5934,5924,5927,5920,5917,5918,5922,5919,5919,5789
42,Total Common Shares Outstanding,5934,5924,5927,5920,5917,5918,5922,5919,5919,5789
43,Working Capital,23974,22020,20335,23212,21489,20156,19106,14596,15491,11208
44,Book Value Per Share,4.70,4.35,4.08,3.83,3.57,3.38,3.16,3.02,2.97,2.25
45,Tangible Book Value,27707,25617,24044,22614,21094,20012,18711,17866,17591,13040
46,Tangible Book Value Per Share,4.67,4.32,4.06,3.82,3.57,3.38,3.16,3.02,2.97,2.25
47,Buildings,-,2324,-,2311,-,2279,-,1325,-,1201
48,Machinery,-,2268,-,2130,-,1793,-,1484,-,1222
49,Construction In Progress,-,367.12,-,358.52,-,501.69,-,347.73,-,234.82
50,Leasehold Improvements,-,48.1,-,41.25,-,10.9,-,9.93,-,7.49
